Anio,Mes,Alliance,region_norm,usuarios_activos,horas_totales,registros
2023,4,IQ Secundaria,Sin ubicación,1651,6119.5,2457
2023,5,512,AZUA,43,1875.8,244
2023,5,512,BAHORUCO,21,1477.4,182
2023,5,512,BARAHONA,43,2985.5,403
2023,5,512,COTUI,36,2454.2,303
2023,5,512,HIGUEY,18,1057.4,106
2023,5,512,LA VEGA,67,3245.0,422
2023,5,512,MAO,11,715.0,97
2023,5,512,MONTE CRISTI,14,527.2,88
2023,5,512,MONTE PLATA,17,1492.0,170
2023,5,512,NAGUA,21,1381.0,164
2023,5,512,PUERTO PLATA,16,1202.2,124
2023,5,512,SAN CRISTOBAL,51,3492.6,411
2023,5,512,SAN FRANCISCO DE MACORIS,23,1402.2,181
2023,5,512,SAN JUAN DE LA MAGUANA,24,1156.0,135
2023,5,512,SAN PEDRO DE MACORIS,26,1256.7,175
2023,5,512,SANTIAGO,41,1771.0,222
2023,5,512,SANTO DOMINGO,223,12648.3,1521
2023,5,512,Sin ubicación,2152,118394.5,14821
2023,5,IQ Primaria,AZUA,28,59.6,38
2023,5,IQ Primaria,BAHORUCO,9,7.3,12
2023,5,IQ Primaria,BARAHONA,38,300.6,116
2023,5,IQ Primaria,COTUI,29,64.0,33
2023,5,IQ Primaria,HIGUEY,68,449.8,131
2023,5,IQ Primaria,LA VEGA,56,265.1,91
2023,5,IQ Primaria,MAO,22,37.2,28
2023,5,IQ Primaria,MONTE CRISTI,23,151.2,34
2023,5,IQ Primaria,MONTE PLATA,12,14.6,14
2023,5,IQ Primaria,NAGUA,14,44.8,24
2023,5,IQ Primaria,PUERTO PLATA,96,649.0,254
2023,5,IQ Primaria,SAN CRISTOBAL,26,84.8,34
2023,5,IQ Primaria,SAN FRANCISCO DE MACORIS,22,64.9,32
2023,5,IQ Primaria,SAN JUAN DE LA MAGUANA,6,35.3,8
2023,5,IQ Primaria,SAN PEDRO DE MACORIS,66,93.0,75
2023,5,IQ Primaria,SANTIAGO,196,1644.9,481
2023,5,IQ Primaria,SANTO DOMINGO,800,3351.2,1320
2023,5,IQ Primaria,Sin ubicación,1384,5007.2,1963
2023,5,IQ Secundaria,AZUA,685,4949.8,1628
2023,5,IQ Secundaria,BAHORUCO,120,360.9,176
2023,5,IQ Secundaria,BARAHONA,301,1302.3,507
2023,5,IQ Secundaria,COTUI,946,5289.4,1969
2023,5,IQ Secundaria,HIGUEY,730,3173.7,1261
2023,5,IQ Secundaria,LA VEGA,1312,8383.2,2565
2023,5,IQ Secundaria,MAO,442,1957.4,785
2023,5,IQ Secundaria,MONTE CRISTI,443,2341.3,801
2023,5,IQ Secundaria,MONTE PLATA,510,2044.9,878
2023,5,IQ Secundaria,NAGUA,340,1564.4,575
2023,5,IQ Secundaria,PUERTO PLATA,833,4798.3,1629
2023,5,IQ Secundaria,SAN CRISTOBAL,955,5120.7,1866
2023,5,IQ Secundaria,SAN FRANCISCO DE MACORIS,960,4817.5,1837
2023,5,IQ Secundaria,SAN JUAN DE LA MAGUANA,233,1036.8,392
2023,5,IQ Secundaria,SAN PEDRO DE MACORIS,1526,7733.4,2762
2023,5,IQ Secundaria,SANTIAGO,2379,12723.9,4178
2023,5,IQ Secundaria,SANTO DOMINGO,7040,38808.3,12347
2023,5,IQ Secundaria,Sin ubicación,6668,40193.0,11965
2023,6,512,AZUA,31,922.3,114
2023,6,512,BAHORUCO,20,617.4,89
2023,6,512,BARAHONA,39,1323.5,178
2023,6,512,COTUI,25,954.0,109
2023,6,512,HIGUEY,11,514.8,44
2023,6,512,LA VEGA,48,1270.6,160
2023,6,512,MAO,10,369.0,40
2023,6,512,MONTE CRISTI,15,254.8,46
2023,6,512,MONTE PLATA,13,425.6,41
2023,6,512,NAGUA,14,556.2,64
2023,6,512,PUERTO PLATA,14,465.5,74
2023,6,512,SAN CRISTOBAL,49,1948.6,234
2023,6,512,SAN FRANCISCO DE MACORIS,19,607.0,79
2023,6,512,SAN JUAN DE LA MAGUANA,16,392.6,46
2023,6,512,SAN PEDRO DE MACORIS,19,387.4,64
2023,6,512,SANTIAGO,35,1198.2,153
2023,6,512,SANTO DOMINGO,190,5253.2,709
2023,6,512,Sin ubicación,1793,59185.5,7527
2023,6,IQ Primaria,AZUA,4,2.9,4
2023,6,IQ Primaria,BAHORUCO,8,4.5,8
2023,6,IQ Primaria,BARAHONA,6,8.4,7
2023,6,IQ Primaria,COTUI,3,1.4,3
2023,6,IQ Primaria,HIGUEY,9,11.8,12
2023,6,IQ Primaria,LA VEGA,14,12.4,14
2023,6,IQ Primaria,MAO,3,5.7,3
2023,6,IQ Primaria,MONTE CRISTI,3,1.8,3
2023,6,IQ Primaria,MONTE PLATA,7,10.8,7
2023,6,IQ Primaria,NAGUA,2,5.6,2
2023,6,IQ Primaria,PUERTO PLATA,9,18.2,9
2023,6,IQ Primaria,SAN CRISTOBAL,11,28.2,12
2023,6,IQ Primaria,SAN FRANCISCO DE MACORIS,6,15.3,7
2023,6,IQ Primaria,SAN JUAN DE LA MAGUANA,5,5.4,6
2023,6,IQ Primaria,SAN PEDRO DE MACORIS,12,28.8,15
2023,6,IQ Primaria,SANTIAGO,17,27.5,22
2023,6,IQ Primaria,SANTO DOMINGO,281,408.2,292
2023,6,IQ Primaria,Sin ubicación,385,873.2,440
2023,6,IQ Secundaria,AZUA,404,2670.6,989
2023,6,IQ Secundaria,BAHORUCO,143,596.4,285
2023,6,IQ Secundaria,BARAHONA,265,1634.5,592
2023,6,IQ Secundaria,COTUI,564,4031.8,1418
2023,6,IQ Secundaria,HIGUEY,743,5326.3,1788
2023,6,IQ Secundaria,LA VEGA,1039,9711.3,2764
2023,6,IQ Secundaria,MAO,280,2726.5,731
2023,6,IQ Secundaria,MONTE CRISTI,255,2333.2,581
2023,6,IQ Secundaria,MONTE PLATA,291,1988.9,644
2023,6,IQ Secundaria,NAGUA,206,1319.5,457
2023,6,IQ Secundaria,PUERTO PLATA,570,4796.7,1580
2023,6,IQ Secundaria,SAN CRISTOBAL,967,8151.4,2373
2023,6,IQ Secundaria,SAN FRANCISCO DE MACORIS,579,4707.4,1500
2023,6,IQ Secundaria,SAN JUAN DE LA MAGUANA,220,1476.1,502
2023,6,IQ Secundaria,SAN PEDRO DE MACORIS,1076,8800.7,2444
2023,6,IQ Secundaria,SANTIAGO,2195,21363.4,5878
2023,6,IQ Secundaria,SANTO DOMINGO,8627,79805.3,21862
2023,6,IQ Secundaria,Sin ubicación,8182,63796.8,19624
2023,7,512,AZUA,37,2885.8,345
2023,7,512,BAHORUCO,19,579.3,98
2023,7,512,BARAHONA,38,1535.3,222
2023,7,512,COTUI,24,1173.9,166
2023,7,512,HIGUEY,16,475.6,53
2023,7,512,LA VEGA,62,2712.1,343
2023,7,512,MAO,12,1199.2,128
2023,7,512,MONTE CRISTI,17,771.1,123
2023,7,512,MONTE PLATA,14,679.3,66
2023,7,512,NAGUA,18,1017.0,125
2023,7,512,PUERTO PLATA,15,593.1,84
2023,7,512,SAN CRISTOBAL,56,3110.1,364
2023,7,512,SAN FRANCISCO DE MACORIS,23,1296.8,171
2023,7,512,SAN JUAN DE LA MAGUANA,21,862.5,112
2023,7,512,SAN PEDRO DE MACORIS,23,711.2,112
2023,7,512,SANTIAGO,40,2082.9,228
2023,7,512,SANTO DOMINGO,229,11914.1,1543
2023,7,512,Sin ubicación,2228,123104.1,15255
2023,7,IQ Primaria,AZUA,1,0.6,1
2023,7,IQ Primaria,BAHORUCO,2,1.6,3
2023,7,IQ Primaria,BARAHONA,1,1.4,1
2023,7,IQ Primaria,COTUI,1,1.4,1
2023,7,IQ Primaria,HIGUEY,2,1.3,2
2023,7,IQ Primaria,LA VEGA,5,2.8,7
2023,7,IQ Primaria,MONTE PLATA,1,14.2,1
2023,7,IQ Primaria,NAGUA,1,0.0,1
2023,7,IQ Primaria,PUERTO PLATA,1,2.9,1
2023,7,IQ Primaria,SAN JUAN DE LA MAGUANA,1,3.1,1
2023,7,IQ Primaria,SAN PEDRO DE MACORIS,1,1.4,1
2023,7,IQ Primaria,SANTIAGO,4,5.7,4
2023,7,IQ Primaria,SANTO DOMINGO,48,80.7,58
2023,7,IQ Primaria,Sin ubicación,63,736.7,125
2023,7,IQ Secundaria,AZUA,29,52.1,56
2023,7,IQ Secundaria,BAHORUCO,2,1.1,4
2023,7,IQ Secundaria,BARAHONA,22,27.5,31
2023,7,IQ Secundaria,COTUI,36,180.0,74
2023,7,IQ Secundaria,HIGUEY,48,76.0,87
2023,7,IQ Secundaria,LA VEGA,64,107.6,129
2023,7,IQ Secundaria,MAO,19,213.0,65
2023,7,IQ Secundaria,MONTE CRISTI,15,45.0,25
2023,7,IQ Secundaria,MONTE PLATA,29,63.9,60
2023,7,IQ Secundaria,NAGUA,16,28.5,27
2023,7,IQ Secundaria,PUERTO PLATA,33,21.5,58
2023,7,IQ Secundaria,SAN CRISTOBAL,49,138.2,101
2023,7,IQ Secundaria,SAN FRANCISCO DE MACORIS,42,65.2,73
2023,7,IQ Secundaria,SAN JUAN DE LA MAGUANA,21,25.7,40
2023,7,IQ Secundaria,SAN PEDRO DE MACORIS,71,311.5,131
2023,7,IQ Secundaria,SANTIAGO,151,600.6,320
2023,7,IQ Secundaria,SANTO DOMINGO,538,1764.6,1048
2023,7,IQ Secundaria,Sin ubicación,535,2166.6,1095
2023,8,512,AZUA,34,894.4,152
2023,8,512,BAHORUCO,14,490.7,73
2023,8,512,BARAHONA,34,333.7,112
2023,8,512,COTUI,23,186.6,65
2023,8,512,HIGUEY,11,151.7,24
2023,8,512,LA VEGA,62,1264.6,211
2023,8,512,MAO,10,167.9,42
2023,8,512,MONTE CRISTI,16,44.0,36
2023,8,512,MONTE PLATA,14,84.9,35
2023,8,512,NAGUA,15,417.9,66
2023,8,512,PUERTO PLATA,13,82.2,28
2023,8,512,SAN CRISTOBAL,45,976.2,147
2023,8,512,SAN FRANCISCO DE MACORIS,20,375.7,79
2023,8,512,SAN JUAN DE LA MAGUANA,23,256.4,55
2023,8,512,SAN PEDRO DE MACORIS,18,282.5,56
2023,8,512,SANTIAGO,39,478.1,109
2023,8,512,SANTO DOMINGO,204,4211.3,692
2023,8,512,Sin ubicación,1910,43852.3,6795
2023,8,IQ Primaria,AZUA,4,18.9,5
2023,8,IQ Primaria,BAHORUCO,2,1.9,2
2023,8,IQ Primaria,BARAHONA,7,6.7,7
2023,8,IQ Primaria,COTUI,1,4.7,1
2023,8,IQ Primaria,HIGUEY,3,7.0,3
2023,8,IQ Primaria,LA VEGA,2,1.8,2
2023,8,IQ Primaria,MONTE CRISTI,1,0.2,1
2023,8,IQ Primaria,MONTE PLATA,3,22.0,6
2023,8,IQ Primaria,NAGUA,2,16.2,4
2023,8,IQ Primaria,PUERTO PLATA,5,10.9,7
2023,8,IQ Primaria,SAN CRISTOBAL,4,10.7,5
2023,8,IQ Primaria,SAN FRANCISCO DE MACORIS,4,3.8,4
2023,8,IQ Primaria,SAN JUAN DE LA MAGUANA,1,1.5,1
2023,8,IQ Primaria,SAN PEDRO DE MACORIS,3,1.7,4
2023,8,IQ Primaria,SANTIAGO,4,6.8,4
2023,8,IQ Primaria,SANTO DOMINGO,65,206.1,90
2023,8,IQ Primaria,Sin ubicación,105,1008.1,197
2023,8,IQ Secundaria,AZUA,30,98.1,63
2023,8,IQ Secundaria,BAHORUCO,6,10.2,9
2023,8,IQ Secundaria,BARAHONA,20,25.0,38
2023,8,IQ Secundaria,COTUI,30,202.4,58
2023,8,IQ Secundaria,HIGUEY,47,166.3,116
2023,8,IQ Secundaria,LA VEGA,89,189.6,140
2023,8,IQ Secundaria,MAO,21,84.7,39
2023,8,IQ Secundaria,MONTE CRISTI,17,57.5,26
2023,8,IQ Secundaria,MONTE PLATA,31,148.4,53
2023,8,IQ Secundaria,NAGUA,17,48.5,29
2023,8,IQ Secundaria,PUERTO PLATA,26,84.4,35
2023,8,IQ Secundaria,SAN CRISTOBAL,56,148.9,102
2023,8,IQ Secundaria,SAN FRANCISCO DE MACORIS,47,194.7,128
2023,8,IQ Secundaria,SAN JUAN DE LA MAGUANA,19,37.1,40
2023,8,IQ Secundaria,SAN PEDRO DE MACORIS,69,286.1,129
2023,8,IQ Secundaria,SANTIAGO,173,731.4,346
2023,8,IQ Secundaria,SANTO DOMINGO,633,2735.9,1202
2023,8,IQ Secundaria,Sin ubicación,585,2936.4,1220
2023,9,512,AZUA,15,41.6,25
2023,9,512,BAHORUCO,11,96.8,28
2023,9,512,BARAHONA,14,64.0,31
2023,9,512,COTUI,10,47.1,19
2023,9,512,HIGUEY,5,19.8,6
2023,9,512,LA VEGA,25,231.7,51
2023,9,512,MAO,10,26.0,22
2023,9,512,MONTE CRISTI,6,5.4,7
2023,9,512,MONTE PLATA,10,20.4,10
2023,9,512,NAGUA,8,69.8,16
2023,9,512,PUERTO PLATA,7,97.8,16
2023,9,512,SAN CRISTOBAL,19,138.1,42
2023,9,512,SAN FRANCISCO DE MACORIS,11,111.0,37
2023,9,512,SAN JUAN DE LA MAGUANA,11,64.4,16
2023,9,512,SAN PEDRO DE MACORIS,7,9.0,9
2023,9,512,SANTIAGO,17,94.7,25
2023,9,512,SANTO DOMINGO,80,809.4,167
2023,9,512,Sin ubicación,774,7990.8,1633
2023,9,IQ Primaria,AZUA,3,21.3,5
2023,9,IQ Primaria,BAHORUCO,1,13.8,1
2023,9,IQ Primaria,BARAHONA,2,1.8,2
2023,9,IQ Primaria,COTUI,9,45.5,15
2023,9,IQ Primaria,HIGUEY,3,4.1,3
2023,9,IQ Primaria,LA VEGA,11,39.7,11
2023,9,IQ Primaria,MAO,4,31.4,4
2023,9,IQ Primaria,MONTE CRISTI,6,27.1,10
2023,9,IQ Primaria,MONTE PLATA,7,61.6,10
2023,9,IQ Primaria,NAGUA,3,34.7,11
2023,9,IQ Primaria,PUERTO PLATA,19,137.8,25
2023,9,IQ Primaria,SAN CRISTOBAL,210,231.9,226
2023,9,IQ Primaria,SAN JUAN DE LA MAGUANA,4,5.2,5
2023,9,IQ Primaria,SAN PEDRO DE MACORIS,22,42.1,22
2023,9,IQ Primaria,SANTIAGO,14,46.1,21
2023,9,IQ Primaria,SANTO DOMINGO,193,625.8,276
2023,9,IQ Primaria,Sin ubicación,316,1512.9,459
2023,9,IQ Secundaria,AZUA,98,321.3,237
2023,9,IQ Secundaria,BAHORUCO,3,3.5,4
2023,9,IQ Secundaria,BARAHONA,10,11.4,25
2023,9,IQ Secundaria,COTUI,173,543.9,261
2023,9,IQ Secundaria,HIGUEY,18,32.6,28
2023,9,IQ Secundaria,LA VEGA,70,176.4,90
2023,9,IQ Secundaria,MAO,10,55.5,15
2023,9,IQ Secundaria,MONTE CRISTI,9,33.9,16
2023,9,IQ Secundaria,MONTE PLATA,18,36.6,29
2023,9,IQ Secundaria,NAGUA,18,26.6,34
2023,9,IQ Secundaria,PUERTO PLATA,26,51.4,44
2023,9,IQ Secundaria,SAN CRISTOBAL,99,210.2,140
2023,9,IQ Secundaria,SAN FRANCISCO DE MACORIS,50,83.2,68
2023,9,IQ Secundaria,SAN JUAN DE LA MAGUANA,14,131.3,32
2023,9,IQ Secundaria,SAN PEDRO DE MACORIS,411,2778.8,929
2023,9,IQ Secundaria,SANTIAGO,158,401.7,244
2023,9,IQ Secundaria,SANTO DOMINGO,755,2824.6,1400
2023,9,IQ Secundaria,Sin ubicación,744,2360.0,1191
2023,10,512,AZUA,6,6.4,9
2023,10,512,BAHORUCO,5,31.5,7
2023,10,512,BARAHONA,8,21.3,18
2023,10,512,COTUI,6,27.6,9
2023,10,512,HIGUEY,6,17.7,9
2023,10,512,LA VEGA,10,28.0,14
2023,10,512,MAO,5,24.9,11
2023,10,512,MONTE CRISTI,4,5.4,9
2023,10,512,MONTE PLATA,2,1.5,2
2023,10,512,NAGUA,1,2.6,3
2023,10,512,PUERTO PLATA,4,5.7,7
2023,10,512,SAN CRISTOBAL,10,45.5,19
2023,10,512,SAN FRANCISCO DE MACORIS,7,17.7,16
2023,10,512,SAN JUAN DE LA MAGUANA,2,17.6,3
2023,10,512,SAN PEDRO DE MACORIS,5,57.4,5
2023,10,512,SANTIAGO,6,3.6,10
2023,10,512,SANTO DOMINGO,38,439.8,85
2023,10,512,Sin ubicación,285,1409.7,437
2023,10,IQ Primaria,AZUA,424,3194.0,681
2023,10,IQ Primaria,BAHORUCO,150,574.4,216
2023,10,IQ Primaria,BARAHONA,15,37.5,21
2023,10,IQ Primaria,COTUI,923,7092.6,1755
2023,10,IQ Primaria,HIGUEY,2663,14192.9,4380
2023,10,IQ Primaria,LA VEGA,1425,10524.1,2703
2023,10,IQ Primaria,MAO,205,1072.1,353
2023,10,IQ Primaria,MONTE CRISTI,292,1351.9,352
2023,10,IQ Primaria,MONTE PLATA,107,371.2,141
2023,10,IQ Primaria,NAGUA,531,4944.0,1022
2023,10,IQ Primaria,PUERTO PLATA,793,6638.6,1708
2023,10,IQ Primaria,SAN CRISTOBAL,4486,31249.8,8866
2023,10,IQ Primaria,SAN FRANCISCO DE MACORIS,1232,10207.4,2579
2023,10,IQ Primaria,SAN JUAN DE LA MAGUANA,201,1693.4,367
2023,10,IQ Primaria,SAN PEDRO DE MACORIS,4867,32406.8,9122
2023,10,IQ Primaria,SANTIAGO,5562,34071.2,9977
2023,10,IQ Primaria,SANTO DOMINGO,12445,73703.7,21926
2023,10,IQ Primaria,Sin ubicación,4006,20465.5,6564
2023,10,IQ Secundaria,AZUA,501,2610.1,950
2023,10,IQ Secundaria,BAHORUCO,307,1440.7,416
2023,10,IQ Secundaria,BARAHONA,52,188.8,72
2023,10,IQ Secundaria,COTUI,1192,9477.8,2612
2023,10,IQ Secundaria,HIGUEY,1597,8853.2,2878
2023,10,IQ Secundaria,LA VEGA,2357,20159.6,5298
2023,10,IQ Secundaria,MAO,116,528.7,149
2023,10,IQ Secundaria,MONTE CRISTI,628,4007.1,922
2023,10,IQ Secundaria,MONTE PLATA,340,2272.4,561
2023,10,IQ Secundaria,NAGUA,543,2048.1,1042
2023,10,IQ Secundaria,PUERTO PLATA,843,6662.4,1977
2023,10,IQ Secundaria,SAN CRISTOBAL,5079,38867.9,11807
2023,10,IQ Secundaria,SAN FRANCISCO DE MACORIS,617,5117.0,1490
2023,10,IQ Secundaria,SAN JUAN DE LA MAGUANA,266,1787.8,489
2023,10,IQ Secundaria,SAN PEDRO DE MACORIS,4160,35839.1,10142
2023,10,IQ Secundaria,SANTIAGO,4111,26200.8,8300
2023,10,IQ Secundaria,SANTO DOMINGO,15566,105980.8,32618
2023,10,IQ Secundaria,Sin ubicación,8641,51219.3,17317
2023,11,512,AZUA,5,5.1,5
2023,11,512,BAHORUCO,3,3.0,4
2023,11,512,BARAHONA,5,4.9,14
2023,11,512,COTUI,3,2.0,5
2023,11,512,HIGUEY,4,1.7,4
2023,11,512,LA VEGA,7,3.3,8
2023,11,512,MAO,8,6.9,13
2023,11,512,MONTE CRISTI,3,2.7,5
2023,11,512,NAGUA,1,0.6,1
2023,11,512,PUERTO PLATA,2,0.6,2
2023,11,512,SAN CRISTOBAL,5,1.4,6
2023,11,512,SAN FRANCISCO DE MACORIS,8,5.9,11
2023,11,512,SAN JUAN DE LA MAGUANA,3,5.2,5
2023,11,512,SAN PEDRO DE MACORIS,4,1.7,5
2023,11,512,SANTIAGO,7,3.1,8
2023,11,512,SANTO DOMINGO,38,57.5,59
2023,11,512,Sin ubicación,203,296.1,303
2023,11,IQ Primaria,AZUA,293,811.5,512
2023,11,IQ Primaria,BAHORUCO,166,481.1,261
2023,11,IQ Primaria,BARAHONA,32,30.7,40
2023,11,IQ Primaria,COTUI,77,228.8,105
2023,11,IQ Primaria,HIGUEY,2493,9679.7,4075
2023,11,IQ Primaria,LA VEGA,109,496.6,167
2023,11,IQ Primaria,MAO,47,81.3,87
2023,11,IQ Primaria,MONTE CRISTI,139,707.4,274
2023,11,IQ Primaria,MONTE PLATA,4,25.8,9
2023,11,IQ Primaria,NAGUA,115,416.3,236
2023,11,IQ Primaria,PUERTO PLATA,80,854.1,111
2023,11,IQ Primaria,SAN CRISTOBAL,117,246.5,153
2023,11,IQ Primaria,SAN FRANCISCO DE MACORIS,97,171.9,156
2023,11,IQ Primaria,SAN JUAN DE LA MAGUANA,62,269.6,65
2023,11,IQ Primaria,SAN PEDRO DE MACORIS,2496,9502.5,3925
2023,11,IQ Primaria,SANTIAGO,2740,11184.5,4360
2023,11,IQ Primaria,SANTO DOMINGO,4835,17011.0,8261
2023,11,IQ Primaria,Sin ubicación,1415,5015.2,2323
2023,11,IQ Secundaria,AZUA,410,1600.4,815
2023,11,IQ Secundaria,BAHORUCO,165,1200.2,238
2023,11,IQ Secundaria,BARAHONA,24,39.5,44
2023,11,IQ Secundaria,COTUI,119,254.4,158
2023,11,IQ Secundaria,HIGUEY,1047,3184.3,1926
2023,11,IQ Secundaria,LA VEGA,289,1546.2,635
2023,11,IQ Secundaria,MAO,63,131.4,144
2023,11,IQ Secundaria,MONTE CRISTI,466,3025.9,1509
2023,11,IQ Secundaria,MONTE PLATA,17,12.1,21
2023,11,IQ Secundaria,NAGUA,101,145.8,244
2023,11,IQ Secundaria,PUERTO PLATA,169,1900.6,315
2023,11,IQ Secundaria,SAN CRISTOBAL,192,394.6,231
2023,11,IQ Secundaria,SAN FRANCISCO DE MACORIS,167,361.3,234
2023,11,IQ Secundaria,SAN JUAN DE LA MAGUANA,44,67.6,47
2023,11,IQ Secundaria,SAN PEDRO DE MACORIS,1878,7627.5,3111
2023,11,IQ Secundaria,SANTIAGO,4077,9497.7,7522
2023,11,IQ Secundaria,SANTO DOMINGO,8347,29518.4,18198
2023,11,IQ Secundaria,Sin ubicación,3432,11130.0,6499
2023,12,512,AZUA,6,2.3,6
2023,12,512,BAHORUCO,2,0.6,2
2023,12,512,BARAHONA,2,2.0,6
2023,12,512,COTUI,4,3.1,6
2023,12,512,HIGUEY,3,1.4,4
2023,12,512,LA VEGA,8,5.5,10
2023,12,512,MAO,5,4.0,9
2023,12,512,MONTE CRISTI,2,0.6,2
2023,12,512,MONTE PLATA,1,0.1,1
2023,12,512,NAGUA,3,1.4,5
2023,12,512,PUERTO PLATA,2,0.9,2
2023,12,512,SAN CRISTOBAL,5,1.8,6
2023,12,512,SAN FRANCISCO DE MACORIS,5,2.2,5
2023,12,512,SAN JUAN DE LA MAGUANA,1,0.6,1
2023,12,512,SAN PEDRO DE MACORIS,3,1.3,3
2023,12,512,SANTIAGO,4,2.2,4
2023,12,512,SANTO DOMINGO,19,15.2,30
2023,12,512,Sin ubicación,104,62.1,148
2023,12,IQ Primaria,AZUA,8,6.1,13
2023,12,IQ Primaria,BAHORUCO,5,2.7,5
2023,12,IQ Primaria,BARAHONA,1,0.2,1
2023,12,IQ Primaria,COTUI,4,3.7,5
2023,12,IQ Primaria,HIGUEY,138,135.6,191
2023,12,IQ Primaria,LA VEGA,9,6.5,13
2023,12,IQ Primaria,MAO,13,8.7,19
2023,12,IQ Primaria,MONTE CRISTI,3,1.7,3
2023,12,IQ Primaria,MONTE PLATA,1,0.1,1
2023,12,IQ Primaria,NAGUA,5,2.5,6
2023,12,IQ Primaria,PUERTO PLATA,8,11.2,15
2023,12,IQ Primaria,SAN CRISTOBAL,15,11.4,17
2023,12,IQ Primaria,SAN FRANCISCO DE MACORIS,16,14.2,22
2023,12,IQ Primaria,SAN JUAN DE LA MAGUANA,177,219.7,262
2023,12,IQ Primaria,SAN PEDRO DE MACORIS,85,109.5,114
2023,12,IQ Primaria,SANTIAGO,57,70.1,85
2023,12,IQ Primaria,SANTO DOMINGO,335,351.9,464
2023,12,IQ Primaria,Sin ubicación,134,154.4,204
2023,12,IQ Secundaria,AZUA,58,45.9,71
2023,12,IQ Secundaria,BAHORUCO,6,4.4,6
2023,12,IQ Secundaria,BARAHONA,4,2.2,7
2023,12,IQ Secundaria,COTUI,19,16.2,29
2023,12,IQ Secundaria,HIGUEY,181,362.3,451
2023,12,IQ Secundaria,LA VEGA,30,14.1,37
2023,12,IQ Secundaria,MAO,5,3.5,7
2023,12,IQ Secundaria,MONTE CRISTI,48,26.1,55
2023,12,IQ Secundaria,MONTE PLATA,6,5.7,7
2023,12,IQ Secundaria,NAGUA,84,73.2,208
2023,12,IQ Secundaria,PUERTO PLATA,5,2.1,6
2023,12,IQ Secundaria,SAN CRISTOBAL,107,59.6,129
2023,12,IQ Secundaria,SAN FRANCISCO DE MACORIS,143,281.9,341
2023,12,IQ Secundaria,SAN JUAN DE LA MAGUANA,181,337.7,321
2023,12,IQ Secundaria,SAN PEDRO DE MACORIS,111,108.1,190
2023,12,IQ Secundaria,SANTIAGO,220,297.0,447
2023,12,IQ Secundaria,SANTO DOMINGO,794,880.8,1352
2023,12,IQ Secundaria,Sin ubicación,408,410.0,665
2024,1,512,AZUA,7,4.1,10
2024,1,512,BAHORUCO,2,6.0,9
2024,1,512,BARAHONA,9,3.3,10
2024,1,512,COTUI,5,4.0,9
2024,1,512,HIGUEY,2,1.3,2
2024,1,512,LA VEGA,4,2.2,4
2024,1,512,MAO,4,1.8,5
2024,1,512,MONTE CRISTI,5,2.2,5
2024,1,512,MONTE PLATA,2,0.6,2
2024,1,512,NAGUA,3,2.7,3
2024,1,512,PUERTO PLATA,3,1.6,3
2024,1,512,SAN CRISTOBAL,2,1.1,2
2024,1,512,SAN FRANCISCO DE MACORIS,8,4.8,9
2024,1,512,SAN JUAN DE LA MAGUANA,3,0.9,3
2024,1,512,SAN PEDRO DE MACORIS,2,1.0,2
2024,1,512,SANTIAGO,3,2.4,4
2024,1,512,SANTO DOMINGO,31,19.3,42
2024,1,512,Sin ubicación,141,99.4,187
2024,1,IQ Primaria,AZUA,5,1.5,5
2024,1,IQ Primaria,BAHORUCO,2,1.7,3
2024,1,IQ Primaria,BARAHONA,1,0.3,1
2024,1,IQ Primaria,COTUI,7,16.8,19
2024,1,IQ Primaria,HIGUEY,76,83.8,110
2024,1,IQ Primaria,LA VEGA,11,21.7,24
2024,1,IQ Primaria,MAO,9,5.9,13
2024,1,IQ Primaria,MONTE CRISTI,5,3.5,6
2024,1,IQ Primaria,NAGUA,7,5.6,11
2024,1,IQ Primaria,PUERTO PLATA,5,1.5,5
2024,1,IQ Primaria,SAN CRISTOBAL,39,33.7,51
2024,1,IQ Primaria,SAN FRANCISCO DE MACORIS,22,16.6,30
2024,1,IQ Primaria,SAN JUAN DE LA MAGUANA,5,2.4,6
2024,1,IQ Primaria,SAN PEDRO DE MACORIS,50,35.0,56
2024,1,IQ Primaria,SANTIAGO,54,44.7,69
2024,1,IQ Primaria,SANTO DOMINGO,278,209.8,356
2024,1,IQ Primaria,Sin ubicación,129,127.3,198
2024,1,IQ Secundaria,AZUA,102,118.3,191
2024,1,IQ Secundaria,BAHORUCO,2,2.6,3
2024,1,IQ Secundaria,BARAHONA,4,3.3,7
2024,1,IQ Secundaria,COTUI,79,75.4,177
2024,1,IQ Secundaria,HIGUEY,68,66.8,119
2024,1,IQ Secundaria,LA VEGA,76,40.5,96
2024,1,IQ Secundaria,MAO,4,1.6,6
2024,1,IQ Secundaria,MONTE CRISTI,45,42.6,83
2024,1,IQ Secundaria,MONTE PLATA,9,10.0,14
2024,1,IQ Secundaria,NAGUA,55,37.7,96
2024,1,IQ Secundaria,PUERTO PLATA,55,54.5,113
2024,1,IQ Secundaria,SAN CRISTOBAL,83,95.3,187
2024,1,IQ Secundaria,SAN FRANCISCO DE MACORIS,142,162.6,357
2024,1,IQ Secundaria,SAN JUAN DE LA MAGUANA,101,109.9,288
2024,1,IQ Secundaria,SAN PEDRO DE MACORIS,100,89.9,176
2024,1,IQ Secundaria,SANTIAGO,299,346.4,615
2024,1,IQ Secundaria,SANTO DOMINGO,795,679.1,1340
