Anio,Mes,Alliance,region_norm,usuarios_activos,horas_totales,registros
2024,1,IQ Secundaria,Sin ubicación,538,703.7,1219
2024,2,512,AZUA,5,4.9,9
2024,2,512,BAHORUCO,1,1.6,5
2024,2,512,BARAHONA,7,3.4,8
2024,2,512,COTUI,6,4.6,7
2024,2,512,HIGUEY,2,1.2,3
2024,2,512,LA VEGA,10,6.3,12
2024,2,512,MAO,5,2.6,6
2024,2,512,MONTE CRISTI,4,2.0,5
2024,2,512,NAGUA,3,2.5,4
2024,2,512,PUERTO PLATA,3,1.4,3
2024,2,512,SAN CRISTOBAL,5,3.1,6
2024,2,512,SAN FRANCISCO DE MACORIS,4,2.5,4
2024,2,512,SAN JUAN DE LA MAGUANA,2,1.1,3
2024,2,512,SAN PEDRO DE MACORIS,4,5.4,7
2024,2,512,SANTIAGO,7,4.0,8
2024,2,512,SANTO DOMINGO,31,17.4,39
2024,2,512,Sin ubicación,137,105.5,194
2024,2,IQ Primaria,AZUA,23,16.4,24
2024,2,IQ Primaria,BAHORUCO,3,0.9,3
2024,2,IQ Primaria,BARAHONA,1,0.4,1
2024,2,IQ Primaria,COTUI,22,15.6,31
2024,2,IQ Primaria,HIGUEY,109,119.2,143
2024,2,IQ Primaria,LA VEGA,10,12.7,21
2024,2,IQ Primaria,MAO,9,6.4,14
2024,2,IQ Primaria,MONTE CRISTI,7,2.9,7
2024,2,IQ Primaria,MONTE PLATA,3,1.3,4
2024,2,IQ Primaria,NAGUA,3,5.2,10
2024,2,IQ Primaria,PUERTO PLATA,5,5.7,10
2024,2,IQ Primaria,SAN CRISTOBAL,20,13.2,23
2024,2,IQ Primaria,SAN FRANCISCO DE MACORIS,24,17.2,34
2024,2,IQ Primaria,SAN JUAN DE LA MAGUANA,1,0.0,1
2024,2,IQ Primaria,SAN PEDRO DE MACORIS,13,6.5,14
2024,2,IQ Primaria,SANTIAGO,253,190.1,395
2024,2,IQ Primaria,SANTO DOMINGO,391,435.4,712
2024,2,IQ Primaria,Sin ubicación,237,272.5,460
2024,2,IQ Secundaria,AZUA,174,192.5,459
2024,2,IQ Secundaria,BAHORUCO,6,4.9,8
2024,2,IQ Secundaria,BARAHONA,3,3.7,5
2024,2,IQ Secundaria,COTUI,146,245.7,343
2024,2,IQ Secundaria,HIGUEY,141,119.9,192
2024,2,IQ Secundaria,LA VEGA,29,16.0,50
2024,2,IQ Secundaria,MAO,20,10.0,24
2024,2,IQ Secundaria,MONTE CRISTI,82,52.0,134
2024,2,IQ Secundaria,MONTE PLATA,10,23.9,46
2024,2,IQ Secundaria,NAGUA,61,40.3,80
2024,2,IQ Secundaria,PUERTO PLATA,98,122.5,202
2024,2,IQ Secundaria,SAN CRISTOBAL,123,97.2,182
2024,2,IQ Secundaria,SAN FRANCISCO DE MACORIS,248,269.3,512
2024,2,IQ Secundaria,SAN JUAN DE LA MAGUANA,51,41.4,152
2024,2,IQ Secundaria,SAN PEDRO DE MACORIS,116,165.6,247
2024,2,IQ Secundaria,SANTIAGO,517,557.0,1093
2024,2,IQ Secundaria,SANTO DOMINGO,810,752.9,1522
2024,2,IQ Secundaria,Sin ubicación,598,556.1,1139
2024,3,512,AZUA,5,13.5,18
2024,3,512,BAHORUCO,2,3.3,7
2024,3,512,BARAHONA,5,5.8,17
2024,3,512,COTUI,5,4.2,7
2024,3,512,HIGUEY,4,1.7,4
2024,3,512,LA VEGA,9,3.2,9
2024,3,512,MAO,2,2.1,5
2024,3,512,MONTE CRISTI,3,3.2,8
2024,3,512,MONTE PLATA,1,0.3,1
2024,3,512,NAGUA,6,2.9,8
2024,3,512,PUERTO PLATA,4,2.5,5
2024,3,512,SAN CRISTOBAL,6,1.5,7
2024,3,512,SAN FRANCISCO DE MACORIS,8,12.4,22
2024,3,512,SAN JUAN DE LA MAGUANA,3,2.2,3
2024,3,512,SAN PEDRO DE MACORIS,5,13.4,14
2024,3,512,SANTIAGO,4,2.9,5
2024,3,512,SANTO DOMINGO,40,57.2,68
2024,3,512,Sin ubicación,192,176.2,279
2024,3,IQ Primaria,AZUA,23,45.0,41
2024,3,IQ Primaria,BAHORUCO,2,2.4,3
2024,3,IQ Primaria,BARAHONA,1,0.2,1
2024,3,IQ Primaria,COTUI,25,52.1,45
2024,3,IQ Primaria,HIGUEY,321,362.5,458
2024,3,IQ Primaria,LA VEGA,10,14.1,19
2024,3,IQ Primaria,MAO,6,5.0,9
2024,3,IQ Primaria,MONTE CRISTI,4,1.6,4
2024,3,IQ Primaria,MONTE PLATA,3,1.9,3
2024,3,IQ Primaria,NAGUA,74,162.6,102
2024,3,IQ Primaria,PUERTO PLATA,39,52.4,77
2024,3,IQ Primaria,SAN CRISTOBAL,198,224.0,273
2024,3,IQ Primaria,SAN FRANCISCO DE MACORIS,11,10.7,14
2024,3,IQ Primaria,SAN JUAN DE LA MAGUANA,3,1.1,3
2024,3,IQ Primaria,SAN PEDRO DE MACORIS,12,9.7,14
2024,3,IQ Primaria,SANTIAGO,805,1359.5,1628
2024,3,IQ Primaria,SANTO DOMINGO,948,1642.3,1665
2024,3,IQ Primaria,Sin ubicación,551,664.1,830
2024,3,IQ Secundaria,AZUA,180,188.1,288
2024,3,IQ Secundaria,BAHORUCO,43,48.1,75
2024,3,IQ Secundaria,BARAHONA,4,2.2,7
2024,3,IQ Secundaria,COTUI,76,70.8,172
2024,3,IQ Secundaria,HIGUEY,571,809.3,1210
2024,3,IQ Secundaria,LA VEGA,71,57.8,166
2024,3,IQ Secundaria,MAO,6,4.7,7
2024,3,IQ Secundaria,MONTE CRISTI,174,193.0,379
2024,3,IQ Secundaria,MONTE PLATA,20,37.7,61
2024,3,IQ Secundaria,NAGUA,90,148.4,178
2024,3,IQ Secundaria,PUERTO PLATA,140,194.6,350
2024,3,IQ Secundaria,SAN CRISTOBAL,232,317.4,350
2024,3,IQ Secundaria,SAN FRANCISCO DE MACORIS,147,164.3,270
2024,3,IQ Secundaria,SAN JUAN DE LA MAGUANA,75,70.0,175
2024,3,IQ Secundaria,SAN PEDRO DE MACORIS,180,330.9,481
2024,3,IQ Secundaria,SANTIAGO,798,1472.5,1944
2024,3,IQ Secundaria,SANTO DOMINGO,1383,2006.6,2516
2024,3,IQ Secundaria,Sin ubicación,1438,1648.1,2673
2024,4,512,AZUA,6,7.6,13
2024,4,512,BAHORUCO,3,2.6,5
2024,4,512,BARAHONA,13,11.0,24
2024,4,512,COTUI,4,2.7,6
2024,4,512,HIGUEY,1,1.0,2
2024,4,512,LA VEGA,7,9.3,11
2024,4,512,MAO,5,4.6,9
2024,4,512,MONTE CRISTI,4,2.3,5
2024,4,512,MONTE PLATA,4,2.7,4
2024,4,512,NAGUA,5,2.7,8
2024,4,512,PUERTO PLATA,4,3.3,6
2024,4,512,SAN CRISTOBAL,5,6.3,11
2024,4,512,SAN FRANCISCO DE MACORIS,9,9.5,24
2024,4,512,SAN JUAN DE LA MAGUANA,5,4.2,9
2024,4,512,SAN PEDRO DE MACORIS,7,9.6,14
2024,4,512,SANTIAGO,8,5.5,11
2024,4,512,SANTO DOMINGO,41,47.5,72
2024,4,512,Sin ubicación,243,256.3,383
2024,4,IQ Primaria,AZUA,9,5.7,10
2024,4,IQ Primaria,BAHORUCO,7,4.6,8
2024,4,IQ Primaria,BARAHONA,10,14.6,17
2024,4,IQ Primaria,COTUI,13,20.0,20
2024,4,IQ Primaria,HIGUEY,755,1559.0,1578
2024,4,IQ Primaria,LA VEGA,86,115.6,125
2024,4,IQ Primaria,MAO,8,6.8,10
2024,4,IQ Primaria,MONTE CRISTI,19,21.4,26
2024,4,IQ Primaria,MONTE PLATA,50,38.9,57
2024,4,IQ Primaria,NAGUA,68,84.0,85
2024,4,IQ Primaria,PUERTO PLATA,132,167.6,176
2024,4,IQ Primaria,SAN CRISTOBAL,738,1236.5,1205
2024,4,IQ Primaria,SAN FRANCISCO DE MACORIS,322,364.4,428
2024,4,IQ Primaria,SAN JUAN DE LA MAGUANA,3,2.3,3
2024,4,IQ Primaria,SAN PEDRO DE MACORIS,25,23.5,31
2024,4,IQ Primaria,SANTIAGO,531,773.5,901
2024,4,IQ Primaria,SANTO DOMINGO,1547,2337.8,2584
2024,4,IQ Primaria,Sin ubicación,1602,2123.6,2823
2024,4,IQ Secundaria,AZUA,238,276.2,389
2024,4,IQ Secundaria,BAHORUCO,139,135.1,291
2024,4,IQ Secundaria,BARAHONA,33,29.8,67
2024,4,IQ Secundaria,COTUI,275,498.2,770
2024,4,IQ Secundaria,HIGUEY,281,267.6,550
2024,4,IQ Secundaria,LA VEGA,467,540.6,945
2024,4,IQ Secundaria,MAO,70,56.6,133
2024,4,IQ Secundaria,MONTE CRISTI,362,732.8,1094
2024,4,IQ Secundaria,MONTE PLATA,78,84.5,143
2024,4,IQ Secundaria,NAGUA,232,273.6,451
2024,4,IQ Secundaria,PUERTO PLATA,322,476.7,655
2024,4,IQ Secundaria,SAN CRISTOBAL,1369,2258.3,3107
2024,4,IQ Secundaria,SAN FRANCISCO DE MACORIS,784,1180.4,1655
2024,4,IQ Secundaria,SAN JUAN DE LA MAGUANA,101,162.8,317
2024,4,IQ Secundaria,SAN PEDRO DE MACORIS,356,404.2,659
2024,4,IQ Secundaria,SANTIAGO,1211,1740.8,2985
2024,4,IQ Secundaria,SANTO DOMINGO,2192,3595.4,4756
2024,4,IQ Secundaria,Sin ubicación,3650,4607.9,7217
2024,5,512,AZUA,6,9.0,12
2024,5,512,BAHORUCO,1,0.3,1
2024,5,512,BARAHONA,8,7.4,16
2024,5,512,COTUI,5,10.1,10
2024,5,512,HIGUEY,6,4.4,6
2024,5,512,LA VEGA,6,3.4,6
2024,5,512,MAO,5,3.3,7
2024,5,512,MONTE CRISTI,2,1.3,3
2024,5,512,NAGUA,8,4.9,9
2024,5,512,PUERTO PLATA,2,2.8,5
2024,5,512,SAN CRISTOBAL,10,9.1,15
2024,5,512,SAN FRANCISCO DE MACORIS,7,4.3,9
2024,5,512,SAN JUAN DE LA MAGUANA,4,2.5,6
2024,5,512,SAN PEDRO DE MACORIS,7,9.1,17
2024,5,512,SANTIAGO,5,4.7,8
2024,5,512,SANTO DOMINGO,34,23.2,47
2024,5,512,Sin ubicación,235,368.9,406
2024,5,IQ Primaria,AZUA,41,30.3,45
2024,5,IQ Primaria,BAHORUCO,11,4.8,12
2024,5,IQ Primaria,BARAHONA,27,18.6,30
2024,5,IQ Primaria,COTUI,47,41.7,68
2024,5,IQ Primaria,HIGUEY,143,213.2,247
2024,5,IQ Primaria,LA VEGA,63,54.5,83
2024,5,IQ Primaria,MAO,21,11.0,26
2024,5,IQ Primaria,MONTE CRISTI,17,13.0,22
2024,5,IQ Primaria,MONTE PLATA,12,5.7,13
2024,5,IQ Primaria,NAGUA,22,15.7,27
2024,5,IQ Primaria,PUERTO PLATA,21,19.2,30
2024,5,IQ Primaria,SAN CRISTOBAL,49,31.7,57
2024,5,IQ Primaria,SAN FRANCISCO DE MACORIS,54,38.4,62
2024,5,IQ Primaria,SAN JUAN DE LA MAGUANA,33,20.9,41
2024,5,IQ Primaria,SAN PEDRO DE MACORIS,89,62.0,104
2024,5,IQ Primaria,SANTIAGO,155,120.0,193
2024,5,IQ Primaria,SANTO DOMINGO,360,256.1,430
2024,5,IQ Primaria,Sin ubicación,570,475.9,747
2024,5,IQ Secundaria,AZUA,1265,2019.7,3381
2024,5,IQ Secundaria,BAHORUCO,223,382.6,599
2024,5,IQ Secundaria,BARAHONA,610,738.1,1435
2024,5,IQ Secundaria,COTUI,1230,1924.3,3370
2024,5,IQ Secundaria,HIGUEY,1665,3341.8,4952
2024,5,IQ Secundaria,LA VEGA,1454,2262.5,3479
2024,5,IQ Secundaria,MAO,558,741.5,1303
2024,5,IQ Secundaria,MONTE CRISTI,936,2350.1,3216
2024,5,IQ Secundaria,MONTE PLATA,545,606.2,1271
2024,5,IQ Secundaria,NAGUA,822,1220.0,2066
2024,5,IQ Secundaria,PUERTO PLATA,986,1452.9,2621
2024,5,IQ Secundaria,SAN CRISTOBAL,2103,2822.9,5283
2024,5,IQ Secundaria,SAN FRANCISCO DE MACORIS,1358,2193.6,3190
2024,5,IQ Secundaria,SAN JUAN DE LA MAGUANA,781,1064.0,1873
2024,5,IQ Secundaria,SAN PEDRO DE MACORIS,1949,3303.8,5154
2024,5,IQ Secundaria,SANTIAGO,2949,4177.0,7411
2024,5,IQ Secundaria,SANTO DOMINGO,9863,16020.9,24535
2024,5,IQ Secundaria,Sin ubicación,8091,10389.9,19789
2024,6,512,AZUA,11,15.6,22
2024,6,512,BAHORUCO,3,2.8,5
2024,6,512,BARAHONA,11,17.3,30
2024,6,512,COTUI,6,4.0,10
2024,6,512,HIGUEY,4,5.5,12
2024,6,512,LA VEGA,21,15.1,24
2024,6,512,MAO,8,8.1,14
2024,6,512,MONTE CRISTI,5,3.4,6
2024,6,512,MONTE PLATA,5,3.7,8
2024,6,512,NAGUA,4,8.2,13
2024,6,512,PUERTO PLATA,3,3.0,7
2024,6,512,SAN CRISTOBAL,13,8.7,19
2024,6,512,SAN FRANCISCO DE MACORIS,10,20.9,29
2024,6,512,SAN JUAN DE LA MAGUANA,10,11.2,14
2024,6,512,SAN PEDRO DE MACORIS,4,3.8,7
2024,6,512,SANTIAGO,7,2.3,9
2024,6,512,SANTO DOMINGO,58,55.6,94
2024,6,512,Sin ubicación,512,641.4,856
2024,6,IQ Primaria,AZUA,28,20.6,34
2024,6,IQ Primaria,BAHORUCO,7,5.1,10
2024,6,IQ Primaria,BARAHONA,7,3.0,7
2024,6,IQ Primaria,COTUI,17,11.1,21
2024,6,IQ Primaria,HIGUEY,28,17.4,36
2024,6,IQ Primaria,LA VEGA,19,9.8,21
2024,6,IQ Primaria,MAO,4,3.1,4
2024,6,IQ Primaria,MONTE CRISTI,8,6.6,9
2024,6,IQ Primaria,MONTE PLATA,12,7.1,15
2024,6,IQ Primaria,NAGUA,5,2.1,6
2024,6,IQ Primaria,PUERTO PLATA,3,1.5,5
2024,6,IQ Primaria,SAN CRISTOBAL,34,14.5,35
2024,6,IQ Primaria,SAN FRANCISCO DE MACORIS,17,9.3,20
2024,6,IQ Primaria,SAN JUAN DE LA MAGUANA,19,17.3,23
2024,6,IQ Primaria,SAN PEDRO DE MACORIS,43,32.8,49
2024,6,IQ Primaria,SANTIAGO,34,23.2,36
2024,6,IQ Primaria,SANTO DOMINGO,171,108.5,196
2024,6,IQ Primaria,Sin ubicación,212,151.0,258
2024,6,IQ Secundaria,AZUA,935,1689.5,2637
2024,6,IQ Secundaria,BAHORUCO,207,347.6,556
2024,6,IQ Secundaria,BARAHONA,470,829.0,1398
2024,6,IQ Secundaria,COTUI,696,1171.6,2012
2024,6,IQ Secundaria,HIGUEY,963,2320.7,3208
2024,6,IQ Secundaria,LA VEGA,1074,2138.3,2890
2024,6,IQ Secundaria,MAO,324,661.4,925
2024,6,IQ Secundaria,MONTE CRISTI,582,1496.6,1926
2024,6,IQ Secundaria,MONTE PLATA,350,527.4,909
2024,6,IQ Secundaria,NAGUA,403,806.7,1175
2024,6,IQ Secundaria,PUERTO PLATA,677,1473.7,2339
2024,6,IQ Secundaria,SAN CRISTOBAL,1173,2747.0,3494
2024,6,IQ Secundaria,SAN FRANCISCO DE MACORIS,1088,2055.4,2820
2024,6,IQ Secundaria,SAN JUAN DE LA MAGUANA,429,821.7,1356
2024,6,IQ Secundaria,SAN PEDRO DE MACORIS,1458,3496.9,4575
2024,6,IQ Secundaria,SANTIAGO,2423,5386.3,7091
2024,6,IQ Secundaria,SANTO DOMINGO,8211,20728.3,24158
2024,6,IQ Secundaria,Sin ubicación,6685,13733.6,19143
2024,7,512,AZUA,30,102.2,103
2024,7,512,BAHORUCO,17,36.8,33
2024,7,512,BARAHONA,26,45.4,81
2024,7,512,COTUI,15,10.4,24
2024,7,512,HIGUEY,17,57.9,43
2024,7,512,LA VEGA,45,109.9,127
2024,7,512,MAO,7,42.3,34
2024,7,512,MONTE CRISTI,11,10.1,24
2024,7,512,MONTE PLATA,7,13.2,18
2024,7,512,NAGUA,13,18.5,37
2024,7,512,PUERTO PLATA,9,17.0,25
2024,7,512,SAN CRISTOBAL,25,50.3,64
2024,7,512,SAN FRANCISCO DE MACORIS,19,27.2,62
2024,7,512,SAN JUAN DE LA MAGUANA,19,120.0,95
2024,7,512,SAN PEDRO DE MACORIS,11,14.7,22
2024,7,512,SANTIAGO,34,48.8,91
2024,7,512,SANTO DOMINGO,176,390.3,453
2024,7,512,Sin ubicación,1433,3447.7,3757
2024,7,IQ Primaria,AZUA,3,9.1,9
2024,7,IQ Primaria,BAHORUCO,2,2.6,2
2024,7,IQ Primaria,COTUI,2,1.2,2
2024,7,IQ Primaria,HIGUEY,4,1.5,4
2024,7,IQ Primaria,MONTE CRISTI,1,0.5,1
2024,7,IQ Primaria,PUERTO PLATA,1,0.3,1
2024,7,IQ Primaria,SAN CRISTOBAL,5,6.4,6
2024,7,IQ Primaria,SAN FRANCISCO DE MACORIS,3,2.0,4
2024,7,IQ Primaria,SAN PEDRO DE MACORIS,3,2.1,3
2024,7,IQ Primaria,SANTIAGO,5,2.2,5
2024,7,IQ Primaria,SANTO DOMINGO,32,26.1,41
2024,7,IQ Primaria,Sin ubicación,32,57.2,66
2024,7,IQ Secundaria,AZUA,40,20.7,62
2024,7,IQ Secundaria,BAHORUCO,6,10.1,17
2024,7,IQ Secundaria,BARAHONA,15,5.8,21
2024,7,IQ Secundaria,COTUI,25,24.3,77
2024,7,IQ Secundaria,HIGUEY,43,40.5,110
2024,7,IQ Secundaria,LA VEGA,32,21.4,72
2024,7,IQ Secundaria,MAO,21,35.4,45
2024,7,IQ Secundaria,MONTE CRISTI,17,6.0,22
2024,7,IQ Secundaria,MONTE PLATA,15,23.0,42
2024,7,IQ Secundaria,NAGUA,20,23.5,50
2024,7,IQ Secundaria,PUERTO PLATA,25,18.6,60
2024,7,IQ Secundaria,SAN CRISTOBAL,52,37.3,103
2024,7,IQ Secundaria,SAN FRANCISCO DE MACORIS,40,24.1,63
2024,7,IQ Secundaria,SAN JUAN DE LA MAGUANA,21,35.5,66
2024,7,IQ Secundaria,SAN PEDRO DE MACORIS,51,30.2,92
2024,7,IQ Secundaria,SANTIAGO,114,150.9,249
2024,7,IQ Secundaria,SANTO DOMINGO,358,438.7,787
2024,7,IQ Secundaria,Sin ubicación,386,511.3,831
2024,8,512,AZUA,21,65.9,64
2024,8,512,BAHORUCO,8,20.8,20
2024,8,512,BARAHONA,18,36.1,56
2024,8,512,COTUI,2,1.5,4
2024,8,512,HIGUEY,11,26.5,24
2024,8,512,LA VEGA,23,96.1,72
2024,8,512,MAO,7,29.6,23
2024,8,512,MONTE CRISTI,6,11.9,13
2024,8,512,MONTE PLATA,2,20.7,13
2024,8,512,NAGUA,8,15.6,16
2024,8,512,PUERTO PLATA,5,12.8,11
2024,8,512,SAN CRISTOBAL,16,36.4,36
2024,8,512,SAN FRANCISCO DE MACORIS,15,42.4,52
2024,8,512,SAN JUAN DE LA MAGUANA,10,35.3,30
2024,8,512,SAN PEDRO DE MACORIS,6,11.2,15
2024,8,512,SANTIAGO,21,68.9,68
2024,8,512,SANTO DOMINGO,120,491.7,426
2024,8,512,Sin ubicación,871,3030.9,2543
2024,8,IQ Primaria,AZUA,3,4.4,6
2024,8,IQ Primaria,COTUI,3,2.1,3
2024,8,IQ Primaria,HIGUEY,7,6.6,9
2024,8,IQ Primaria,LA VEGA,1,0.3,1
2024,8,IQ Primaria,MONTE CRISTI,7,3.9,9
2024,8,IQ Primaria,MONTE PLATA,1,0.4,1
2024,8,IQ Primaria,NAGUA,3,3.3,9
2024,8,IQ Primaria,SAN CRISTOBAL,10,4.1,11
2024,8,IQ Primaria,SAN FRANCISCO DE MACORIS,6,3.6,7
2024,8,IQ Primaria,SAN JUAN DE LA MAGUANA,1,1.0,1
2024,8,IQ Primaria,SAN PEDRO DE MACORIS,13,8.5,16
2024,8,IQ Primaria,SANTIAGO,13,11.3,15
2024,8,IQ Primaria,SANTO DOMINGO,32,30.8,42
2024,8,IQ Primaria,Sin ubicación,45,59.3,78
2024,8,IQ Secundaria,AZUA,32,34.3,64
2024,8,IQ Secundaria,BAHORUCO,13,13.4,30
2024,8,IQ Secundaria,BARAHONA,13,13.1,30
2024,8,IQ Secundaria,COTUI,34,36.7,74
2024,8,IQ Secundaria,HIGUEY,64,68.9,117
2024,8,IQ Secundaria,LA VEGA,44,50.4,93
2024,8,IQ Secundaria,MAO,14,30.3,40
2024,8,IQ Secundaria,MONTE CRISTI,38,30.4,57
2024,8,IQ Secundaria,MONTE PLATA,16,11.4,20
2024,8,IQ Secundaria,NAGUA,18,15.5,32
2024,8,IQ Secundaria,PUERTO PLATA,37,50.6,73
2024,8,IQ Secundaria,SAN CRISTOBAL,55,86.9,111
2024,8,IQ Secundaria,SAN FRANCISCO DE MACORIS,99,107.5,173
2024,8,IQ Secundaria,SAN JUAN DE LA MAGUANA,33,33.1,65
2024,8,IQ Secundaria,SAN PEDRO DE MACORIS,89,95.8,172
2024,8,IQ Secundaria,SANTIAGO,165,297.4,359
2024,8,IQ Secundaria,SANTO DOMINGO,449,836.0,1040
2024,8,IQ Secundaria,Sin ubicación,411,573.8,775
2024,9,512,AZUA,20,89.7,85
2024,9,512,BAHORUCO,15,52.9,49
2024,9,512,BARAHONA,18,64.6,71
2024,9,512,COTUI,12,71.6,53
2024,9,512,HIGUEY,19,73.5,63
2024,9,512,LA VEGA,36,105.9,100
2024,9,512,MAO,8,48.1,31
2024,9,512,MONTE CRISTI,9,14.6,22
2024,9,512,MONTE PLATA,4,32.0,23
2024,9,512,NAGUA,13,50.1,36
2024,9,512,PUERTO PLATA,9,22.1,30
2024,9,512,SAN CRISTOBAL,28,100.7,89
2024,9,512,SAN FRANCISCO DE MACORIS,12,40.3,56
2024,9,512,SAN JUAN DE LA MAGUANA,13,57.9,51
2024,9,512,SAN PEDRO DE MACORIS,7,25.8,18
2024,9,512,SANTIAGO,22,41.7,55
2024,9,512,SANTO DOMINGO,166,669.1,647
2024,9,512,Sin ubicación,1241,6019.3,4783
2024,9,IQ Primaria,AZUA,3,2.1,5
2024,9,IQ Primaria,BARAHONA,1,0.2,1
2024,9,IQ Primaria,COTUI,4,2.7,4
2024,9,IQ Primaria,HIGUEY,9,8.8,11
2024,9,IQ Primaria,LA VEGA,4,4.4,6
2024,9,IQ Primaria,MAO,4,2.7,5
2024,9,IQ Primaria,MONTE CRISTI,6,4.7,6
2024,9,IQ Primaria,MONTE PLATA,2,9.1,6
2024,9,IQ Primaria,NAGUA,5,6.0,7
2024,9,IQ Primaria,PUERTO PLATA,3,3.7,6
2024,9,IQ Primaria,SAN CRISTOBAL,11,13.5,20
2024,9,IQ Primaria,SAN FRANCISCO DE MACORIS,8,8.0,14
2024,9,IQ Primaria,SAN JUAN DE LA MAGUANA,1,0.5,1
2024,9,IQ Primaria,SAN PEDRO DE MACORIS,18,27.4,37
2024,9,IQ Primaria,SANTIAGO,12,15.8,17
2024,9,IQ Primaria,SANTO DOMINGO,43,33.3,53
2024,9,IQ Primaria,Sin ubicación,42,53.7,77
2024,9,IQ Secundaria,AZUA,22,14.5,30
2024,9,IQ Secundaria,BAHORUCO,6,3.4,8
2024,9,IQ Secundaria,BARAHONA,13,15.6,36
2024,9,IQ Secundaria,COTUI,21,11.9,31
2024,9,IQ Secundaria,HIGUEY,33,30.3,53
2024,9,IQ Secundaria,LA VEGA,30,24.5,41
2024,9,IQ Secundaria,MAO,7,14.7,20
2024,9,IQ Secundaria,MONTE CRISTI,19,10.7,30
2024,9,IQ Secundaria,MONTE PLATA,9,6.3,19
2024,9,IQ Secundaria,NAGUA,18,20.6,35
2024,9,IQ Secundaria,PUERTO PLATA,23,29.4,54
2024,9,IQ Secundaria,SAN CRISTOBAL,26,13.7,43
2024,9,IQ Secundaria,SAN FRANCISCO DE MACORIS,38,31.4,63
2024,9,IQ Secundaria,SAN JUAN DE LA MAGUANA,20,15.8,48
2024,9,IQ Secundaria,SAN PEDRO DE MACORIS,88,106.4,167
2024,9,IQ Secundaria,SANTIAGO,65,76.7,113
2024,9,IQ Secundaria,SANTO DOMINGO,232,224.9,407
2024,9,IQ Secundaria,Sin ubicación,265,298.6,477
2024,10,512,AZUA,28,76.7,104
2024,10,512,BAHORUCO,15,23.8,34
2024,10,512,BARAHONA,19,49.5,68
2024,10,512,COTUI,14,88.1,60
2024,10,512,HIGUEY,13,47.1,39
2024,10,512,LA VEGA,31,82.2,80
2024,10,512,MAO,9,14.6,24
2024,10,512,MONTE CRISTI,8,14.1,16
2024,10,512,MONTE PLATA,5,8.6,13
2024,10,512,NAGUA,9,32.1,38
2024,10,512,PUERTO PLATA,8,36.8,30
2024,10,512,SAN CRISTOBAL,24,132.1,95
2024,10,512,SAN FRANCISCO DE MACORIS,17,83.6,76
2024,10,512,SAN JUAN DE LA MAGUANA,18,77.5,70
2024,10,512,SAN PEDRO DE MACORIS,10,16.4,21
2024,10,512,SANTIAGO,24,52.3,65
2024,10,512,SANTO DOMINGO,175,612.3,575
2024,10,512,Sin ubicación,1362,5233.1,4468
2024,10,IQ Primaria,AZUA,5,3.6,9
2024,10,IQ Primaria,BAHORUCO,2,0.5,2
2024,10,IQ Primaria,COTUI,1,0.7,1
2024,10,IQ Primaria,HIGUEY,8,7.8,13
2024,10,IQ Primaria,LA VEGA,9,9.2,14
2024,10,IQ Primaria,MAO,10,40.3,30
2024,10,IQ Primaria,MONTE CRISTI,5,4.8,11
2024,10,IQ Primaria,MONTE PLATA,1,5.3,7
2024,10,IQ Primaria,NAGUA,4,3.2,7
2024,10,IQ Primaria,PUERTO PLATA,4,5.8,9
2024,10,IQ Primaria,SAN CRISTOBAL,4,11.9,14
2024,10,IQ Primaria,SAN FRANCISCO DE MACORIS,3,1.7,3
2024,10,IQ Primaria,SAN JUAN DE LA MAGUANA,4,1.7,4
2024,10,IQ Primaria,SAN PEDRO DE MACORIS,14,8.6,15
2024,10,IQ Primaria,SANTIAGO,19,27.6,41
2024,10,IQ Primaria,SANTO DOMINGO,20,26.7,37
2024,10,IQ Primaria,Sin ubicación,43,65.0,77
2024,10,IQ Secundaria,AZUA,8,4.2,13
2024,10,IQ Secundaria,BARAHONA,8,5.6,13
2024,10,IQ Secundaria,COTUI,30,14.3,42
2024,10,IQ Secundaria,HIGUEY,123,296.4,372
2024,10,IQ Secundaria,LA VEGA,49,31.9,59
2024,10,IQ Secundaria,MAO,9,13.7,19
2024,10,IQ Secundaria,MONTE CRISTI,51,37.0,78
2024,10,IQ Secundaria,MONTE PLATA,8,4.4,12
2024,10,IQ Secundaria,NAGUA,23,10.5,39
2024,10,IQ Secundaria,PUERTO PLATA,92,94.2,120
2024,10,IQ Secundaria,SAN CRISTOBAL,20,18.1,28
2024,10,IQ Secundaria,SAN FRANCISCO DE MACORIS,83,70.9,111
2024,10,IQ Secundaria,SAN JUAN DE LA MAGUANA,12,13.3,25
2024,10,IQ Secundaria,SAN PEDRO DE MACORIS,43,48.6,78
2024,10,IQ Secundaria,SANTIAGO,122,129.9,276
2024,10,IQ Secundaria,SANTO DOMINGO,254,306.8,438
2024,10,IQ Secundaria,Sin ubicación,196,219.3,353
2024,11,512,AZUA,28,116.4,87
2024,11,512,BAHORUCO,15,49.9,45
2024,11,512,BARAHONA,26,105.4,100
2024,11,512,COTUI,11,96.8,51
2024,11,512,HIGUEY,11,29.8,23
2024,11,512,LA VEGA,25,173.2,104
2024,11,512,MAO,9,24.3,28
2024,11,512,MONTE CRISTI,10,37.5,37
2024,11,512,MONTE PLATA,6,13.5,13
2024,11,512,NAGUA,8,28.0,29
2024,11,512,PUERTO PLATA,8,77.5,46
2024,11,512,SAN CRISTOBAL,24,72.3,71
