Anio,Semestre,Programa,Rol,Grado,region_norm,usuarios_activos,horas_totales,registros
2023,S2,IQP,Docente,6to grado,MONTE CRISTI,8,27.8,12
2023,S2,IQP,Docente,6to grado,MONTE PLATA,28,256.2,62
2023,S2,IQP,Docente,6to grado,NAGUA,31,635.0,110
2023,S2,IQP,Docente,6to grado,PUERTO PLATA,42,502.9,132
2023,S2,IQP,Docente,6to grado,SAN CRISTOBAL,139,2371.3,561
2023,S2,IQP,Docente,6to grado,SAN FRANCISCO DE MACORIS,90,933.9,261
2023,S2,IQP,Docente,6to grado,SAN JUAN DE LA MAGUANA,6,20.2,13
2023,S2,IQP,Docente,6to grado,SAN PEDRO DE MACORIS,47,944.9,168
2023,S2,IQP,Docente,6to grado,SANTIAGO,79,1579.9,356
2023,S2,IQP,Docente,6to grado,SANTO DOMINGO,288,2621.9,737
2023,S2,IQP,Docente,6to grado,Sin ubicación,336,2039.7,675
2023,S2,IQP,Docente,No especificado,AZUA,1,0.2,1
2023,S2,IQP,Docente,No especificado,COTUI,2,31.6,5
2023,S2,IQP,Docente,No especificado,HIGUEY,1,7.8,2
2023,S2,IQP,Docente,No especificado,LA VEGA,7,80.6,20
2023,S2,IQP,Docente,No especificado,MAO,1,3.0,1
2023,S2,IQP,Docente,No especificado,PUERTO PLATA,1,45.9,6
2023,S2,IQP,Docente,No especificado,SAN CRISTOBAL,7,66.5,16
2023,S2,IQP,Docente,No especificado,SAN FRANCISCO DE MACORIS,3,7.1,8
2023,S2,IQP,Docente,No especificado,SAN PEDRO DE MACORIS,4,26.3,7
2023,S2,IQP,Docente,No especificado,SANTIAGO,7,52.0,15
2023,S2,IQP,Docente,No especificado,SANTO DOMINGO,26,162.1,61
2023,S2,IQP,Docente,No especificado,Sin ubicación,17,101.3,31
2023,S2,IQP,Estudiante,1er grado,AZUA,2,2.1,2
2023,S2,IQP,Estudiante,1er grado,BAHORUCO,1,0.8,1
2023,S2,IQP,Estudiante,1er grado,COTUI,3,3.5,3
2023,S2,IQP,Estudiante,1er grado,HIGUEY,2,5.9,2
2023,S2,IQP,Estudiante,1er grado,LA VEGA,1,0.2,1
2023,S2,IQP,Estudiante,1er grado,MAO,1,0.3,1
2023,S2,IQP,Estudiante,1er grado,MONTE CRISTI,1,1.9,2
2023,S2,IQP,Estudiante,1er grado,NAGUA,1,1.6,1
2023,S2,IQP,Estudiante,1er grado,SAN CRISTOBAL,5,2.1,5
2023,S2,IQP,Estudiante,1er grado,SAN FRANCISCO DE MACORIS,1,0.8,1
2023,S2,IQP,Estudiante,1er grado,SAN PEDRO DE MACORIS,3,3.5,3
2023,S2,IQP,Estudiante,1er grado,SANTIAGO,8,8.4,8
2023,S2,IQP,Estudiante,1er grado,SANTO DOMINGO,52,238.7,94
2023,S2,IQP,Estudiante,1er grado,Sin ubicación,35,188.1,85
2023,S2,IQP,Estudiante,2do grado,AZUA,20,23.5,24
2023,S2,IQP,Estudiante,2do grado,BAHORUCO,10,23.4,11
2023,S2,IQP,Estudiante,2do grado,BARAHONA,25,24.7,30
2023,S2,IQP,Estudiante,2do grado,COTUI,22,36.8,24
2023,S2,IQP,Estudiante,2do grado,HIGUEY,43,87.9,50
2023,S2,IQP,Estudiante,2do grado,LA VEGA,58,238.5,86
2023,S2,IQP,Estudiante,2do grado,MAO,4,14.5,5
2023,S2,IQP,Estudiante,2do grado,MONTE CRISTI,31,87.5,39
2023,S2,IQP,Estudiante,2do grado,MONTE PLATA,22,55.5,25
2023,S2,IQP,Estudiante,2do grado,NAGUA,13,20.7,15
2023,S2,IQP,Estudiante,2do grado,PUERTO PLATA,7,20.1,7
2023,S2,IQP,Estudiante,2do grado,SAN CRISTOBAL,127,307.3,179
2023,S2,IQP,Estudiante,2do grado,SAN FRANCISCO DE MACORIS,26,66.0,30
2023,S2,IQP,Estudiante,2do grado,SAN JUAN DE LA MAGUANA,26,44.4,26
2023,S2,IQP,Estudiante,2do grado,SAN PEDRO DE MACORIS,192,457.0,216
2023,S2,IQP,Estudiante,2do grado,SANTIAGO,144,179.6,176
2023,S2,IQP,Estudiante,2do grado,SANTO DOMINGO,850,1676.9,943
2023,S2,IQP,Estudiante,2do grado,Sin ubicación,710,1444.1,863
2023,S2,IQP,Estudiante,3er grado,AZUA,2,23.2,6
2023,S2,IQP,Estudiante,3er grado,BARAHONA,2,2.6,2
2023,S2,IQP,Estudiante,3er grado,COTUI,1,0.3,1
2023,S2,IQP,Estudiante,3er grado,HIGUEY,7,36.9,15
2023,S2,IQP,Estudiante,3er grado,LA VEGA,2,3.4,2
2023,S2,IQP,Estudiante,3er grado,MONTE CRISTI,3,7.4,4
2023,S2,IQP,Estudiante,3er grado,PUERTO PLATA,1,0.2,1
2023,S2,IQP,Estudiante,3er grado,SAN CRISTOBAL,5,28.4,6
2023,S2,IQP,Estudiante,3er grado,SAN FRANCISCO DE MACORIS,5,25.9,14
2023,S2,IQP,Estudiante,3er grado,SAN JUAN DE LA MAGUANA,1,1.1,1
2023,S2,IQP,Estudiante,3er grado,SAN PEDRO DE MACORIS,5,19.8,8
2023,S2,IQP,Estudiante,3er grado,SANTIAGO,3,2.5,3
2023,S2,IQP,Estudiante,3er grado,SANTO DOMINGO,59,211.8,80
2023,S2,IQP,Estudiante,3er grado,Sin ubicación,48,127.5,79
2023,S2,IQP,Estudiante,4to grado,AZUA,5,48.1,13
2023,S2,IQP,Estudiante,4to grado,COTUI,5,10.4,5
2023,S2,IQP,Estudiante,4to grado,HIGUEY,31,54.5,37
2023,S2,IQP,Estudiante,4to grado,LA VEGA,3,4.0,3
2023,S2,IQP,Estudiante,4to grado,MAO,2,3.3,6
2023,S2,IQP,Estudiante,4to grado,MONTE CRISTI,1,1.4,1
2023,S2,IQP,Estudiante,4to grado,NAGUA,1,3.7,2
2023,S2,IQP,Estudiante,4to grado,PUERTO PLATA,1,0.7,1
2023,S2,IQP,Estudiante,4to grado,SAN CRISTOBAL,4,23.2,13
2023,S2,IQP,Estudiante,4to grado,SAN FRANCISCO DE MACORIS,5,11.4,10
2023,S2,IQP,Estudiante,4to grado,SAN PEDRO DE MACORIS,8,12.1,13
2023,S2,IQP,Estudiante,4to grado,SANTIAGO,62,176.1,95
2023,S2,IQP,Estudiante,4to grado,SANTO DOMINGO,86,311.2,124
2023,S2,IQP,Estudiante,4to grado,Sin ubicación,39,150.7,82
2023,S2,IQP,Estudiante,5to grado,AZUA,467,2813.0,773
2023,S2,IQP,Estudiante,5to grado,BAHORUCO,202,788.5,370
2023,S2,IQP,Estudiante,5to grado,BARAHONA,8,21.1,17
2023,S2,IQP,Estudiante,5to grado,COTUI,803,5442.9,1466
2023,S2,IQP,Estudiante,5to grado,HIGUEY,4206,20431.2,7543
2023,S2,IQP,Estudiante,5to grado,LA VEGA,1204,8453.9,2289
2023,S2,IQP,Estudiante,5to grado,MAO,185,739.1,308
2023,S2,IQP,Estudiante,5to grado,MONTE CRISTI,295,1679.2,489
2023,S2,IQP,Estudiante,5to grado,MONTE PLATA,57,163.5,66
2023,S2,IQP,Estudiante,5to grado,NAGUA,530,4137.5,1006
2023,S2,IQP,Estudiante,5to grado,PUERTO PLATA,708,6288.4,1510
2023,S2,IQP,Estudiante,5to grado,SAN CRISTOBAL,4107,27099.2,8036
2023,S2,IQP,Estudiante,5to grado,SAN FRANCISCO DE MACORIS,1072,8670.3,2235
2023,S2,IQP,Estudiante,5to grado,SAN JUAN DE LA MAGUANA,317,1950.8,550
2023,S2,IQP,Estudiante,5to grado,SAN PEDRO DE MACORIS,5891,35820.3,11564
2023,S2,IQP,Estudiante,5to grado,SANTIAGO,6109,36585.0,11963
2023,S2,IQP,Estudiante,5to grado,SANTO DOMINGO,13841,76226.7,25975
2023,S2,IQP,Estudiante,5to grado,Sin ubicación,3502,18571.7,6404
2023,S2,IQP,Estudiante,6to grado,AZUA,98,218.3,194
2023,S2,IQP,Estudiante,6to grado,BAHORUCO,5,2.0,5
2023,S2,IQP,Estudiante,6to grado,BARAHONA,2,1.2,2
2023,S2,IQP,Estudiante,6to grado,COTUI,8,27.9,12
2023,S2,IQP,Estudiante,6to grado,HIGUEY,22,60.1,35
2023,S2,IQP,Estudiante,6to grado,LA VEGA,3,18.7,6
2023,S2,IQP,Estudiante,6to grado,MAO,9,22.3,15
2023,S2,IQP,Estudiante,6to grado,MONTE CRISTI,2,9.2,3
2023,S2,IQP,Estudiante,6to grado,NAGUA,4,10.0,7
2023,S2,IQP,Estudiante,6to grado,PUERTO PLATA,7,58.6,12
2023,S2,IQP,Estudiante,6to grado,SAN CRISTOBAL,12,14.6,12
2023,S2,IQP,Estudiante,6to grado,SAN FRANCISCO DE MACORIS,6,4.9,6
2023,S2,IQP,Estudiante,6to grado,SAN JUAN DE LA MAGUANA,2,0.9,2
2023,S2,IQP,Estudiante,6to grado,SAN PEDRO DE MACORIS,82,222.5,123
2023,S2,IQP,Estudiante,6to grado,SANTIAGO,425,1344.2,637
2023,S2,IQP,Estudiante,6to grado,SANTO DOMINGO,207,466.5,297
2023,S2,IQP,Estudiante,6to grado,Sin ubicación,160,420.8,227
2023,S2,IQP,Estudiante,No especificado,Sin ubicación,2,18.7,7
2023,S2,IQP,Parent,No especificado,PUERTO PLATA,1,0.5,1
2023,S2,IQP,Parent,No especificado,Sin ubicación,41,71.8,59
2023,S2,IQP,Sin rol,No especificado,Sin ubicación,1,1067.4,98
2023,S2,IQS,Admin,No especificado,Sin ubicación,1,98.7,23
2023,S2,IQS,Docente,1er grado,AZUA,6,25.6,21
2023,S2,IQS,Docente,1er grado,BAHORUCO,4,24.5,7
2023,S2,IQS,Docente,1er grado,BARAHONA,1,0.5,4
2023,S2,IQS,Docente,1er grado,COTUI,3,13.8,5
2023,S2,IQS,Docente,1er grado,HIGUEY,4,45.0,8
2023,S2,IQS,Docente,1er grado,LA VEGA,12,72.9,29
2023,S2,IQS,Docente,1er grado,MAO,3,5.5,6
2023,S2,IQS,Docente,1er grado,MONTE CRISTI,5,23.7,11
2023,S2,IQS,Docente,1er grado,MONTE PLATA,5,42.0,10
2023,S2,IQS,Docente,1er grado,NAGUA,2,1.3,3
2023,S2,IQS,Docente,1er grado,PUERTO PLATA,6,66.7,23
2023,S2,IQS,Docente,1er grado,SAN CRISTOBAL,5,186.2,34
2023,S2,IQS,Docente,1er grado,SAN FRANCISCO DE MACORIS,11,36.8,21
2023,S2,IQS,Docente,1er grado,SAN JUAN DE LA MAGUANA,2,1.4,3
2023,S2,IQS,Docente,1er grado,SAN PEDRO DE MACORIS,5,34.4,14
2023,S2,IQS,Docente,1er grado,SANTIAGO,17,245.7,67
2023,S2,IQS,Docente,1er grado,SANTO DOMINGO,46,536.9,147
2023,S2,IQS,Docente,1er grado,Sin ubicación,59,278.3,104
2023,S2,IQS,Docente,4to grado,AZUA,70,507.4,191
2023,S2,IQS,Docente,4to grado,BAHORUCO,37,232.6,92
2023,S2,IQS,Docente,4to grado,BARAHONA,17,85.9,30
2023,S2,IQS,Docente,4to grado,COTUI,81,619.1,182
2023,S2,IQS,Docente,4to grado,HIGUEY,124,1699.0,401
2023,S2,IQS,Docente,4to grado,LA VEGA,150,1959.9,421
2023,S2,IQS,Docente,4to grado,MAO,23,166.4,56
2023,S2,IQS,Docente,4to grado,MONTE CRISTI,59,626.0,181
2023,S2,IQS,Docente,4to grado,MONTE PLATA,27,81.5,40
2023,S2,IQS,Docente,4to grado,NAGUA,57,426.0,150
2023,S2,IQS,Docente,4to grado,PUERTO PLATA,72,691.9,214
2023,S2,IQS,Docente,4to grado,SAN CRISTOBAL,205,1833.2,533
2023,S2,IQS,Docente,4to grado,SAN FRANCISCO DE MACORIS,85,640.3,194
2023,S2,IQS,Docente,4to grado,SAN JUAN DE LA MAGUANA,40,178.6,83
2023,S2,IQS,Docente,4to grado,SAN PEDRO DE MACORIS,343,3860.4,1042
2023,S2,IQS,Docente,4to grado,SANTIAGO,374,2588.9,970
2023,S2,IQS,Docente,4to grado,SANTO DOMINGO,1067,9323.1,2937
2023,S2,IQS,Docente,4to grado,Sin ubicación,651,3529.9,1449
2023,S2,IQS,Docente,5to grado,LA VEGA,1,1.9,2
2023,S2,IQS,Docente,5to grado,NAGUA,1,2.3,1
2023,S2,IQS,Docente,5to grado,PUERTO PLATA,1,7.3,6
2023,S2,IQS,Docente,5to grado,SAN FRANCISCO DE MACORIS,1,6.8,1
2023,S2,IQS,Docente,5to grado,SAN PEDRO DE MACORIS,1,0.1,3
2023,S2,IQS,Docente,6to grado,AZUA,6,13.7,10
2023,S2,IQS,Docente,6to grado,BARAHONA,2,0.8,3
2023,S2,IQS,Docente,6to grado,COTUI,54,516.7,169
2023,S2,IQS,Docente,6to grado,HIGUEY,8,85.5,26
2023,S2,IQS,Docente,6to grado,LA VEGA,54,793.2,187
2023,S2,IQS,Docente,6to grado,MAO,5,43.7,11
2023,S2,IQS,Docente,6to grado,MONTE CRISTI,8,31.3,13
2023,S2,IQS,Docente,6to grado,MONTE PLATA,32,177.4,51
2023,S2,IQS,Docente,6to grado,NAGUA,5,132.2,21
2023,S2,IQS,Docente,6to grado,PUERTO PLATA,36,442.9,97
2023,S2,IQS,Docente,6to grado,SAN CRISTOBAL,94,1546.2,351
2023,S2,IQS,Docente,6to grado,SAN FRANCISCO DE MACORIS,37,308.7,95
2023,S2,IQS,Docente,6to grado,SAN JUAN DE LA MAGUANA,7,108.9,23
2023,S2,IQS,Docente,6to grado,SAN PEDRO DE MACORIS,93,1179.1,326
2023,S2,IQS,Docente,6to grado,SANTIAGO,86,1200.0,283
2023,S2,IQS,Docente,6to grado,SANTO DOMINGO,219,2230.0,637
2023,S2,IQS,Docente,6to grado,Sin ubicación,286,2302.7,769
2023,S2,IQS,Docente,No especificado,AZUA,1,0.6,1
2023,S2,IQS,Docente,No especificado,BARAHONA,1,1.9,1
2023,S2,IQS,Docente,No especificado,HIGUEY,1,1.8,1
2023,S2,IQS,Docente,No especificado,LA VEGA,3,94.2,11
2023,S2,IQS,Docente,No especificado,MAO,1,0.3,1
2023,S2,IQS,Docente,No especificado,MONTE CRISTI,1,0.4,1
2023,S2,IQS,Docente,No especificado,MONTE PLATA,3,1.1,3
2023,S2,IQS,Docente,No especificado,NAGUA,3,16.7,8
2023,S2,IQS,Docente,No especificado,SAN CRISTOBAL,2,3.7,2
2023,S2,IQS,Docente,No especificado,SAN FRANCISCO DE MACORIS,1,0.9,2
2023,S2,IQS,Docente,No especificado,SAN PEDRO DE MACORIS,8,171.7,33
2023,S2,IQS,Docente,No especificado,SANTIAGO,4,21.0,7
2023,S2,IQS,Docente,No especificado,SANTO DOMINGO,18,179.6,61
2023,S2,IQS,Docente,No especificado,Sin ubicación,15,61.5,31
2023,S2,IQS,Editor,No especificado,SANTIAGO,1,649.0,72
2023,S2,IQS,Estudiante,1er grado,AZUA,17,35.8,28
2023,S2,IQS,Estudiante,1er grado,BAHORUCO,2,2.3,5
2023,S2,IQS,Estudiante,1er grado,BARAHONA,10,5.0,15
2023,S2,IQS,Estudiante,1er grado,COTUI,11,5.6,19
2023,S2,IQS,Estudiante,1er grado,HIGUEY,21,29.6,44
2023,S2,IQS,Estudiante,1er grado,LA VEGA,23,53.5,44
2023,S2,IQS,Estudiante,1er grado,MAO,4,6.0,8
2023,S2,IQS,Estudiante,1er grado,MONTE CRISTI,14,69.2,53
2023,S2,IQS,Estudiante,1er grado,MONTE PLATA,2,44.6,37
2023,S2,IQS,Estudiante,1er grado,NAGUA,29,37.0,83
2023,S2,IQS,Estudiante,1er grado,PUERTO PLATA,23,36.1,51
2023,S2,IQS,Estudiante,1er grado,SAN CRISTOBAL,90,304.5,177
2023,S2,IQS,Estudiante,1er grado,SAN FRANCISCO DE MACORIS,16,36.6,38
2023,S2,IQS,Estudiante,1er grado,SAN JUAN DE LA MAGUANA,2,7.6,2
2023,S2,IQS,Estudiante,1er grado,SAN PEDRO DE MACORIS,48,97.5,103
2023,S2,IQS,Estudiante,1er grado,SANTIAGO,69,277.5,167
2023,S2,IQS,Estudiante,1er grado,SANTO DOMINGO,425,1423.9,1110
2023,S2,IQS,Estudiante,1er grado,Sin ubicación,243,391.9,574
2023,S2,IQS,Estudiante,2do grado,AZUA,587,3249.2,1220
2023,S2,IQS,Estudiante,2do grado,BAHORUCO,377,2379.5,533
2023,S2,IQS,Estudiante,2do grado,BARAHONA,46,142.6,67
2023,S2,IQS,Estudiante,2do grado,COTUI,1096,9005.8,2531
2023,S2,IQS,Estudiante,2do grado,HIGUEY,2110,10217.0,4554
2023,S2,IQS,Estudiante,2do grado,LA VEGA,2251,18384.4,5110
2023,S2,IQS,Estudiante,2do grado,MAO,125,536.1,234
2023,S2,IQS,Estudiante,2do grado,MONTE CRISTI,873,6284.3,2212
2023,S2,IQS,Estudiante,2do grado,MONTE PLATA,287,2041.3,482
2023,S2,IQS,Estudiante,2do grado,NAGUA,484,1614.0,1073
2023,S2,IQS,Estudiante,2do grado,PUERTO PLATA,791,7072.0,1851
2023,S2,IQS,Estudiante,2do grado,SAN CRISTOBAL,4414,32575.6,10025
2023,S2,IQS,Estudiante,2do grado,SAN FRANCISCO DE MACORIS,629,4651.0,1663
2023,S2,IQS,Estudiante,2do grado,SAN JUAN DE LA MAGUANA,440,2002.5,758
2023,S2,IQS,Estudiante,2do grado,SAN PEDRO DE MACORIS,4867,37238.9,11704
2023,S2,IQS,Estudiante,2do grado,SANTIAGO,6936,30911.2,14176
2023,S2,IQS,Estudiante,2do grado,SANTO DOMINGO,20289,121488.4,45863
2023,S2,IQS,Estudiante,2do grado,Sin ubicación,8946,52744.2,19459
2023,S2,IQS,Estudiante,3er grado,AZUA,10,18.5,31
2023,S2,IQS,Estudiante,3er grado,BARAHONA,1,0.2,2
2023,S2,IQS,Estudiante,3er grado,COTUI,5,12.0,7
2023,S2,IQS,Estudiante,3er grado,HIGUEY,39,178.2,45
2023,S2,IQS,Estudiante,3er grado,LA VEGA,11,16.7,15
2023,S2,IQS,Estudiante,3er grado,MAO,2,2.4,5
2023,S2,IQS,Estudiante,3er grado,MONTE CRISTI,2,7.7,3
2023,S2,IQS,Estudiante,3er grado,MONTE PLATA,6,17.2,7
2023,S2,IQS,Estudiante,3er grado,NAGUA,11,8.1,18
2023,S2,IQS,Estudiante,3er grado,PUERTO PLATA,5,13.3,8
2023,S2,IQS,Estudiante,3er grado,SAN CRISTOBAL,22,56.1,36
2023,S2,IQS,Estudiante,3er grado,SAN FRANCISCO DE MACORIS,3,2.8,3
2023,S2,IQS,Estudiante,3er grado,SAN JUAN DE LA MAGUANA,1,1.2,2
2023,S2,IQS,Estudiante,3er grado,SAN PEDRO DE MACORIS,9,24.3,13
2023,S2,IQS,Estudiante,3er grado,SANTIAGO,22,39.6,29
2023,S2,IQS,Estudiante,3er grado,SANTO DOMINGO,139,597.3,309
2023,S2,IQS,Estudiante,3er grado,Sin ubicación,76,121.0,125
2023,S2,IQS,Estudiante,4to grado,AZUA,14,26.3,28
2023,S2,IQS,Estudiante,4to grado,BAHORUCO,2,0.8,3
2023,S2,IQS,Estudiante,4to grado,BARAHONA,6,12.7,10
2023,S2,IQS,Estudiante,4to grado,COTUI,5,6.3,8
2023,S2,IQS,Estudiante,4to grado,HIGUEY,9,26.9,18
2023,S2,IQS,Estudiante,4to grado,LA VEGA,11,8.6,15
2023,S2,IQS,Estudiante,4to grado,MAO,1,0.5,1
2023,S2,IQS,Estudiante,4to grado,MONTE CRISTI,4,2.2,7
2023,S2,IQS,Estudiante,4to grado,MONTE PLATA,2,3.8,3
2023,S2,IQS,Estudiante,4to grado,NAGUA,3,9.4,8
2023,S2,IQS,Estudiante,4to grado,PUERTO PLATA,3,1.4,3
2023,S2,IQS,Estudiante,4to grado,SAN CRISTOBAL,9,13.6,16
2023,S2,IQS,Estudiante,4to grado,SAN FRANCISCO DE MACORIS,4,27.1,11
2023,S2,IQS,Estudiante,4to grado,SAN JUAN DE LA MAGUANA,2,2.7,3
2023,S2,IQS,Estudiante,4to grado,SAN PEDRO DE MACORIS,18,115.1,50
2023,S2,IQS,Estudiante,4to grado,SANTIAGO,46,84.2,69
2023,S2,IQS,Estudiante,4to grado,SANTO DOMINGO,170,604.7,332
2023,S2,IQS,Estudiante,4to grado,Sin ubicación,136,687.8,241
2023,S2,IQS,Estudiante,5to grado,AZUA,13,41.7,20
2023,S2,IQS,Estudiante,5to grado,BAHORUCO,1,1.2,4
2023,S2,IQS,Estudiante,5to grado,BARAHONA,2,1.8,2
2023,S2,IQS,Estudiante,5to grado,COTUI,3,9.7,7
2023,S2,IQS,Estudiante,5to grado,HIGUEY,32,43.6,58
2023,S2,IQS,Estudiante,5to grado,LA VEGA,19,47.2,29
2023,S2,IQS,Estudiante,5to grado,MAO,5,20.8,14
2023,S2,IQS,Estudiante,5to grado,MONTE CRISTI,3,1.5,4
2023,S2,IQS,Estudiante,5to grado,MONTE PLATA,8,21.1,20
2023,S2,IQS,Estudiante,5to grado,NAGUA,15,20.1,23
2023,S2,IQS,Estudiante,5to grado,PUERTO PLATA,11,22.0,21
2023,S2,IQS,Estudiante,5to grado,SAN CRISTOBAL,325,2642.2,915
2023,S2,IQS,Estudiante,5to grado,SAN FRANCISCO DE MACORIS,7,3.3,9
2023,S2,IQS,Estudiante,5to grado,SAN JUAN DE LA MAGUANA,1,0.1,2
2023,S2,IQS,Estudiante,5to grado,SAN PEDRO DE MACORIS,49,129.3,74
2023,S2,IQS,Estudiante,5to grado,SANTIAGO,80,124.3,124
2023,S2,IQS,Estudiante,5to grado,SANTO DOMINGO,306,816.3,553
2023,S2,IQS,Estudiante,5to grado,Sin ubicación,302,1063.3,583
2023,S2,IQS,Estudiante,6to grado,AZUA,239,809.1,642
2023,S2,IQS,Estudiante,6to grado,BAHORUCO,9,12.0,29
2023,S2,IQS,Estudiante,6to grado,BARAHONA,32,39.8,79
2023,S2,IQS,Estudiante,6to grado,COTUI,114,460.4,248
2023,S2,IQS,Estudiante,6to grado,HIGUEY,125,261.4,268
2023,S2,IQS,Estudiante,6to grado,LA VEGA,213,577.0,405
2023,S2,IQS,Estudiante,6to grado,MAO,27,226.6,69
2023,S2,IQS,Estudiante,6to grado,MONTE CRISTI,34,131.2,61
2023,S2,IQS,Estudiante,6to grado,MONTE PLATA,39,101.4,77
2023,S2,IQS,Estudiante,6to grado,NAGUA,80,103.6,196
2023,S2,IQS,Estudiante,6to grado,PUERTO PLATA,60,252.7,120
2023,S2,IQS,Estudiante,6to grado,SAN CRISTOBAL,171,388.5,317
2023,S2,IQS,Estudiante,6to grado,SAN FRANCISCO DE MACORIS,111,249.2,247
2023,S2,IQS,Estudiante,6to grado,SAN JUAN DE LA MAGUANA,41,82.5,89
2023,S2,IQS,Estudiante,6to grado,SAN PEDRO DE MACORIS,321,3899.1,1213
2023,S2,IQS,Estudiante,6to grado,SANTIAGO,502,1326.2,1086
2023,S2,IQS,Estudiante,6to grado,SANTO DOMINGO,1680,5621.2,3505
2023,S2,IQS,Estudiante,6to grado,Sin ubicación,1120,4085.7,2556
2023,S2,IQS,Estudiante,No especificado,BAHORUCO,3,7.0,4
2023,S2,IQS,Estudiante,No especificado,BARAHONA,2,3.2,4
2023,S2,IQS,Estudiante,No especificado,COTUI,10,23.0,14
2023,S2,IQS,Estudiante,No especificado,HIGUEY,19,77.1,59
2023,S2,IQS,Estudiante,No especificado,LA VEGA,35,178.5,56
2023,S2,IQS,Estudiante,No especificado,MAO,4,8.6,14
2023,S2,IQS,Estudiante,No especificado,MONTE CRISTI,2,16.0,4
2023,S2,IQS,Estudiante,No especificado,MONTE PLATA,1,7.7,1
2023,S2,IQS,Estudiante,No especificado,PUERTO PLATA,12,116.1,41
2023,S2,IQS,Estudiante,No especificado,SAN CRISTOBAL,35,258.4,98
2023,S2,IQS,Estudiante,No especificado,SAN FRANCISCO DE MACORIS,14,139.9,50
2023,S2,IQS,Estudiante,No especificado,SAN JUAN DE LA MAGUANA,2,1.6,4
2023,S2,IQS,Estudiante,No especificado,SAN PEDRO DE MACORIS,25,183.1,53
2023,S2,IQS,Estudiante,No especificado,SANTIAGO,49,247.4,118
2023,S2,IQS,Estudiante,No especificado,SANTO DOMINGO,157,809.9,329
2023,S2,IQS,Estudiante,No especificado,Sin ubicación,82,558.0,218
2023,S2,IQS,Invitado,4to grado,SAN CRISTOBAL,2,9.8,4
2023,S2,IQS,Invitado,4to grado,SANTIAGO,1,3.5,2
2023,S2,IQS,Invitado,4to grado,Sin ubicación,74,468.6,168
2023,S2,IQS,Invitado,6to grado,COTUI,1,2.4,2
2023,S2,IQS,Invitado,6to grado,HIGUEY,2,9.7,4
2023,S2,IQS,Invitado,6to grado,LA VEGA,3,5.6,5
2023,S2,IQS,Invitado,6to grado,MONTE CRISTI,2,2.1,3
2023,S2,IQS,Invitado,6to grado,SAN CRISTOBAL,2,1.4,2
2023,S2,IQS,Invitado,6to grado,SAN PEDRO DE MACORIS,1,18.3,4
2023,S2,IQS,Invitado,6to grado,SANTIAGO,6,10.8,9
2023,S2,IQS,Invitado,6to grado,SANTO DOMINGO,17,73.2,34
2023,S2,IQS,Invitado,6to grado,Sin ubicación,965,3797.3,1660
2023,S2,IQS,Invitado,No especificado,SANTO DOMINGO,1,0.7,1
2023,S2,IQS,Invitado,No especificado,Sin ubicación,15,33.2,27
2024,S1,IQ512,Admin,No especificado,Sin ubicación,2,2.0,8
2024,S1,IQ512,Coordinador,No especificado,Sin ubicación,1,1.5,3
2024,S1,IQ512,Editor,No especificado,Sin ubicación,1,67.2,24
2024,S1,IQ512,Estudiante,No especificado,AZUA,27,54.7,84
2024,S1,IQ512,Estudiante,No especificado,BAHORUCO,8,16.6,32
2024,S1,IQ512,Estudiante,No especificado,BARAHONA,27,48.2,105
2024,S1,IQ512,Estudiante,No especificado,COTUI,19,29.4,49
2024,S1,IQ512,Estudiante,No especificado,HIGUEY,12,15.1,29
2024,S1,IQ512,Estudiante,No especificado,LA VEGA,40,39.5,66
2024,S1,IQ512,Estudiante,No especificado,MAO,12,22.6,46
2024,S1,IQ512,Estudiante,No especificado,MONTE CRISTI,9,14.3,32
2024,S1,IQ512,Estudiante,No especificado,MONTE PLATA,9,7.3,15
2024,S1,IQ512,Estudiante,No especificado,NAGUA,17,23.9,45
2024,S1,IQ512,Estudiante,No especificado,PUERTO PLATA,11,14.6,29
2024,S1,IQ512,Estudiante,No especificado,SAN CRISTOBAL,23,29.8,60
2024,S1,IQ512,Estudiante,No especificado,SAN FRANCISCO DE MACORIS,22,54.4,97
2024,S1,IQ512,Estudiante,No especificado,SAN JUAN DE LA MAGUANA,19,22.1,38
2024,S1,IQ512,Estudiante,No especificado,SAN PEDRO DE MACORIS,19,42.3,61
2024,S1,IQ512,Estudiante,No especificado,SANTIAGO,25,21.8,45
2024,S1,IQ512,Estudiante,No especificado,SANTO DOMINGO,141,220.2,362
2024,S1,IQ512,Estudiante,No especificado,Sin ubicación,941,1576.8,2270
2024,S1,IQP,Admin,No especificado,Sin ubicación,2,1.4,10
2024,S1,IQP,Coordinador,6to grado,Sin ubicación,1,0.0,2
2024,S1,IQP,Docente,1er grado,Sin ubicación,2,156.6,113
2024,S1,IQP,Docente,2do grado,COTUI,1,0.9,1
2024,S1,IQP,Docente,2do grado,LA VEGA,1,0.9,1
2024,S1,IQP,Docente,2do grado,SAN CRISTOBAL,1,0.6,1
2024,S1,IQP,Docente,2do grado,SAN FRANCISCO DE MACORIS,1,0.2,1
2024,S1,IQP,Docente,2do grado,SAN PEDRO DE MACORIS,1,1.0,1
2024,S1,IQP,Docente,2do grado,SANTIAGO,5,17.2,22
2024,S1,IQP,Docente,3er grado,BARAHONA,1,0.1,1
2024,S1,IQP,Docente,3er grado,MAO,1,1.6,2
