Anio,Semestre,Programa,Rol,Grado,region_norm,usuarios_activos,horas_totales,registros
2023,S1,IQP,Estudiante,2do grado,MONTE PLATA,1,0.1,1
2023,S1,IQP,Estudiante,2do grado,NAGUA,4,10.3,8
2023,S1,IQP,Estudiante,2do grado,PUERTO PLATA,1,21.9,9
2023,S1,IQP,Estudiante,2do grado,SAN FRANCISCO DE MACORIS,1,0.1,1
2023,S1,IQP,Estudiante,2do grado,SAN PEDRO DE MACORIS,1,11.2,3
2023,S1,IQP,Estudiante,2do grado,SANTIAGO,1,0.3,1
2023,S1,IQP,Estudiante,2do grado,SANTO DOMINGO,16,34.1,23
2023,S1,IQP,Estudiante,2do grado,Sin ubicación,18,46.5,26
2023,S1,IQP,Estudiante,3er grado,AZUA,5,15.5,7
2023,S1,IQP,Estudiante,3er grado,BARAHONA,35,326.9,140
2023,S1,IQP,Estudiante,3er grado,COTUI,1,4.0,2
2023,S1,IQP,Estudiante,3er grado,HIGUEY,48,492.2,143
2023,S1,IQP,Estudiante,3er grado,LA VEGA,7,85.0,23
2023,S1,IQP,Estudiante,3er grado,MAO,7,9.0,9
2023,S1,IQP,Estudiante,3er grado,MONTE CRISTI,6,77.3,14
2023,S1,IQP,Estudiante,3er grado,MONTE PLATA,2,6.5,3
2023,S1,IQP,Estudiante,3er grado,NAGUA,14,80.1,36
2023,S1,IQP,Estudiante,3er grado,PUERTO PLATA,83,610.3,278
2023,S1,IQP,Estudiante,3er grado,SAN CRISTOBAL,2,21.1,5
2023,S1,IQP,Estudiante,3er grado,SAN FRANCISCO DE MACORIS,2,6.3,3
2023,S1,IQP,Estudiante,3er grado,SANTIAGO,126,1395.9,405
2023,S1,IQP,Estudiante,3er grado,SANTO DOMINGO,189,1647.7,472
2023,S1,IQP,Estudiante,3er grado,Sin ubicación,226,1808.0,611
2023,S1,IQP,Estudiante,4to grado,AZUA,3,4.3,4
2023,S1,IQP,Estudiante,4to grado,BAHORUCO,1,0.4,1
2023,S1,IQP,Estudiante,4to grado,BARAHONA,1,0.2,1
2023,S1,IQP,Estudiante,4to grado,HIGUEY,8,48.0,10
2023,S1,IQP,Estudiante,4to grado,LA VEGA,3,9.7,4
2023,S1,IQP,Estudiante,4to grado,MAO,2,3.5,5
2023,S1,IQP,Estudiante,4to grado,MONTE PLATA,2,1.8,2
2023,S1,IQP,Estudiante,4to grado,PUERTO PLATA,6,24.1,11
2023,S1,IQP,Estudiante,4to grado,SAN CRISTOBAL,2,6.0,2
2023,S1,IQP,Estudiante,4to grado,SAN JUAN DE LA MAGUANA,1,0.8,1
2023,S1,IQP,Estudiante,4to grado,SAN PEDRO DE MACORIS,5,12.8,6
2023,S1,IQP,Estudiante,4to grado,SANTIAGO,9,37.5,12
2023,S1,IQP,Estudiante,4to grado,SANTO DOMINGO,72,206.0,92
2023,S1,IQP,Estudiante,4to grado,Sin ubicación,105,303.8,137
2023,S1,IQP,Estudiante,5to grado,AZUA,2,18.2,5
2023,S1,IQP,Estudiante,5to grado,BARAHONA,1,28.4,5
2023,S1,IQP,Estudiante,5to grado,HIGUEY,17,103.3,41
2023,S1,IQP,Estudiante,5to grado,MAO,2,0.6,2
2023,S1,IQP,Estudiante,5to grado,MONTE CRISTI,1,0.4,1
2023,S1,IQP,Estudiante,5to grado,PUERTO PLATA,3,2.2,4
2023,S1,IQP,Estudiante,5to grado,SAN FRANCISCO DE MACORIS,1,1.2,1
2023,S1,IQP,Estudiante,5to grado,SAN PEDRO DE MACORIS,1,0.1,1
2023,S1,IQP,Estudiante,5to grado,SANTIAGO,2,2.9,4
2023,S1,IQP,Estudiante,5to grado,SANTO DOMINGO,27,194.2,50
2023,S1,IQP,Estudiante,5to grado,Sin ubicación,24,41.0,28
2023,S1,IQP,Estudiante,6to grado,AZUA,14,26.5,17
2023,S1,IQP,Estudiante,6to grado,BAHORUCO,18,11.9,20
2023,S1,IQP,Estudiante,6to grado,BARAHONA,8,8.6,9
2023,S1,IQP,Estudiante,6to grado,COTUI,26,52.4,27
2023,S1,IQP,Estudiante,6to grado,HIGUEY,63,576.5,219
2023,S1,IQP,Estudiante,6to grado,LA VEGA,40,75.1,57
2023,S1,IQP,Estudiante,6to grado,MAO,15,17.2,18
2023,S1,IQP,Estudiante,6to grado,MONTE CRISTI,5,22.9,6
2023,S1,IQP,Estudiante,6to grado,MONTE PLATA,11,9.1,11
2023,S1,IQP,Estudiante,6to grado,NAGUA,6,9.5,7
2023,S1,IQP,Estudiante,6to grado,PUERTO PLATA,124,515.0,281
2023,S1,IQP,Estudiante,6to grado,SAN CRISTOBAL,30,85.8,36
2023,S1,IQP,Estudiante,6to grado,SAN FRANCISCO DE MACORIS,15,35.2,18
2023,S1,IQP,Estudiante,6to grado,SAN JUAN DE LA MAGUANA,8,52.5,15
2023,S1,IQP,Estudiante,6to grado,SAN PEDRO DE MACORIS,51,55.8,57
2023,S1,IQP,Estudiante,6to grado,SANTIAGO,67,220.4,102
2023,S1,IQP,Estudiante,6to grado,SANTO DOMINGO,853,1644.0,1121
2023,S1,IQP,Estudiante,6to grado,Sin ubicación,1316,2452.8,1588
2023,S1,IQP,Estudiante,No especificado,AZUA,1,1.0,1
2023,S1,IQP,Estudiante,No especificado,BAHORUCO,2,2.9,2
2023,S1,IQP,Estudiante,No especificado,HIGUEY,2,3.6,2
2023,S1,IQP,Estudiante,No especificado,LA VEGA,3,21.9,3
2023,S1,IQP,Estudiante,No especificado,MAO,1,0.6,1
2023,S1,IQP,Estudiante,No especificado,PUERTO PLATA,2,4.8,2
2023,S1,IQP,Estudiante,No especificado,SAN CRISTOBAL,2,5.0,2
2023,S1,IQP,Estudiante,No especificado,SAN FRANCISCO DE MACORIS,1,2.0,1
2023,S1,IQP,Estudiante,No especificado,SAN PEDRO DE MACORIS,1,0.4,1
2023,S1,IQP,Estudiante,No especificado,SANTIAGO,2,1.0,2
2023,S1,IQP,Estudiante,No especificado,SANTO DOMINGO,30,28.5,30
2023,S1,IQP,Estudiante,No especificado,Sin ubicación,69,89.6,71
2023,S1,IQP,Parent,No especificado,Sin ubicación,8,14.9,16
2023,S1,IQP,Sin rol,No especificado,Sin ubicación,1,2146.6,104
2023,S1,IQS,Admin,No especificado,Sin ubicación,1,70.7,18
2023,S1,IQS,Docente,1er grado,AZUA,14,25.3,19
2023,S1,IQS,Docente,1er grado,BAHORUCO,3,38.9,7
2023,S1,IQS,Docente,1er grado,BARAHONA,2,2.5,3
2023,S1,IQS,Docente,1er grado,COTUI,8,20.6,12
2023,S1,IQS,Docente,1er grado,HIGUEY,14,200.6,58
2023,S1,IQS,Docente,1er grado,LA VEGA,21,739.7,86
2023,S1,IQS,Docente,1er grado,MAO,6,86.2,17
2023,S1,IQS,Docente,1er grado,MONTE CRISTI,18,238.9,75
2023,S1,IQS,Docente,1er grado,MONTE PLATA,9,70.1,15
2023,S1,IQS,Docente,1er grado,NAGUA,3,7.4,5
2023,S1,IQS,Docente,1er grado,PUERTO PLATA,15,159.3,41
2023,S1,IQS,Docente,1er grado,SAN CRISTOBAL,6,107.2,24
2023,S1,IQS,Docente,1er grado,SAN FRANCISCO DE MACORIS,23,238.6,76
2023,S1,IQS,Docente,1er grado,SAN JUAN DE LA MAGUANA,5,22.7,12
2023,S1,IQS,Docente,1er grado,SAN PEDRO DE MACORIS,13,134.2,28
2023,S1,IQS,Docente,1er grado,SANTIAGO,44,304.9,101
2023,S1,IQS,Docente,1er grado,SANTO DOMINGO,193,983.4,344
2023,S1,IQS,Docente,1er grado,Sin ubicación,176,1526.5,440
2023,S1,IQS,Docente,2do grado,SANTO DOMINGO,1,33.2,3
2023,S1,IQS,Docente,4to grado,AZUA,98,846.9,262
2023,S1,IQS,Docente,4to grado,BAHORUCO,28,72.3,36
2023,S1,IQS,Docente,4to grado,BARAHONA,34,285.0,76
2023,S1,IQS,Docente,4to grado,COTUI,117,934.5,308
2023,S1,IQS,Docente,4to grado,HIGUEY,83,632.9,179
2023,S1,IQS,Docente,4to grado,LA VEGA,158,1119.2,351
2023,S1,IQS,Docente,4to grado,MAO,63,520.9,172
2023,S1,IQS,Docente,4to grado,MONTE CRISTI,65,645.4,176
2023,S1,IQS,Docente,4to grado,MONTE PLATA,81,795.3,224
2023,S1,IQS,Docente,4to grado,NAGUA,46,479.6,116
2023,S1,IQS,Docente,4to grado,PUERTO PLATA,135,1293.4,353
2023,S1,IQS,Docente,4to grado,SAN CRISTOBAL,100,463.6,207
2023,S1,IQS,Docente,4to grado,SAN FRANCISCO DE MACORIS,111,950.3,259
2023,S1,IQS,Docente,4to grado,SAN JUAN DE LA MAGUANA,51,219.1,90
2023,S1,IQS,Docente,4to grado,SAN PEDRO DE MACORIS,205,1612.4,489
2023,S1,IQS,Docente,4to grado,SANTIAGO,207,1672.6,476
2023,S1,IQS,Docente,4to grado,SANTO DOMINGO,775,5150.0,1644
2023,S1,IQS,Docente,4to grado,Sin ubicación,564,4049.7,1245
2023,S1,IQS,Docente,6to grado,AZUA,9,86.2,31
2023,S1,IQS,Docente,6to grado,BAHORUCO,3,16.7,4
2023,S1,IQS,Docente,6to grado,BARAHONA,6,16.9,7
2023,S1,IQS,Docente,6to grado,COTUI,16,100.8,43
2023,S1,IQS,Docente,6to grado,HIGUEY,11,58.3,26
2023,S1,IQS,Docente,6to grado,LA VEGA,18,134.7,56
2023,S1,IQS,Docente,6to grado,MAO,3,14.9,3
2023,S1,IQS,Docente,6to grado,MONTE CRISTI,7,147.9,20
2023,S1,IQS,Docente,6to grado,MONTE PLATA,10,90.8,20
2023,S1,IQS,Docente,6to grado,NAGUA,6,27.4,12
2023,S1,IQS,Docente,6to grado,PUERTO PLATA,22,126.1,37
2023,S1,IQS,Docente,6to grado,SAN CRISTOBAL,13,76.4,23
2023,S1,IQS,Docente,6to grado,SAN FRANCISCO DE MACORIS,10,111.4,29
2023,S1,IQS,Docente,6to grado,SAN JUAN DE LA MAGUANA,5,6.8,6
2023,S1,IQS,Docente,6to grado,SAN PEDRO DE MACORIS,11,24.1,14
2023,S1,IQS,Docente,6to grado,SANTIAGO,49,442.8,118
2023,S1,IQS,Docente,6to grado,SANTO DOMINGO,131,815.3,237
2023,S1,IQS,Docente,6to grado,Sin ubicación,128,499.4,199
2023,S1,IQS,Docente,No especificado,AZUA,1,1.0,1
2023,S1,IQS,Docente,No especificado,BARAHONA,1,1.4,2
2023,S1,IQS,Docente,No especificado,COTUI,2,10.9,3
2023,S1,IQS,Docente,No especificado,HIGUEY,2,49.7,14
2023,S1,IQS,Docente,No especificado,LA VEGA,4,9.6,4
2023,S1,IQS,Docente,No especificado,MAO,1,0.8,1
2023,S1,IQS,Docente,No especificado,MONTE CRISTI,1,33.8,4
2023,S1,IQS,Docente,No especificado,MONTE PLATA,2,3.2,2
2023,S1,IQS,Docente,No especificado,NAGUA,2,5.4,3
2023,S1,IQS,Docente,No especificado,PUERTO PLATA,3,23.9,3
2023,S1,IQS,Docente,No especificado,SAN CRISTOBAL,3,10.0,5
2023,S1,IQS,Docente,No especificado,SAN FRANCISCO DE MACORIS,7,68.4,19
2023,S1,IQS,Docente,No especificado,SAN JUAN DE LA MAGUANA,2,5.8,2
2023,S1,IQS,Docente,No especificado,SAN PEDRO DE MACORIS,8,36.3,21
2023,S1,IQS,Docente,No especificado,SANTIAGO,14,50.2,23
2023,S1,IQS,Docente,No especificado,SANTO DOMINGO,33,89.1,42
2023,S1,IQS,Docente,No especificado,Sin ubicación,23,228.1,74
2023,S1,IQS,Editor,No especificado,SANTIAGO,1,1052.4,58
2023,S1,IQS,Estudiante,1er grado,AZUA,2,2.0,3
2023,S1,IQS,Estudiante,1er grado,BAHORUCO,3,2.2,4
2023,S1,IQS,Estudiante,1er grado,BARAHONA,6,12.5,6
2023,S1,IQS,Estudiante,1er grado,COTUI,3,12.7,16
2023,S1,IQS,Estudiante,1er grado,HIGUEY,10,17.6,21
2023,S1,IQS,Estudiante,1er grado,LA VEGA,9,24.7,16
2023,S1,IQS,Estudiante,1er grado,MAO,2,4.9,2
2023,S1,IQS,Estudiante,1er grado,MONTE PLATA,5,12.5,7
2023,S1,IQS,Estudiante,1er grado,NAGUA,3,8.2,4
2023,S1,IQS,Estudiante,1er grado,PUERTO PLATA,9,5.1,22
2023,S1,IQS,Estudiante,1er grado,SAN CRISTOBAL,22,29.1,43
2023,S1,IQS,Estudiante,1er grado,SAN FRANCISCO DE MACORIS,4,9.8,6
2023,S1,IQS,Estudiante,1er grado,SAN JUAN DE LA MAGUANA,3,3.0,4
2023,S1,IQS,Estudiante,1er grado,SAN PEDRO DE MACORIS,10,5.8,14
2023,S1,IQS,Estudiante,1er grado,SANTIAGO,32,66.8,77
2023,S1,IQS,Estudiante,1er grado,SANTO DOMINGO,129,307.8,233
2023,S1,IQS,Estudiante,1er grado,Sin ubicación,107,240.6,221
2023,S1,IQS,Estudiante,2do grado,AZUA,9,32.6,22
2023,S1,IQS,Estudiante,2do grado,BAHORUCO,6,12.1,7
2023,S1,IQS,Estudiante,2do grado,BARAHONA,4,12.4,9
2023,S1,IQS,Estudiante,2do grado,COTUI,3,19.5,9
2023,S1,IQS,Estudiante,2do grado,HIGUEY,9,16.8,14
2023,S1,IQS,Estudiante,2do grado,LA VEGA,11,15.4,14
2023,S1,IQS,Estudiante,2do grado,MAO,3,5.7,5
2023,S1,IQS,Estudiante,2do grado,MONTE CRISTI,9,27.4,14
2023,S1,IQS,Estudiante,2do grado,MONTE PLATA,11,35.4,16
2023,S1,IQS,Estudiante,2do grado,NAGUA,6,14.8,8
2023,S1,IQS,Estudiante,2do grado,PUERTO PLATA,5,7.1,7
2023,S1,IQS,Estudiante,2do grado,SAN CRISTOBAL,18,39.2,30
2023,S1,IQS,Estudiante,2do grado,SAN FRANCISCO DE MACORIS,4,6.4,6
2023,S1,IQS,Estudiante,2do grado,SAN JUAN DE LA MAGUANA,5,21.2,13
2023,S1,IQS,Estudiante,2do grado,SAN PEDRO DE MACORIS,20,18.9,27
2023,S1,IQS,Estudiante,2do grado,SANTIAGO,29,53.0,52
2023,S1,IQS,Estudiante,2do grado,SANTO DOMINGO,206,682.5,314
2023,S1,IQS,Estudiante,2do grado,Sin ubicación,104,320.0,160
2023,S1,IQS,Estudiante,3er grado,AZUA,10,12.2,12
2023,S1,IQS,Estudiante,3er grado,BARAHONA,4,8.9,5
2023,S1,IQS,Estudiante,3er grado,COTUI,1,1.1,1
2023,S1,IQS,Estudiante,3er grado,HIGUEY,2,1.2,2
2023,S1,IQS,Estudiante,3er grado,LA VEGA,5,8.3,6
2023,S1,IQS,Estudiante,3er grado,MAO,3,8.0,4
2023,S1,IQS,Estudiante,3er grado,MONTE CRISTI,5,14.7,10
2023,S1,IQS,Estudiante,3er grado,MONTE PLATA,21,57.7,29
2023,S1,IQS,Estudiante,3er grado,PUERTO PLATA,4,9.3,6
2023,S1,IQS,Estudiante,3er grado,SAN CRISTOBAL,15,49.5,23
2023,S1,IQS,Estudiante,3er grado,SAN FRANCISCO DE MACORIS,1,2.2,1
2023,S1,IQS,Estudiante,3er grado,SAN JUAN DE LA MAGUANA,2,0.1,2
2023,S1,IQS,Estudiante,3er grado,SAN PEDRO DE MACORIS,17,56.3,23
2023,S1,IQS,Estudiante,3er grado,SANTIAGO,96,285.0,151
2023,S1,IQS,Estudiante,3er grado,SANTO DOMINGO,183,678.5,245
2023,S1,IQS,Estudiante,3er grado,Sin ubicación,143,599.5,236
2023,S1,IQS,Estudiante,4to grado,AZUA,47,366.4,104
2023,S1,IQS,Estudiante,4to grado,BAHORUCO,16,67.5,44
2023,S1,IQS,Estudiante,4to grado,BARAHONA,29,110.0,54
2023,S1,IQS,Estudiante,4to grado,COTUI,42,330.2,105
2023,S1,IQS,Estudiante,4to grado,HIGUEY,60,499.4,156
2023,S1,IQS,Estudiante,4to grado,LA VEGA,69,577.3,152
2023,S1,IQS,Estudiante,4to grado,MAO,12,115.4,26
2023,S1,IQS,Estudiante,4to grado,MONTE CRISTI,27,361.9,74
2023,S1,IQS,Estudiante,4to grado,MONTE PLATA,20,95.7,43
2023,S1,IQS,Estudiante,4to grado,NAGUA,27,152.8,52
2023,S1,IQS,Estudiante,4to grado,PUERTO PLATA,33,248.4,95
2023,S1,IQS,Estudiante,4to grado,SAN CRISTOBAL,59,548.5,133
2023,S1,IQS,Estudiante,4to grado,SAN FRANCISCO DE MACORIS,68,610.4,192
2023,S1,IQS,Estudiante,4to grado,SAN JUAN DE LA MAGUANA,14,63.9,24
2023,S1,IQS,Estudiante,4to grado,SAN PEDRO DE MACORIS,66,730.9,164
2023,S1,IQS,Estudiante,4to grado,SANTIAGO,179,1924.2,502
2023,S1,IQS,Estudiante,4to grado,SANTO DOMINGO,818,6972.4,1856
2023,S1,IQS,Estudiante,4to grado,Sin ubicación,479,3825.0,1052
2023,S1,IQS,Estudiante,5to grado,AZUA,18,110.6,31
2023,S1,IQS,Estudiante,5to grado,BAHORUCO,2,17.4,3
2023,S1,IQS,Estudiante,5to grado,BARAHONA,3,23.4,6
2023,S1,IQS,Estudiante,5to grado,COTUI,11,39.4,18
2023,S1,IQS,Estudiante,5to grado,HIGUEY,27,130.7,65
2023,S1,IQS,Estudiante,5to grado,LA VEGA,21,174.9,42
2023,S1,IQS,Estudiante,5to grado,MAO,5,52.3,10
2023,S1,IQS,Estudiante,5to grado,MONTE CRISTI,8,80.7,17
2023,S1,IQS,Estudiante,5to grado,MONTE PLATA,27,47.7,30
2023,S1,IQS,Estudiante,5to grado,NAGUA,1,1.4,1
2023,S1,IQS,Estudiante,5to grado,PUERTO PLATA,12,41.0,19
2023,S1,IQS,Estudiante,5to grado,SAN CRISTOBAL,19,73.5,34
2023,S1,IQS,Estudiante,5to grado,SAN FRANCISCO DE MACORIS,9,14.4,21
2023,S1,IQS,Estudiante,5to grado,SAN JUAN DE LA MAGUANA,5,16.2,11
2023,S1,IQS,Estudiante,5to grado,SAN PEDRO DE MACORIS,28,84.1,56
2023,S1,IQS,Estudiante,5to grado,SANTIAGO,62,834.1,168
2023,S1,IQS,Estudiante,5to grado,SANTO DOMINGO,340,1748.6,644
2023,S1,IQS,Estudiante,5to grado,Sin ubicación,157,768.7,301
2023,S1,IQS,Estudiante,6to grado,AZUA,867,7127.6,2554
2023,S1,IQS,Estudiante,6to grado,BAHORUCO,247,960.7,492
2023,S1,IQS,Estudiante,6to grado,BARAHONA,461,2787.1,1093
2023,S1,IQS,Estudiante,6to grado,COTUI,1157,9004.8,3245
2023,S1,IQS,Estudiante,6to grado,HIGUEY,1151,8467.2,3085
2023,S1,IQS,Estudiante,6to grado,LA VEGA,2037,18379.0,5618
2023,S1,IQS,Estudiante,6to grado,MAO,571,4131.9,1434
2023,S1,IQS,Estudiante,6to grado,MONTE CRISTI,653,5030.2,1629
2023,S1,IQS,Estudiante,6to grado,MONTE PLATA,645,3589.2,1442
2023,S1,IQS,Estudiante,6to grado,NAGUA,475,2656.3,1070
2023,S1,IQS,Estudiante,6to grado,PUERTO PLATA,1074,8538.0,3004
2023,S1,IQS,Estudiante,6to grado,SAN CRISTOBAL,1527,13082.4,4192
2023,S1,IQS,Estudiante,6to grado,SAN FRANCISCO DE MACORIS,1300,8941.7,3331
2023,S1,IQS,Estudiante,6to grado,SAN JUAN DE LA MAGUANA,367,2704.8,975
2023,S1,IQS,Estudiante,6to grado,SAN PEDRO DE MACORIS,1920,15113.9,4867
2023,S1,IQS,Estudiante,6to grado,SANTIAGO,3465,32105.6,9967
2023,S1,IQS,Estudiante,6to grado,SANTO DOMINGO,13237,119047.6,34709
2023,S1,IQS,Estudiante,6to grado,Sin ubicación,10805,89899.6,28049
2023,S1,IQS,Estudiante,No especificado,AZUA,28,59.1,41
2023,S1,IQS,Estudiante,No especificado,BAHORUCO,8,4.8,8
2023,S1,IQS,Estudiante,No especificado,BARAHONA,3,2.1,5
2023,S1,IQS,Estudiante,No especificado,COTUI,28,23.0,35
2023,S1,IQS,Estudiante,No especificado,HIGUEY,30,80.7,48
2023,S1,IQS,Estudiante,No especificado,LA VEGA,53,86.2,72
2023,S1,IQS,Estudiante,No especificado,MAO,11,15.3,18
2023,S1,IQS,Estudiante,No especificado,MONTE CRISTI,11,11.0,11
2023,S1,IQS,Estudiante,No especificado,MONTE PLATA,20,26.3,21
2023,S1,IQS,Estudiante,No especificado,NAGUA,12,24.2,14
2023,S1,IQS,Estudiante,No especificado,PUERTO PLATA,24,41.5,33
2023,S1,IQS,Estudiante,No especificado,SAN CRISTOBAL,18,24.8,20
2023,S1,IQS,Estudiante,No especificado,SAN FRANCISCO DE MACORIS,33,44.3,43
2023,S1,IQS,Estudiante,No especificado,SAN JUAN DE LA MAGUANA,6,5.3,7
2023,S1,IQS,Estudiante,No especificado,SAN PEDRO DE MACORIS,35,39.5,50
2023,S1,IQS,Estudiante,No especificado,SANTIAGO,82,221.1,124
2023,S1,IQS,Estudiante,No especificado,SANTO DOMINGO,289,560.9,422
2023,S1,IQS,Estudiante,No especificado,Sin ubicación,183,461.7,281
2023,S1,IQS,Invitado,6to grado,BARAHONA,1,4.5,1
2023,S1,IQS,Invitado,6to grado,HIGUEY,4,12.5,7
2023,S1,IQS,Invitado,6to grado,LA VEGA,1,0.5,2
2023,S1,IQS,Invitado,6to grado,MONTE PLATA,1,1.4,1
2023,S1,IQS,Invitado,6to grado,SAN CRISTOBAL,3,56.5,15
2023,S1,IQS,Invitado,6to grado,SAN PEDRO DE MACORIS,1,0.6,1
2023,S1,IQS,Invitado,6to grado,SANTIAGO,4,6.2,4
2023,S1,IQS,Invitado,6to grado,SANTO DOMINGO,13,143.9,31
2023,S1,IQS,Invitado,6to grado,Sin ubicación,1703,11357.8,3395
2023,S1,IQS,Invitado,No especificado,SANTO DOMINGO,1,0.5,1
2023,S1,IQS,Invitado,No especificado,Sin ubicación,31,160.8,35
2023,S2,IQ512,Admin,No especificado,Sin ubicación,2,144.3,32
2023,S2,IQ512,Aliado de la Alianza,No especificado,Sin ubicación,1,5.8,2
2023,S2,IQ512,Docente,No especificado,Sin ubicación,2,16.6,3
2023,S2,IQ512,Editor,No especificado,Sin ubicación,1,144.0,30
2023,S2,IQ512,Estudiante,No especificado,AZUA,47,3835.6,542
2023,S2,IQ512,Estudiante,No especificado,BAHORUCO,25,1201.9,212
2023,S2,IQ512,Estudiante,No especificado,BARAHONA,48,1961.2,403
2023,S2,IQ512,Estudiante,No especificado,COTUI,35,1440.3,270
2023,S2,IQ512,Estudiante,No especificado,HIGUEY,18,667.8,100
2023,S2,IQ512,Estudiante,No especificado,LA VEGA,81,4245.2,637
2023,S2,IQ512,Estudiante,No especificado,MAO,14,1428.9,225
2023,S2,IQ512,Estudiante,No especificado,MONTE CRISTI,22,829.1,182
2023,S2,IQ512,Estudiante,No especificado,MONTE PLATA,19,786.2,114
2023,S2,IQ512,Estudiante,No especificado,NAGUA,20,1509.2,216
2023,S2,IQ512,Estudiante,No especificado,PUERTO PLATA,23,780.3,139
2023,S2,IQ512,Estudiante,No especificado,SAN CRISTOBAL,70,4273.2,584
2023,S2,IQ512,Estudiante,No especificado,SAN FRANCISCO DE MACORIS,26,1809.4,319
2023,S2,IQ512,Estudiante,No especificado,SAN JUAN DE LA MAGUANA,34,1206.8,192
2023,S2,IQ512,Estudiante,No especificado,SAN PEDRO DE MACORIS,25,1063.2,190
2023,S2,IQ512,Estudiante,No especificado,SANTIAGO,56,2664.6,384
2023,S2,IQ512,Estudiante,No especificado,SANTO DOMINGO,294,17447.3,2576
2023,S2,IQ512,Estudiante,No especificado,Sin ubicación,2719,176404.4,24504
2023,S2,IQP,Admin,No especificado,Sin ubicación,1,33.7,22
2023,S2,IQP,Docente,1er grado,Sin ubicación,2,1419.4,141
2023,S2,IQP,Docente,2do grado,BAHORUCO,1,11.6,2
2023,S2,IQP,Docente,2do grado,COTUI,4,94.3,20
2023,S2,IQP,Docente,2do grado,HIGUEY,2,8.7,2
2023,S2,IQP,Docente,2do grado,LA VEGA,8,111.4,17
2023,S2,IQP,Docente,2do grado,NAGUA,1,49.3,4
2023,S2,IQP,Docente,2do grado,PUERTO PLATA,1,11.0,2
2023,S2,IQP,Docente,2do grado,SAN CRISTOBAL,3,43.2,8
2023,S2,IQP,Docente,2do grado,SAN FRANCISCO DE MACORIS,1,9.3,2
2023,S2,IQP,Docente,2do grado,SAN PEDRO DE MACORIS,2,38.9,5
2023,S2,IQP,Docente,2do grado,SANTIAGO,10,396.1,66
2023,S2,IQP,Docente,2do grado,SANTO DOMINGO,5,10.2,7
2023,S2,IQP,Docente,2do grado,Sin ubicación,3,39.0,10
2023,S2,IQP,Docente,3er grado,BARAHONA,1,0.2,1
2023,S2,IQP,Docente,3er grado,SANTIAGO,2,42.4,8
2023,S2,IQP,Docente,3er grado,Sin ubicación,3,13.1,3
2023,S2,IQP,Docente,4to grado,AZUA,1,96.2,8
2023,S2,IQP,Docente,4to grado,BARAHONA,1,0.0,1
2023,S2,IQP,Docente,4to grado,COTUI,2,7.9,2
2023,S2,IQP,Docente,4to grado,HIGUEY,1,18.9,12
2023,S2,IQP,Docente,4to grado,LA VEGA,14,91.1,30
2023,S2,IQP,Docente,4to grado,MAO,1,0.7,1
2023,S2,IQP,Docente,4to grado,MONTE CRISTI,8,57.2,16
2023,S2,IQP,Docente,4to grado,NAGUA,1,0.4,1
2023,S2,IQP,Docente,4to grado,PUERTO PLATA,3,40.9,9
2023,S2,IQP,Docente,4to grado,SAN CRISTOBAL,6,33.8,14
2023,S2,IQP,Docente,4to grado,SAN FRANCISCO DE MACORIS,4,82.0,10
2023,S2,IQP,Docente,4to grado,SAN JUAN DE LA MAGUANA,2,6.7,4
2023,S2,IQP,Docente,4to grado,SAN PEDRO DE MACORIS,7,41.8,16
2023,S2,IQP,Docente,4to grado,SANTIAGO,14,317.1,43
2023,S2,IQP,Docente,4to grado,SANTO DOMINGO,37,598.0,149
2023,S2,IQP,Docente,4to grado,Sin ubicación,59,419.4,133
2023,S2,IQP,Docente,5to grado,AZUA,60,804.8,187
2023,S2,IQP,Docente,5to grado,BAHORUCO,48,246.4,96
2023,S2,IQP,Docente,5to grado,BARAHONA,9,20.8,11
2023,S2,IQP,Docente,5to grado,COTUI,82,940.7,215
2023,S2,IQP,Docente,5to grado,HIGUEY,233,2684.3,828
2023,S2,IQP,Docente,5to grado,LA VEGA,91,906.8,186
2023,S2,IQP,Docente,5to grado,MAO,27,86.7,50
2023,S2,IQP,Docente,5to grado,MONTE CRISTI,39,216.8,74
2023,S2,IQP,Docente,5to grado,MONTE PLATA,12,19.9,15
2023,S2,IQP,Docente,5to grado,NAGUA,40,555.5,134
2023,S2,IQP,Docente,5to grado,PUERTO PLATA,50,686.2,186
2023,S2,IQP,Docente,5to grado,SAN CRISTOBAL,192,1760.8,417
2023,S2,IQP,Docente,5to grado,SAN FRANCISCO DE MACORIS,67,585.7,184
2023,S2,IQP,Docente,5to grado,SAN JUAN DE LA MAGUANA,58,168.3,105
2023,S2,IQP,Docente,5to grado,SAN PEDRO DE MACORIS,342,4476.8,1065
2023,S2,IQP,Docente,5to grado,SANTIAGO,353,4700.9,1081
2023,S2,IQP,Docente,5to grado,SANTO DOMINGO,976,9455.3,2608
2023,S2,IQP,Docente,5to grado,Sin ubicación,514,2766.4,953
2023,S2,IQP,Docente,6to grado,AZUA,6,23.0,9
2023,S2,IQP,Docente,6to grado,BAHORUCO,2,2.8,3
2023,S2,IQP,Docente,6to grado,BARAHONA,6,7.6,8
2023,S2,IQP,Docente,6to grado,COTUI,38,780.4,129
2023,S2,IQP,Docente,6to grado,HIGUEY,28,624.3,128
2023,S2,IQP,Docente,6to grado,LA VEGA,101,1162.9,263
2023,S2,IQP,Docente,6to grado,MAO,17,323.8,76
