Anio,Trimestre,Programa,Rol,Grado,region_norm,usuarios_activos,horas_totales,registros
2023,Q3,IQP,Docente,6to grado,SANTIAGO,14,27.0,18
2023,Q3,IQP,Docente,6to grado,SANTO DOMINGO,67,213.9,86
2023,Q3,IQP,Docente,6to grado,Sin ubicación,112,345.6,148
2023,Q3,IQP,Docente,No especificado,SANTIAGO,1,0.6,1
2023,Q3,IQP,Docente,No especificado,SANTO DOMINGO,3,5.3,3
2023,Q3,IQP,Docente,No especificado,Sin ubicación,7,28.3,12
2023,Q3,IQP,Estudiante,1er grado,AZUA,1,0.6,1
2023,Q3,IQP,Estudiante,1er grado,NAGUA,1,1.6,1
2023,Q3,IQP,Estudiante,1er grado,SANTIAGO,1,4.0,1
2023,Q3,IQP,Estudiante,1er grado,SANTO DOMINGO,17,43.8,25
2023,Q3,IQP,Estudiante,1er grado,Sin ubicación,15,103.2,37
2023,Q3,IQP,Estudiante,2do grado,AZUA,1,0.7,2
2023,Q3,IQP,Estudiante,2do grado,BAHORUCO,1,13.8,1
2023,Q3,IQP,Estudiante,2do grado,HIGUEY,1,0.1,1
2023,Q3,IQP,Estudiante,2do grado,MONTE CRISTI,1,2.9,2
2023,Q3,IQP,Estudiante,2do grado,SAN PEDRO DE MACORIS,1,0.5,1
2023,Q3,IQP,Estudiante,2do grado,SANTO DOMINGO,6,9.6,7
2023,Q3,IQP,Estudiante,2do grado,Sin ubicación,27,102.7,56
2023,Q3,IQP,Estudiante,3er grado,AZUA,1,16.3,1
2023,Q3,IQP,Estudiante,3er grado,BARAHONA,2,2.6,2
2023,Q3,IQP,Estudiante,3er grado,HIGUEY,2,10.0,4
2023,Q3,IQP,Estudiante,3er grado,MONTE CRISTI,1,1.6,2
2023,Q3,IQP,Estudiante,3er grado,SAN CRISTOBAL,2,5.8,2
2023,Q3,IQP,Estudiante,3er grado,SAN JUAN DE LA MAGUANA,1,1.1,1
2023,Q3,IQP,Estudiante,3er grado,SANTO DOMINGO,8,21.0,11
2023,Q3,IQP,Estudiante,3er grado,Sin ubicación,18,27.0,21
2023,Q3,IQP,Estudiante,4to grado,SANTO DOMINGO,14,27.2,16
2023,Q3,IQP,Estudiante,4to grado,Sin ubicación,19,104.4,35
2023,Q3,IQP,Estudiante,5to grado,AZUA,1,18.8,2
2023,Q3,IQP,Estudiante,5to grado,COTUI,8,7.1,11
2023,Q3,IQP,Estudiante,5to grado,MONTE CRISTI,1,0.4,1
2023,Q3,IQP,Estudiante,5to grado,PUERTO PLATA,9,31.2,10
2023,Q3,IQP,Estudiante,5to grado,SAN CRISTOBAL,187,137.7,192
2023,Q3,IQP,Estudiante,5to grado,SAN PEDRO DE MACORIS,9,4.4,9
2023,Q3,IQP,Estudiante,5to grado,SANTIAGO,1,0.4,1
2023,Q3,IQP,Estudiante,5to grado,SANTO DOMINGO,104,256.9,144
2023,Q3,IQP,Estudiante,5to grado,Sin ubicación,154,144.6,161
2023,Q3,IQP,Estudiante,6to grado,AZUA,2,0.5,2
2023,Q3,IQP,Estudiante,6to grado,BAHORUCO,2,0.6,2
2023,Q3,IQP,Estudiante,6to grado,BARAHONA,1,0.2,1
2023,Q3,IQP,Estudiante,6to grado,COTUI,2,6.1,2
2023,Q3,IQP,Estudiante,6to grado,HIGUEY,1,0.1,1
2023,Q3,IQP,Estudiante,6to grado,LA VEGA,1,1.4,3
2023,Q3,IQP,Estudiante,6to grado,NAGUA,1,2.8,2
2023,Q3,IQP,Estudiante,6to grado,PUERTO PLATA,1,33.4,1
2023,Q3,IQP,Estudiante,6to grado,SAN CRISTOBAL,2,2.4,2
2023,Q3,IQP,Estudiante,6to grado,SAN FRANCISCO DE MACORIS,1,1.2,1
2023,Q3,IQP,Estudiante,6to grado,SAN JUAN DE LA MAGUANA,2,0.9,2
2023,Q3,IQP,Estudiante,6to grado,SAN PEDRO DE MACORIS,1,0.3,1
2023,Q3,IQP,Estudiante,6to grado,SANTO DOMINGO,66,156.1,97
2023,Q3,IQP,Estudiante,6to grado,Sin ubicación,69,238.1,108
2023,Q3,IQP,Parent,No especificado,Sin ubicación,6,13.8,10
2023,Q3,IQP,Sin rol,No especificado,Sin ubicación,1,842.7,60
2023,Q3,IQS,Admin,No especificado,Sin ubicación,1,66.0,12
2023,Q3,IQS,Docente,1er grado,AZUA,1,0.9,2
2023,Q3,IQS,Docente,1er grado,COTUI,1,0.4,1
2023,Q3,IQS,Docente,1er grado,HIGUEY,1,1.3,2
2023,Q3,IQS,Docente,1er grado,LA VEGA,6,26.5,10
2023,Q3,IQS,Docente,1er grado,MONTE CRISTI,3,12.0,6
2023,Q3,IQS,Docente,1er grado,MONTE PLATA,5,42.0,10
2023,Q3,IQS,Docente,1er grado,NAGUA,1,0.6,2
2023,Q3,IQS,Docente,1er grado,PUERTO PLATA,2,1.4,2
2023,Q3,IQS,Docente,1er grado,SAN CRISTOBAL,2,18.4,4
2023,Q3,IQS,Docente,1er grado,SAN FRANCISCO DE MACORIS,5,7.2,5
2023,Q3,IQS,Docente,1er grado,SAN JUAN DE LA MAGUANA,1,0.5,2
2023,Q3,IQS,Docente,1er grado,SAN PEDRO DE MACORIS,1,2.1,2
2023,Q3,IQS,Docente,1er grado,SANTIAGO,8,19.9,13
2023,Q3,IQS,Docente,1er grado,SANTO DOMINGO,11,73.7,24
2023,Q3,IQS,Docente,1er grado,Sin ubicación,19,86.6,28
2023,Q3,IQS,Docente,4to grado,AZUA,3,56.3,13
2023,Q3,IQS,Docente,4to grado,BAHORUCO,2,6.3,2
2023,Q3,IQS,Docente,4to grado,BARAHONA,1,7.3,3
2023,Q3,IQS,Docente,4to grado,COTUI,2,1.9,3
2023,Q3,IQS,Docente,4to grado,HIGUEY,6,10.4,8
2023,Q3,IQS,Docente,4to grado,LA VEGA,10,14.3,15
2023,Q3,IQS,Docente,4to grado,MAO,4,25.4,11
2023,Q3,IQS,Docente,4to grado,MONTE CRISTI,1,0.7,1
2023,Q3,IQS,Docente,4to grado,MONTE PLATA,8,17.3,13
2023,Q3,IQS,Docente,4to grado,NAGUA,4,13.2,9
2023,Q3,IQS,Docente,4to grado,PUERTO PLATA,6,11.2,10
2023,Q3,IQS,Docente,4to grado,SAN CRISTOBAL,4,7.4,8
2023,Q3,IQS,Docente,4to grado,SAN FRANCISCO DE MACORIS,7,35.1,11
2023,Q3,IQS,Docente,4to grado,SAN JUAN DE LA MAGUANA,1,4.5,1
2023,Q3,IQS,Docente,4to grado,SAN PEDRO DE MACORIS,8,57.8,19
2023,Q3,IQS,Docente,4to grado,SANTIAGO,9,44.8,20
2023,Q3,IQS,Docente,4to grado,SANTO DOMINGO,35,102.2,56
2023,Q3,IQS,Docente,4to grado,Sin ubicación,26,67.3,42
2023,Q3,IQS,Docente,6to grado,AZUA,4,5.7,4
2023,Q3,IQS,Docente,6to grado,BARAHONA,2,0.8,3
2023,Q3,IQS,Docente,6to grado,COTUI,19,105.3,38
2023,Q3,IQS,Docente,6to grado,HIGUEY,3,18.2,5
2023,Q3,IQS,Docente,6to grado,LA VEGA,18,74.5,25
2023,Q3,IQS,Docente,6to grado,MAO,4,12.2,5
2023,Q3,IQS,Docente,6to grado,MONTE CRISTI,7,24.9,10
2023,Q3,IQS,Docente,6to grado,MONTE PLATA,12,36.0,15
2023,Q3,IQS,Docente,6to grado,NAGUA,2,8.2,3
2023,Q3,IQS,Docente,6to grado,PUERTO PLATA,11,38.0,17
2023,Q3,IQS,Docente,6to grado,SAN CRISTOBAL,22,108.6,29
2023,Q3,IQS,Docente,6to grado,SAN FRANCISCO DE MACORIS,14,26.9,25
2023,Q3,IQS,Docente,6to grado,SAN JUAN DE LA MAGUANA,7,98.9,17
2023,Q3,IQS,Docente,6to grado,SAN PEDRO DE MACORIS,51,232.8,84
2023,Q3,IQS,Docente,6to grado,SANTIAGO,46,157.7,56
2023,Q3,IQS,Docente,6to grado,SANTO DOMINGO,99,442.7,173
2023,Q3,IQS,Docente,6to grado,Sin ubicación,127,495.4,198
2023,Q3,IQS,Docente,No especificado,BARAHONA,1,1.9,1
2023,Q3,IQS,Docente,No especificado,MAO,1,0.3,1
2023,Q3,IQS,Docente,No especificado,MONTE PLATA,3,1.1,3
2023,Q3,IQS,Docente,No especificado,SAN CRISTOBAL,1,2.6,1
2023,Q3,IQS,Docente,No especificado,SAN FRANCISCO DE MACORIS,1,0.4,1
2023,Q3,IQS,Docente,No especificado,SANTO DOMINGO,5,8.3,14
2023,Q3,IQS,Docente,No especificado,Sin ubicación,2,1.8,6
2023,Q3,IQS,Editor,No especificado,SANTIAGO,1,464.3,46
2023,Q3,IQS,Estudiante,1er grado,AZUA,3,1.7,6
2023,Q3,IQS,Estudiante,1er grado,BAHORUCO,1,0.5,2
2023,Q3,IQS,Estudiante,1er grado,BARAHONA,6,3.4,11
2023,Q3,IQS,Estudiante,1er grado,HIGUEY,2,1.6,9
2023,Q3,IQS,Estudiante,1er grado,LA VEGA,1,0.7,2
2023,Q3,IQS,Estudiante,1er grado,MAO,2,5.2,4
2023,Q3,IQS,Estudiante,1er grado,MONTE PLATA,2,41.5,28
2023,Q3,IQS,Estudiante,1er grado,NAGUA,3,2.6,5
2023,Q3,IQS,Estudiante,1er grado,PUERTO PLATA,6,2.9,9
2023,Q3,IQS,Estudiante,1er grado,SAN CRISTOBAL,5,3.4,7
2023,Q3,IQS,Estudiante,1er grado,SAN FRANCISCO DE MACORIS,8,28.3,19
2023,Q3,IQS,Estudiante,1er grado,SAN PEDRO DE MACORIS,5,2.2,10
2023,Q3,IQS,Estudiante,1er grado,SANTIAGO,12,11.6,36
2023,Q3,IQS,Estudiante,1er grado,SANTO DOMINGO,139,728.7,272
2023,Q3,IQS,Estudiante,1er grado,Sin ubicación,61,105.2,154
2023,Q3,IQS,Estudiante,2do grado,AZUA,3,2.3,5
2023,Q3,IQS,Estudiante,2do grado,COTUI,117,381.9,166
2023,Q3,IQS,Estudiante,2do grado,HIGUEY,2,0.7,4
2023,Q3,IQS,Estudiante,2do grado,LA VEGA,3,7.5,3
2023,Q3,IQS,Estudiante,2do grado,MAO,2,60.5,12
2023,Q3,IQS,Estudiante,2do grado,MONTE PLATA,1,12.3,1
2023,Q3,IQS,Estudiante,2do grado,NAGUA,1,2.8,1
2023,Q3,IQS,Estudiante,2do grado,PUERTO PLATA,4,3.0,7
2023,Q3,IQS,Estudiante,2do grado,SAN CRISTOBAL,37,26.5,39
2023,Q3,IQS,Estudiante,2do grado,SAN FRANCISCO DE MACORIS,12,16.4,12
2023,Q3,IQS,Estudiante,2do grado,SAN JUAN DE LA MAGUANA,2,10.0,5
2023,Q3,IQS,Estudiante,2do grado,SAN PEDRO DE MACORIS,194,211.0,232
2023,Q3,IQS,Estudiante,2do grado,SANTIAGO,33,45.9,36
2023,Q3,IQS,Estudiante,2do grado,SANTO DOMINGO,270,709.1,455
2023,Q3,IQS,Estudiante,2do grado,Sin ubicación,214,483.5,362
2023,Q3,IQS,Estudiante,3er grado,AZUA,1,2.1,1
2023,Q3,IQS,Estudiante,3er grado,BARAHONA,1,0.2,2
2023,Q3,IQS,Estudiante,3er grado,COTUI,1,5.2,1
2023,Q3,IQS,Estudiante,3er grado,HIGUEY,1,0.1,1
2023,Q3,IQS,Estudiante,3er grado,LA VEGA,2,0.5,3
2023,Q3,IQS,Estudiante,3er grado,MAO,1,2.1,2
2023,Q3,IQS,Estudiante,3er grado,MONTE CRISTI,2,7.7,3
2023,Q3,IQS,Estudiante,3er grado,MONTE PLATA,1,0.7,1
2023,Q3,IQS,Estudiante,3er grado,NAGUA,1,1.8,1
2023,Q3,IQS,Estudiante,3er grado,SAN CRISTOBAL,2,0.3,2
2023,Q3,IQS,Estudiante,3er grado,SAN JUAN DE LA MAGUANA,1,1.2,2
2023,Q3,IQS,Estudiante,3er grado,SAN PEDRO DE MACORIS,1,0.0,1
2023,Q3,IQS,Estudiante,3er grado,SANTIAGO,6,5.2,6
2023,Q3,IQS,Estudiante,3er grado,SANTO DOMINGO,13,147.6,41
2023,Q3,IQS,Estudiante,3er grado,Sin ubicación,14,34.1,22
2023,Q3,IQS,Estudiante,4to grado,AZUA,2,9.1,4
2023,Q3,IQS,Estudiante,4to grado,BAHORUCO,1,0.5,1
2023,Q3,IQS,Estudiante,4to grado,BARAHONA,6,12.7,10
2023,Q3,IQS,Estudiante,4to grado,COTUI,1,0.3,2
2023,Q3,IQS,Estudiante,4to grado,HIGUEY,7,21.3,14
2023,Q3,IQS,Estudiante,4to grado,LA VEGA,7,6.4,11
2023,Q3,IQS,Estudiante,4to grado,MAO,1,0.5,1
2023,Q3,IQS,Estudiante,4to grado,MONTE CRISTI,3,1.7,5
2023,Q3,IQS,Estudiante,4to grado,MONTE PLATA,1,3.7,2
2023,Q3,IQS,Estudiante,4to grado,NAGUA,1,8.5,2
2023,Q3,IQS,Estudiante,4to grado,PUERTO PLATA,2,1.0,2
2023,Q3,IQS,Estudiante,4to grado,SAN CRISTOBAL,7,3.1,12
2023,Q3,IQS,Estudiante,4to grado,SAN FRANCISCO DE MACORIS,2,25.7,9
2023,Q3,IQS,Estudiante,4to grado,SAN JUAN DE LA MAGUANA,1,0.5,1
2023,Q3,IQS,Estudiante,4to grado,SAN PEDRO DE MACORIS,6,45.2,18
2023,Q3,IQS,Estudiante,4to grado,SANTIAGO,23,43.2,38
2023,Q3,IQS,Estudiante,4to grado,SANTO DOMINGO,97,383.2,213
2023,Q3,IQS,Estudiante,4to grado,Sin ubicación,102,556.3,170
2023,Q3,IQS,Estudiante,5to grado,AZUA,4,9.6,4
2023,Q3,IQS,Estudiante,5to grado,BARAHONA,1,0.2,1
2023,Q3,IQS,Estudiante,5to grado,COTUI,1,4.6,2
2023,Q3,IQS,Estudiante,5to grado,HIGUEY,2,0.9,3
2023,Q3,IQS,Estudiante,5to grado,LA VEGA,4,2.8,7
2023,Q3,IQS,Estudiante,5to grado,MAO,1,13.3,5
2023,Q3,IQS,Estudiante,5to grado,MONTE PLATA,1,0.3,2
2023,Q3,IQS,Estudiante,5to grado,NAGUA,3,2.5,5
2023,Q3,IQS,Estudiante,5to grado,SAN CRISTOBAL,15,17.8,22
2023,Q3,IQS,Estudiante,5to grado,SAN FRANCISCO DE MACORIS,2,1.8,3
2023,Q3,IQS,Estudiante,5to grado,SAN JUAN DE LA MAGUANA,1,0.1,2
2023,Q3,IQS,Estudiante,5to grado,SAN PEDRO DE MACORIS,8,4.7,9
2023,Q3,IQS,Estudiante,5to grado,SANTIAGO,6,7.3,8
2023,Q3,IQS,Estudiante,5to grado,SANTO DOMINGO,64,318.2,158
2023,Q3,IQS,Estudiante,5to grado,Sin ubicación,93,481.7,129
2023,Q3,IQS,Estudiante,6to grado,AZUA,126,383.8,317
2023,Q3,IQS,Estudiante,6to grado,BAHORUCO,7,7.5,12
2023,Q3,IQS,Estudiante,6to grado,BARAHONA,28,34.3,59
2023,Q3,IQS,Estudiante,6to grado,COTUI,86,421.1,176
2023,Q3,IQS,Estudiante,6to grado,HIGUEY,79,218.5,177
2023,Q3,IQS,Estudiante,6to grado,LA VEGA,152,335.7,271
2023,Q3,IQS,Estudiante,6to grado,MAO,25,225.1,64
2023,Q3,IQS,Estudiante,6to grado,MONTE CRISTI,22,89.5,42
2023,Q3,IQS,Estudiante,6to grado,MONTE PLATA,32,94.1,67
2023,Q3,IQS,Estudiante,6to grado,NAGUA,30,63.3,62
2023,Q3,IQS,Estudiante,6to grado,PUERTO PLATA,50,99.8,88
2023,Q3,IQS,Estudiante,6to grado,SAN CRISTOBAL,101,307.9,218
2023,Q3,IQS,Estudiante,6to grado,SAN FRANCISCO DE MACORIS,75,185.6,166
2023,Q3,IQS,Estudiante,6to grado,SAN JUAN DE LA MAGUANA,36,78.4,81
2023,Q3,IQS,Estudiante,6to grado,SAN PEDRO DE MACORIS,250,2812.6,806
2023,Q3,IQS,Estudiante,6to grado,SANTIAGO,283,920.1,633
2023,Q3,IQS,Estudiante,6to grado,SANTO DOMINGO,999,4339.8,2157
2023,Q3,IQS,Estudiante,6to grado,Sin ubicación,716,3212.8,1599
2023,Q3,IQS,Estudiante,No especificado,BARAHONA,2,3.2,4
2023,Q3,IQS,Estudiante,No especificado,COTUI,1,3.2,2
2023,Q3,IQS,Estudiante,No especificado,HIGUEY,2,2.0,8
2023,Q3,IQS,Estudiante,No especificado,LA VEGA,4,4.6,12
2023,Q3,IQS,Estudiante,No especificado,MAO,4,8.6,14
2023,Q3,IQS,Estudiante,No especificado,PUERTO PLATA,1,0.1,2
2023,Q3,IQS,Estudiante,No especificado,SAN CRISTOBAL,1,1.2,1
2023,Q3,IQS,Estudiante,No especificado,SAN FRANCISCO DE MACORIS,5,15.7,18
2023,Q3,IQS,Estudiante,No especificado,SAN JUAN DE LA MAGUANA,1,0.0,1
2023,Q3,IQS,Estudiante,No especificado,SAN PEDRO DE MACORIS,4,8.2,8
2023,Q3,IQS,Estudiante,No especificado,SANTIAGO,11,9.5,16
2023,Q3,IQS,Estudiante,No especificado,SANTO DOMINGO,39,57.6,81
2023,Q3,IQS,Estudiante,No especificado,Sin ubicación,23,38.7,69
2023,Q3,IQS,Invitado,6to grado,COTUI,1,2.4,2
2023,Q3,IQS,Invitado,6to grado,SANTIAGO,2,4.4,2
2023,Q3,IQS,Invitado,6to grado,SANTO DOMINGO,3,13.4,5
2023,Q3,IQS,Invitado,6to grado,Sin ubicación,316,1806.4,692
2023,Q3,IQS,Invitado,No especificado,SANTO DOMINGO,1,0.7,1
2023,Q3,IQS,Invitado,No especificado,Sin ubicación,12,27.3,23
2023,Q4,IQ512,Admin,No especificado,Sin ubicación,2,14.2,7
2023,Q4,IQ512,Aliado de la Alianza,No especificado,Sin ubicación,1,5.8,2
2023,Q4,IQ512,Docente,No especificado,Sin ubicación,2,16.0,2
2023,Q4,IQ512,Editor,No especificado,Sin ubicación,1,3.5,4
2023,Q4,IQ512,Estudiante,No especificado,AZUA,11,13.8,20
2023,Q4,IQ512,Estudiante,No especificado,BAHORUCO,7,35.1,13
2023,Q4,IQ512,Estudiante,No especificado,BARAHONA,9,28.2,38
2023,Q4,IQ512,Estudiante,No especificado,COTUI,9,32.7,20
2023,Q4,IQ512,Estudiante,No especificado,HIGUEY,7,20.8,17
2023,Q4,IQ512,Estudiante,No especificado,LA VEGA,18,36.8,32
2023,Q4,IQ512,Estudiante,No especificado,MAO,10,35.8,33
2023,Q4,IQ512,Estudiante,No especificado,MONTE CRISTI,6,8.6,16
2023,Q4,IQ512,Estudiante,No especificado,MONTE PLATA,3,1.6,3
2023,Q4,IQ512,Estudiante,No especificado,NAGUA,3,4.6,9
2023,Q4,IQ512,Estudiante,No especificado,PUERTO PLATA,7,7.3,11
2023,Q4,IQ512,Estudiante,No especificado,SAN CRISTOBAL,15,48.7,31
2023,Q4,IQ512,Estudiante,No especificado,SAN FRANCISCO DE MACORIS,10,25.8,32
2023,Q4,IQ512,Estudiante,No especificado,SAN JUAN DE LA MAGUANA,5,23.4,9
2023,Q4,IQ512,Estudiante,No especificado,SAN PEDRO DE MACORIS,9,60.4,13
2023,Q4,IQ512,Estudiante,No especificado,SANTIAGO,11,8.9,22
2023,Q4,IQ512,Estudiante,No especificado,SANTO DOMINGO,67,512.5,174
2023,Q4,IQ512,Estudiante,No especificado,Sin ubicación,444,1728.5,873
2023,Q4,IQP,Admin,No especificado,Sin ubicación,1,14.8,12
2023,Q4,IQP,Docente,1er grado,Sin ubicación,2,253.8,56
2023,Q4,IQP,Docente,2do grado,BAHORUCO,1,11.6,2
2023,Q4,IQP,Docente,2do grado,COTUI,4,94.3,20
2023,Q4,IQP,Docente,2do grado,HIGUEY,2,8.7,2
2023,Q4,IQP,Docente,2do grado,LA VEGA,8,111.4,17
2023,Q4,IQP,Docente,2do grado,NAGUA,1,49.3,4
2023,Q4,IQP,Docente,2do grado,PUERTO PLATA,1,11.0,2
2023,Q4,IQP,Docente,2do grado,SAN CRISTOBAL,3,43.2,8
2023,Q4,IQP,Docente,2do grado,SAN FRANCISCO DE MACORIS,1,9.3,2
2023,Q4,IQP,Docente,2do grado,SAN PEDRO DE MACORIS,2,38.9,5
2023,Q4,IQP,Docente,2do grado,SANTIAGO,10,396.1,66
2023,Q4,IQP,Docente,2do grado,SANTO DOMINGO,5,10.2,7
2023,Q4,IQP,Docente,2do grado,Sin ubicación,3,39.0,10
2023,Q4,IQP,Docente,3er grado,BARAHONA,1,0.2,1
2023,Q4,IQP,Docente,3er grado,SANTIAGO,2,42.4,8
2023,Q4,IQP,Docente,3er grado,Sin ubicación,1,0.5,1
2023,Q4,IQP,Docente,4to grado,AZUA,1,96.2,8
2023,Q4,IQP,Docente,4to grado,BARAHONA,1,0.0,1
2023,Q4,IQP,Docente,4to grado,COTUI,2,7.9,2
2023,Q4,IQP,Docente,4to grado,HIGUEY,1,18.9,12
2023,Q4,IQP,Docente,4to grado,LA VEGA,12,74.8,24
2023,Q4,IQP,Docente,4to grado,MAO,1,0.7,1
2023,Q4,IQP,Docente,4to grado,MONTE CRISTI,7,36.9,13
2023,Q4,IQP,Docente,4to grado,NAGUA,1,0.4,1
2023,Q4,IQP,Docente,4to grado,PUERTO PLATA,2,30.3,7
2023,Q4,IQP,Docente,4to grado,SAN CRISTOBAL,6,28.3,13
2023,Q4,IQP,Docente,4to grado,SAN FRANCISCO DE MACORIS,4,82.0,10
2023,Q4,IQP,Docente,4to grado,SAN JUAN DE LA MAGUANA,1,3.6,3
2023,Q4,IQP,Docente,4to grado,SAN PEDRO DE MACORIS,6,39.5,14
2023,Q4,IQP,Docente,4to grado,SANTIAGO,10,290.4,35
2023,Q4,IQP,Docente,4to grado,SANTO DOMINGO,32,419.2,114
2023,Q4,IQP,Docente,4to grado,Sin ubicación,45,309.3,97
2023,Q4,IQP,Docente,5to grado,AZUA,60,804.8,187
2023,Q4,IQP,Docente,5to grado,BAHORUCO,48,246.4,96
2023,Q4,IQP,Docente,5to grado,BARAHONA,9,20.8,11
2023,Q4,IQP,Docente,5to grado,COTUI,82,940.7,215
2023,Q4,IQP,Docente,5to grado,HIGUEY,233,2684.3,828
2023,Q4,IQP,Docente,5to grado,LA VEGA,91,906.8,186
2023,Q4,IQP,Docente,5to grado,MAO,27,86.7,50
2023,Q4,IQP,Docente,5to grado,MONTE CRISTI,39,216.8,74
2023,Q4,IQP,Docente,5to grado,MONTE PLATA,12,19.9,15
2023,Q4,IQP,Docente,5to grado,NAGUA,40,555.5,134
2023,Q4,IQP,Docente,5to grado,PUERTO PLATA,50,686.2,186
2023,Q4,IQP,Docente,5to grado,SAN CRISTOBAL,192,1760.8,417
2023,Q4,IQP,Docente,5to grado,SAN FRANCISCO DE MACORIS,67,585.7,184
2023,Q4,IQP,Docente,5to grado,SAN JUAN DE LA MAGUANA,58,168.3,105
2023,Q4,IQP,Docente,5to grado,SAN PEDRO DE MACORIS,342,4476.8,1065
2023,Q4,IQP,Docente,5to grado,SANTIAGO,353,4700.9,1081
2023,Q4,IQP,Docente,5to grado,SANTO DOMINGO,976,9455.3,2608
2023,Q4,IQP,Docente,5to grado,Sin ubicación,514,2766.4,953
2023,Q4,IQP,Docente,6to grado,AZUA,5,19.0,6
2023,Q4,IQP,Docente,6to grado,BARAHONA,1,0.6,1
2023,Q4,IQP,Docente,6to grado,COTUI,38,741.9,125
2023,Q4,IQP,Docente,6to grado,HIGUEY,26,622.3,126
2023,Q4,IQP,Docente,6to grado,LA VEGA,91,1136.4,252
2023,Q4,IQP,Docente,6to grado,MAO,15,292.3,72
2023,Q4,IQP,Docente,6to grado,MONTE CRISTI,5,25.6,9
2023,Q4,IQP,Docente,6to grado,MONTE PLATA,19,158.3,45
2023,Q4,IQP,Docente,6to grado,NAGUA,29,588.4,97
2023,Q4,IQP,Docente,6to grado,PUERTO PLATA,32,426.5,112
2023,Q4,IQP,Docente,6to grado,SAN CRISTOBAL,132,2280.0,527
2023,Q4,IQP,Docente,6to grado,SAN FRANCISCO DE MACORIS,88,931.4,258
2023,Q4,IQP,Docente,6to grado,SAN JUAN DE LA MAGUANA,5,15.5,10
2023,Q4,IQP,Docente,6to grado,SAN PEDRO DE MACORIS,42,907.1,154
2023,Q4,IQP,Docente,6to grado,SANTIAGO,73,1553.0,338
2023,Q4,IQP,Docente,6to grado,SANTO DOMINGO,243,2408.0,651
2023,Q4,IQP,Docente,6to grado,Sin ubicación,259,1694.1,527
2023,Q4,IQP,Docente,No especificado,AZUA,1,0.2,1
2023,Q4,IQP,Docente,No especificado,COTUI,2,31.6,5
2023,Q4,IQP,Docente,No especificado,HIGUEY,1,7.8,2
2023,Q4,IQP,Docente,No especificado,LA VEGA,7,80.6,20
2023,Q4,IQP,Docente,No especificado,MAO,1,3.0,1
2023,Q4,IQP,Docente,No especificado,PUERTO PLATA,1,45.9,6
2023,Q4,IQP,Docente,No especificado,SAN CRISTOBAL,7,66.5,16
2023,Q4,IQP,Docente,No especificado,SAN FRANCISCO DE MACORIS,3,7.1,8
2023,Q4,IQP,Docente,No especificado,SAN PEDRO DE MACORIS,4,26.3,7
2023,Q4,IQP,Docente,No especificado,SANTIAGO,7,51.4,14
2023,Q4,IQP,Docente,No especificado,SANTO DOMINGO,23,156.8,58
2023,Q4,IQP,Docente,No especificado,Sin ubicación,11,73.0,19
2023,Q4,IQP,Estudiante,1er grado,AZUA,1,1.4,1
2023,Q4,IQP,Estudiante,1er grado,BAHORUCO,1,0.8,1
2023,Q4,IQP,Estudiante,1er grado,COTUI,3,3.5,3
2023,Q4,IQP,Estudiante,1er grado,HIGUEY,2,5.9,2
2023,Q4,IQP,Estudiante,1er grado,LA VEGA,1,0.2,1
2023,Q4,IQP,Estudiante,1er grado,MAO,1,0.3,1
2023,Q4,IQP,Estudiante,1er grado,MONTE CRISTI,1,1.9,2
2023,Q4,IQP,Estudiante,1er grado,SAN CRISTOBAL,5,2.1,5
2023,Q4,IQP,Estudiante,1er grado,SAN FRANCISCO DE MACORIS,1,0.8,1
2023,Q4,IQP,Estudiante,1er grado,SAN PEDRO DE MACORIS,3,3.5,3
2023,Q4,IQP,Estudiante,1er grado,SANTIAGO,7,4.5,7
2023,Q4,IQP,Estudiante,1er grado,SANTO DOMINGO,36,194.9,69
2023,Q4,IQP,Estudiante,1er grado,Sin ubicación,23,84.9,48
2023,Q4,IQP,Estudiante,2do grado,AZUA,20,22.9,22
2023,Q4,IQP,Estudiante,2do grado,BAHORUCO,9,9.7,10
2023,Q4,IQP,Estudiante,2do grado,BARAHONA,25,24.7,30
2023,Q4,IQP,Estudiante,2do grado,COTUI,22,36.8,24
2023,Q4,IQP,Estudiante,2do grado,HIGUEY,42,87.7,49
2023,Q4,IQP,Estudiante,2do grado,LA VEGA,58,238.5,86
2023,Q4,IQP,Estudiante,2do grado,MAO,4,14.5,5
2023,Q4,IQP,Estudiante,2do grado,MONTE CRISTI,30,84.6,37
2023,Q4,IQP,Estudiante,2do grado,MONTE PLATA,22,55.5,25
2023,Q4,IQP,Estudiante,2do grado,NAGUA,13,20.7,15
2023,Q4,IQP,Estudiante,2do grado,PUERTO PLATA,7,20.1,7
2023,Q4,IQP,Estudiante,2do grado,SAN CRISTOBAL,127,307.3,179
2023,Q4,IQP,Estudiante,2do grado,SAN FRANCISCO DE MACORIS,26,66.0,30
2023,Q4,IQP,Estudiante,2do grado,SAN JUAN DE LA MAGUANA,26,44.4,26
2023,Q4,IQP,Estudiante,2do grado,SAN PEDRO DE MACORIS,191,456.5,215
2023,Q4,IQP,Estudiante,2do grado,SANTIAGO,144,179.6,176
2023,Q4,IQP,Estudiante,2do grado,SANTO DOMINGO,844,1667.2,936
2023,Q4,IQP,Estudiante,2do grado,Sin ubicación,690,1341.4,807
2023,Q4,IQP,Estudiante,3er grado,AZUA,1,6.8,5
