Anio,Programa,Rol,Grado,region_norm,usuarios_activos,horas_totales,registros
2023,IQP,Estudiante,4to grado,MONTE CRISTI,1,1.4,1
2023,IQP,Estudiante,4to grado,MONTE PLATA,2,1.8,2
2023,IQP,Estudiante,4to grado,NAGUA,1,3.7,2
2023,IQP,Estudiante,4to grado,PUERTO PLATA,7,24.9,12
2023,IQP,Estudiante,4to grado,SAN CRISTOBAL,6,29.2,15
2023,IQP,Estudiante,4to grado,SAN FRANCISCO DE MACORIS,5,11.4,10
2023,IQP,Estudiante,4to grado,SAN JUAN DE LA MAGUANA,1,0.8,1
2023,IQP,Estudiante,4to grado,SAN PEDRO DE MACORIS,13,24.9,19
2023,IQP,Estudiante,4to grado,SANTIAGO,71,213.6,107
2023,IQP,Estudiante,4to grado,SANTO DOMINGO,152,517.1,216
2023,IQP,Estudiante,4to grado,Sin ubicación,138,454.5,219
2023,IQP,Estudiante,5to grado,AZUA,468,2831.3,778
2023,IQP,Estudiante,5to grado,BAHORUCO,202,788.5,370
2023,IQP,Estudiante,5to grado,BARAHONA,9,49.5,22
2023,IQP,Estudiante,5to grado,COTUI,803,5442.9,1466
2023,IQP,Estudiante,5to grado,HIGUEY,4206,20534.5,7584
2023,IQP,Estudiante,5to grado,LA VEGA,1204,8453.9,2289
2023,IQP,Estudiante,5to grado,MAO,187,739.6,310
2023,IQP,Estudiante,5to grado,MONTE CRISTI,296,1679.7,490
2023,IQP,Estudiante,5to grado,MONTE PLATA,57,163.5,66
2023,IQP,Estudiante,5to grado,NAGUA,530,4137.5,1006
2023,IQP,Estudiante,5to grado,PUERTO PLATA,711,6290.6,1514
2023,IQP,Estudiante,5to grado,SAN CRISTOBAL,4107,27099.2,8036
2023,IQP,Estudiante,5to grado,SAN FRANCISCO DE MACORIS,1073,8671.5,2236
2023,IQP,Estudiante,5to grado,SAN JUAN DE LA MAGUANA,317,1950.8,550
2023,IQP,Estudiante,5to grado,SAN PEDRO DE MACORIS,5892,35820.5,11565
2023,IQP,Estudiante,5to grado,SANTIAGO,6111,36587.9,11967
2023,IQP,Estudiante,5to grado,SANTO DOMINGO,13866,76421.0,26025
2023,IQP,Estudiante,5to grado,Sin ubicación,3524,18612.7,6432
2023,IQP,Estudiante,6to grado,AZUA,112,244.8,211
2023,IQP,Estudiante,6to grado,BAHORUCO,23,13.9,25
2023,IQP,Estudiante,6to grado,BARAHONA,10,9.8,11
2023,IQP,Estudiante,6to grado,COTUI,34,80.3,39
2023,IQP,Estudiante,6to grado,HIGUEY,85,636.6,254
2023,IQP,Estudiante,6to grado,LA VEGA,43,93.8,63
2023,IQP,Estudiante,6to grado,MAO,22,39.5,33
2023,IQP,Estudiante,6to grado,MONTE CRISTI,7,32.1,9
2023,IQP,Estudiante,6to grado,MONTE PLATA,11,9.1,11
2023,IQP,Estudiante,6to grado,NAGUA,10,19.5,14
2023,IQP,Estudiante,6to grado,PUERTO PLATA,131,573.5,293
2023,IQP,Estudiante,6to grado,SAN CRISTOBAL,42,100.4,48
2023,IQP,Estudiante,6to grado,SAN FRANCISCO DE MACORIS,21,40.1,24
2023,IQP,Estudiante,6to grado,SAN JUAN DE LA MAGUANA,10,53.4,17
2023,IQP,Estudiante,6to grado,SAN PEDRO DE MACORIS,133,278.3,180
2023,IQP,Estudiante,6to grado,SANTIAGO,491,1564.6,739
2023,IQP,Estudiante,6to grado,SANTO DOMINGO,1046,2110.5,1418
2023,IQP,Estudiante,6to grado,Sin ubicación,1468,2873.5,1815
2023,IQP,Estudiante,No especificado,AZUA,1,1.0,1
2023,IQP,Estudiante,No especificado,BAHORUCO,2,2.9,2
2023,IQP,Estudiante,No especificado,HIGUEY,2,3.6,2
2023,IQP,Estudiante,No especificado,LA VEGA,3,21.9,3
2023,IQP,Estudiante,No especificado,MAO,1,0.6,1
2023,IQP,Estudiante,No especificado,PUERTO PLATA,2,4.8,2
2023,IQP,Estudiante,No especificado,SAN CRISTOBAL,2,5.0,2
2023,IQP,Estudiante,No especificado,SAN FRANCISCO DE MACORIS,1,2.0,1
2023,IQP,Estudiante,No especificado,SAN PEDRO DE MACORIS,1,0.4,1
2023,IQP,Estudiante,No especificado,SANTIAGO,2,1.0,2
2023,IQP,Estudiante,No especificado,SANTO DOMINGO,30,28.5,30
2023,IQP,Estudiante,No especificado,Sin ubicación,71,108.4,78
2023,IQP,Parent,No especificado,PUERTO PLATA,1,0.5,1
2023,IQP,Parent,No especificado,Sin ubicación,46,86.7,75
2023,IQP,Sin rol,No especificado,Sin ubicación,1,3214.0,202
2023,IQS,Admin,No especificado,Sin ubicación,1,169.3,41
2023,IQS,Docente,1er grado,AZUA,17,50.9,40
2023,IQS,Docente,1er grado,BAHORUCO,5,63.5,14
2023,IQS,Docente,1er grado,BARAHONA,2,3.0,7
2023,IQS,Docente,1er grado,COTUI,9,34.4,17
2023,IQS,Docente,1er grado,HIGUEY,16,245.5,66
2023,IQS,Docente,1er grado,LA VEGA,24,812.6,115
2023,IQS,Docente,1er grado,MAO,7,91.7,23
2023,IQS,Docente,1er grado,MONTE CRISTI,21,262.6,86
2023,IQS,Docente,1er grado,MONTE PLATA,11,112.1,25
2023,IQS,Docente,1er grado,NAGUA,5,8.7,8
2023,IQS,Docente,1er grado,PUERTO PLATA,15,226.0,64
2023,IQS,Docente,1er grado,SAN CRISTOBAL,7,293.4,58
2023,IQS,Docente,1er grado,SAN FRANCISCO DE MACORIS,30,275.4,97
2023,IQS,Docente,1er grado,SAN JUAN DE LA MAGUANA,6,24.1,15
2023,IQS,Docente,1er grado,SAN PEDRO DE MACORIS,16,168.6,42
2023,IQS,Docente,1er grado,SANTIAGO,50,550.7,168
2023,IQS,Docente,1er grado,SANTO DOMINGO,221,1520.2,491
2023,IQS,Docente,1er grado,Sin ubicación,208,1804.8,544
2023,IQS,Docente,2do grado,SANTO DOMINGO,1,33.2,3
2023,IQS,Docente,4to grado,AZUA,161,1354.3,453
2023,IQS,Docente,4to grado,BAHORUCO,61,304.9,128
2023,IQS,Docente,4to grado,BARAHONA,46,370.9,106
2023,IQS,Docente,4to grado,COTUI,191,1553.6,490
2023,IQS,Docente,4to grado,HIGUEY,196,2331.9,580
2023,IQS,Docente,4to grado,LA VEGA,283,3079.1,772
2023,IQS,Docente,4to grado,MAO,80,687.4,228
2023,IQS,Docente,4to grado,MONTE CRISTI,116,1271.3,357
2023,IQS,Docente,4to grado,MONTE PLATA,99,876.9,264
2023,IQS,Docente,4to grado,NAGUA,91,905.6,266
2023,IQS,Docente,4to grado,PUERTO PLATA,190,1985.3,567
2023,IQS,Docente,4to grado,SAN CRISTOBAL,293,2296.8,740
2023,IQS,Docente,4to grado,SAN FRANCISCO DE MACORIS,183,1590.6,453
2023,IQS,Docente,4to grado,SAN JUAN DE LA MAGUANA,90,397.7,173
2023,IQS,Docente,4to grado,SAN PEDRO DE MACORIS,525,5472.8,1531
2023,IQS,Docente,4to grado,SANTIAGO,557,4261.4,1446
2023,IQS,Docente,4to grado,SANTO DOMINGO,1751,14473.1,4581
2023,IQS,Docente,4to grado,Sin ubicación,1159,7579.6,2694
2023,IQS,Docente,5to grado,LA VEGA,1,1.9,2
2023,IQS,Docente,5to grado,NAGUA,1,2.3,1
2023,IQS,Docente,5to grado,PUERTO PLATA,1,7.3,6
2023,IQS,Docente,5to grado,SAN FRANCISCO DE MACORIS,1,6.8,1
2023,IQS,Docente,5to grado,SAN PEDRO DE MACORIS,1,0.1,3
2023,IQS,Docente,6to grado,AZUA,14,99.9,41
2023,IQS,Docente,6to grado,BAHORUCO,3,16.7,4
2023,IQS,Docente,6to grado,BARAHONA,8,17.8,10
2023,IQS,Docente,6to grado,COTUI,69,617.5,212
2023,IQS,Docente,6to grado,HIGUEY,19,143.8,52
2023,IQS,Docente,6to grado,LA VEGA,69,927.8,243
2023,IQS,Docente,6to grado,MAO,8,58.6,14
2023,IQS,Docente,6to grado,MONTE CRISTI,13,179.3,33
2023,IQS,Docente,6to grado,MONTE PLATA,41,268.2,71
2023,IQS,Docente,6to grado,NAGUA,11,159.6,33
2023,IQS,Docente,6to grado,PUERTO PLATA,57,569.1,134
2023,IQS,Docente,6to grado,SAN CRISTOBAL,106,1622.6,374
2023,IQS,Docente,6to grado,SAN FRANCISCO DE MACORIS,46,420.1,124
2023,IQS,Docente,6to grado,SAN JUAN DE LA MAGUANA,11,115.7,29
2023,IQS,Docente,6to grado,SAN PEDRO DE MACORIS,102,1203.1,340
2023,IQS,Docente,6to grado,SANTIAGO,131,1642.7,401
2023,IQS,Docente,6to grado,SANTO DOMINGO,337,3045.3,874
2023,IQS,Docente,6to grado,Sin ubicación,400,2802.2,968
2023,IQS,Docente,No especificado,AZUA,2,1.6,2
2023,IQS,Docente,No especificado,BARAHONA,2,3.3,3
2023,IQS,Docente,No especificado,COTUI,2,10.9,3
2023,IQS,Docente,No especificado,HIGUEY,3,51.5,15
2023,IQS,Docente,No especificado,LA VEGA,7,103.8,15
2023,IQS,Docente,No especificado,MAO,2,1.1,2
2023,IQS,Docente,No especificado,MONTE CRISTI,2,34.2,5
2023,IQS,Docente,No especificado,MONTE PLATA,4,4.2,5
2023,IQS,Docente,No especificado,NAGUA,5,22.1,11
2023,IQS,Docente,No especificado,PUERTO PLATA,3,23.9,3
2023,IQS,Docente,No especificado,SAN CRISTOBAL,4,13.7,7
2023,IQS,Docente,No especificado,SAN FRANCISCO DE MACORIS,8,69.3,21
2023,IQS,Docente,No especificado,SAN JUAN DE LA MAGUANA,2,5.8,2
2023,IQS,Docente,No especificado,SAN PEDRO DE MACORIS,14,208.0,54
2023,IQS,Docente,No especificado,SANTIAGO,18,71.3,30
2023,IQS,Docente,No especificado,SANTO DOMINGO,49,268.6,103
2023,IQS,Docente,No especificado,Sin ubicación,32,289.6,105
2023,IQS,Editor,No especificado,SANTIAGO,1,1701.4,130
2023,IQS,Estudiante,1er grado,AZUA,19,37.8,31
2023,IQS,Estudiante,1er grado,BAHORUCO,5,4.5,9
2023,IQS,Estudiante,1er grado,BARAHONA,15,17.5,21
2023,IQS,Estudiante,1er grado,COTUI,14,18.3,35
2023,IQS,Estudiante,1er grado,HIGUEY,31,47.1,65
2023,IQS,Estudiante,1er grado,LA VEGA,32,78.2,60
2023,IQS,Estudiante,1er grado,MAO,5,10.9,10
2023,IQS,Estudiante,1er grado,MONTE CRISTI,14,69.2,53
2023,IQS,Estudiante,1er grado,MONTE PLATA,7,57.2,44
2023,IQS,Estudiante,1er grado,NAGUA,32,45.2,87
2023,IQS,Estudiante,1er grado,PUERTO PLATA,32,41.2,73
2023,IQS,Estudiante,1er grado,SAN CRISTOBAL,101,333.6,220
2023,IQS,Estudiante,1er grado,SAN FRANCISCO DE MACORIS,20,46.4,44
2023,IQS,Estudiante,1er grado,SAN JUAN DE LA MAGUANA,5,10.6,6
2023,IQS,Estudiante,1er grado,SAN PEDRO DE MACORIS,57,103.2,117
2023,IQS,Estudiante,1er grado,SANTIAGO,101,344.3,244
2023,IQS,Estudiante,1er grado,SANTO DOMINGO,545,1731.8,1343
2023,IQS,Estudiante,1er grado,Sin ubicación,342,632.5,795
2023,IQS,Estudiante,2do grado,AZUA,595,3281.8,1242
2023,IQS,Estudiante,2do grado,BAHORUCO,383,2391.6,540
2023,IQS,Estudiante,2do grado,BARAHONA,50,155.0,76
2023,IQS,Estudiante,2do grado,COTUI,1099,9025.3,2540
2023,IQS,Estudiante,2do grado,HIGUEY,2118,10233.8,4568
2023,IQS,Estudiante,2do grado,LA VEGA,2261,18399.7,5124
2023,IQS,Estudiante,2do grado,MAO,127,541.8,239
2023,IQS,Estudiante,2do grado,MONTE CRISTI,881,6311.7,2226
2023,IQS,Estudiante,2do grado,MONTE PLATA,297,2076.6,498
2023,IQS,Estudiante,2do grado,NAGUA,490,1628.8,1081
2023,IQS,Estudiante,2do grado,PUERTO PLATA,796,7079.1,1858
2023,IQS,Estudiante,2do grado,SAN CRISTOBAL,4431,32614.8,10055
2023,IQS,Estudiante,2do grado,SAN FRANCISCO DE MACORIS,633,4657.4,1669
2023,IQS,Estudiante,2do grado,SAN JUAN DE LA MAGUANA,445,2023.8,771
2023,IQS,Estudiante,2do grado,SAN PEDRO DE MACORIS,4886,37257.8,11731
2023,IQS,Estudiante,2do grado,SANTIAGO,6963,30964.1,14228
2023,IQS,Estudiante,2do grado,SANTO DOMINGO,20484,122170.9,46177
2023,IQS,Estudiante,2do grado,Sin ubicación,9047,53064.1,19619
2023,IQS,Estudiante,3er grado,AZUA,20,30.8,43
2023,IQS,Estudiante,3er grado,BARAHONA,5,9.1,7
2023,IQS,Estudiante,3er grado,COTUI,6,13.1,8
2023,IQS,Estudiante,3er grado,HIGUEY,40,179.4,47
2023,IQS,Estudiante,3er grado,LA VEGA,16,25.0,21
2023,IQS,Estudiante,3er grado,MAO,5,10.4,9
2023,IQS,Estudiante,3er grado,MONTE CRISTI,6,22.4,13
2023,IQS,Estudiante,3er grado,MONTE PLATA,27,74.9,36
2023,IQS,Estudiante,3er grado,NAGUA,11,8.1,18
2023,IQS,Estudiante,3er grado,PUERTO PLATA,9,22.7,14
2023,IQS,Estudiante,3er grado,SAN CRISTOBAL,36,105.7,59
2023,IQS,Estudiante,3er grado,SAN FRANCISCO DE MACORIS,4,5.1,4
2023,IQS,Estudiante,3er grado,SAN JUAN DE LA MAGUANA,3,1.3,4
2023,IQS,Estudiante,3er grado,SAN PEDRO DE MACORIS,26,80.6,36
2023,IQS,Estudiante,3er grado,SANTIAGO,118,324.6,180
2023,IQS,Estudiante,3er grado,SANTO DOMINGO,318,1275.9,554
2023,IQS,Estudiante,3er grado,Sin ubicación,215,720.5,361
2023,IQS,Estudiante,4to grado,AZUA,61,392.7,132
2023,IQS,Estudiante,4to grado,BAHORUCO,18,68.3,47
2023,IQS,Estudiante,4to grado,BARAHONA,32,122.7,64
2023,IQS,Estudiante,4to grado,COTUI,47,336.4,113
2023,IQS,Estudiante,4to grado,HIGUEY,66,526.3,174
2023,IQS,Estudiante,4to grado,LA VEGA,77,585.9,167
2023,IQS,Estudiante,4to grado,MAO,13,115.9,27
2023,IQS,Estudiante,4to grado,MONTE CRISTI,30,364.1,81
2023,IQS,Estudiante,4to grado,MONTE PLATA,21,99.6,46
2023,IQS,Estudiante,4to grado,NAGUA,29,162.3,60
2023,IQS,Estudiante,4to grado,PUERTO PLATA,35,249.8,98
2023,IQS,Estudiante,4to grado,SAN CRISTOBAL,68,562.1,149
2023,IQS,Estudiante,4to grado,SAN FRANCISCO DE MACORIS,70,637.5,203
2023,IQS,Estudiante,4to grado,SAN JUAN DE LA MAGUANA,16,66.6,27
2023,IQS,Estudiante,4to grado,SAN PEDRO DE MACORIS,83,845.9,214
2023,IQS,Estudiante,4to grado,SANTIAGO,218,2008.3,571
2023,IQS,Estudiante,4to grado,SANTO DOMINGO,964,7577.1,2188
2023,IQS,Estudiante,4to grado,Sin ubicación,600,4512.8,1293
2023,IQS,Estudiante,5to grado,AZUA,29,152.2,51
2023,IQS,Estudiante,5to grado,BAHORUCO,3,18.6,7
2023,IQS,Estudiante,5to grado,BARAHONA,5,25.2,8
2023,IQS,Estudiante,5to grado,COTUI,14,49.0,25
2023,IQS,Estudiante,5to grado,HIGUEY,58,174.4,123
2023,IQS,Estudiante,5to grado,LA VEGA,39,222.1,71
2023,IQS,Estudiante,5to grado,MAO,9,73.1,24
2023,IQS,Estudiante,5to grado,MONTE CRISTI,8,82.2,21
2023,IQS,Estudiante,5to grado,MONTE PLATA,34,68.8,50
2023,IQS,Estudiante,5to grado,NAGUA,16,21.5,24
2023,IQS,Estudiante,5to grado,PUERTO PLATA,23,63.0,40
2023,IQS,Estudiante,5to grado,SAN CRISTOBAL,344,2715.7,949
2023,IQS,Estudiante,5to grado,SAN FRANCISCO DE MACORIS,16,17.7,30
2023,IQS,Estudiante,5to grado,SAN JUAN DE LA MAGUANA,5,16.3,13
2023,IQS,Estudiante,5to grado,SAN PEDRO DE MACORIS,76,213.4,130
2023,IQS,Estudiante,5to grado,SANTIAGO,141,958.4,292
2023,IQS,Estudiante,5to grado,SANTO DOMINGO,634,2564.9,1197
2023,IQS,Estudiante,5to grado,Sin ubicación,454,1832.0,884
2023,IQS,Estudiante,6to grado,AZUA,1087,7936.6,3196
2023,IQS,Estudiante,6to grado,BAHORUCO,253,972.7,521
2023,IQS,Estudiante,6to grado,BARAHONA,482,2826.9,1172
2023,IQS,Estudiante,6to grado,COTUI,1233,9465.2,3493
2023,IQS,Estudiante,6to grado,HIGUEY,1240,8728.7,3353
2023,IQS,Estudiante,6to grado,LA VEGA,2196,18956.0,6023
2023,IQS,Estudiante,6to grado,MAO,582,4358.4,1503
2023,IQS,Estudiante,6to grado,MONTE CRISTI,676,5161.3,1690
2023,IQS,Estudiante,6to grado,MONTE PLATA,666,3690.6,1519
2023,IQS,Estudiante,6to grado,NAGUA,544,2759.9,1266
2023,IQS,Estudiante,6to grado,PUERTO PLATA,1107,8790.7,3124
2023,IQS,Estudiante,6to grado,SAN CRISTOBAL,1645,13470.9,4509
2023,IQS,Estudiante,6to grado,SAN FRANCISCO DE MACORIS,1370,9190.9,3578
2023,IQS,Estudiante,6to grado,SAN JUAN DE LA MAGUANA,396,2787.3,1064
2023,IQS,Estudiante,6to grado,SAN PEDRO DE MACORIS,2195,19013.0,6080
2023,IQS,Estudiante,6to grado,SANTIAGO,3837,33431.8,11053
2023,IQS,Estudiante,6to grado,SANTO DOMINGO,14483,124668.9,38214
2023,IQS,Estudiante,6to grado,Sin ubicación,11611,93985.4,30605
2023,IQS,Estudiante,No especificado,AZUA,28,59.1,41
2023,IQS,Estudiante,No especificado,BAHORUCO,11,11.8,12
2023,IQS,Estudiante,No especificado,BARAHONA,5,5.2,9
2023,IQS,Estudiante,No especificado,COTUI,38,46.0,49
2023,IQS,Estudiante,No especificado,HIGUEY,49,157.8,107
2023,IQS,Estudiante,No especificado,LA VEGA,86,264.7,128
2023,IQS,Estudiante,No especificado,MAO,14,23.9,32
2023,IQS,Estudiante,No especificado,MONTE CRISTI,13,27.0,15
2023,IQS,Estudiante,No especificado,MONTE PLATA,21,34.0,22
2023,IQS,Estudiante,No especificado,NAGUA,12,24.2,14
2023,IQS,Estudiante,No especificado,PUERTO PLATA,35,157.6,74
2023,IQS,Estudiante,No especificado,SAN CRISTOBAL,53,283.2,118
2023,IQS,Estudiante,No especificado,SAN FRANCISCO DE MACORIS,46,184.2,93
2023,IQS,Estudiante,No especificado,SAN JUAN DE LA MAGUANA,8,6.9,11
2023,IQS,Estudiante,No especificado,SAN PEDRO DE MACORIS,59,222.5,103
2023,IQS,Estudiante,No especificado,SANTIAGO,129,468.6,242
2023,IQS,Estudiante,No especificado,SANTO DOMINGO,442,1370.8,751
2023,IQS,Estudiante,No especificado,Sin ubicación,263,1019.8,499
2023,IQS,Invitado,4to grado,SAN CRISTOBAL,2,9.8,4
2023,IQS,Invitado,4to grado,SANTIAGO,1,3.5,2
2023,IQS,Invitado,4to grado,Sin ubicación,74,468.6,168
2023,IQS,Invitado,6to grado,BARAHONA,1,4.5,1
2023,IQS,Invitado,6to grado,COTUI,1,2.4,2
2023,IQS,Invitado,6to grado,HIGUEY,6,22.1,11
2023,IQS,Invitado,6to grado,LA VEGA,4,6.1,7
2023,IQS,Invitado,6to grado,MONTE CRISTI,2,2.1,3
2023,IQS,Invitado,6to grado,MONTE PLATA,1,1.4,1
2023,IQS,Invitado,6to grado,SAN CRISTOBAL,4,58.0,17
2023,IQS,Invitado,6to grado,SAN PEDRO DE MACORIS,2,18.9,5
2023,IQS,Invitado,6to grado,SANTIAGO,9,17.0,13
2023,IQS,Invitado,6to grado,SANTO DOMINGO,30,217.1,65
2023,IQS,Invitado,6to grado,Sin ubicación,2608,15155.1,5055
2023,IQS,Invitado,No especificado,SANTO DOMINGO,2,1.2,2
2023,IQS,Invitado,No especificado,Sin ubicación,46,194.0,62
2024,IQ512,Admin,No especificado,Sin ubicación,3,3.8,11
2024,IQ512,Coordinador,No especificado,Sin ubicación,1,89.6,48
2024,IQ512,Docente,No especificado,Sin ubicación,1,0.6,1
2024,IQ512,Editor,No especificado,Sin ubicación,1,130.2,63
2024,IQ512,Estudiante,No especificado,AZUA,48,564.1,588
2024,IQ512,Estudiante,No especificado,BAHORUCO,23,229.8,236
2024,IQ512,Estudiante,No especificado,BARAHONA,45,405.4,544
2024,IQ512,Estudiante,No especificado,COTUI,30,363.7,298
2024,IQ512,Estudiante,No especificado,HIGUEY,32,280.0,241
2024,IQ512,Estudiante,No especificado,LA VEGA,75,725.5,621
2024,IQ512,Estudiante,No especificado,MAO,18,201.6,204
2024,IQ512,Estudiante,No especificado,MONTE CRISTI,17,111.8,155
2024,IQ512,Estudiante,No especificado,MONTE PLATA,12,100.5,100
2024,IQ512,Estudiante,No especificado,NAGUA,27,193.2,231
2024,IQ512,Estudiante,No especificado,PUERTO PLATA,19,195.1,187
2024,IQ512,Estudiante,No especificado,SAN CRISTOBAL,46,479.8,469
2024,IQ512,Estudiante,No especificado,SAN FRANCISCO DE MACORIS,35,370.8,456
2024,IQ512,Estudiante,No especificado,SAN JUAN DE LA MAGUANA,31,456.0,404
2024,IQ512,Estudiante,No especificado,SAN PEDRO DE MACORIS,28,138.8,171
2024,IQ512,Estudiante,No especificado,SANTIAGO,52,395.6,449
2024,IQ512,Estudiante,No especificado,SANTO DOMINGO,317,3589.6,3371
2024,IQ512,Estudiante,No especificado,Sin ubicación,2474,28432.7,24396
2024,IQP,Admin,No especificado,Sin ubicación,2,1.4,12
2024,IQP,Coordinador,6to grado,Sin ubicación,1,0.0,3
2024,IQP,Docente,1er grado,Sin ubicación,2,243.0,171
2024,IQP,Docente,2do grado,COTUI,1,0.9,1
2024,IQP,Docente,2do grado,LA VEGA,1,0.9,1
2024,IQP,Docente,2do grado,SAN CRISTOBAL,1,0.6,1
2024,IQP,Docente,2do grado,SAN FRANCISCO DE MACORIS,1,0.2,1
2024,IQP,Docente,2do grado,SAN PEDRO DE MACORIS,1,1.0,1
2024,IQP,Docente,2do grado,SANTIAGO,5,17.2,22
2024,IQP,Docente,3er grado,BARAHONA,1,0.1,1
2024,IQP,Docente,3er grado,MAO,1,1.6,2
2024,IQP,Docente,3er grado,Sin ubicación,1,0.1,1
2024,IQP,Docente,4to grado,AZUA,3,2.2,6
2024,IQP,Docente,4to grado,COTUI,1,0.0,1
2024,IQP,Docente,4to grado,HIGUEY,2,9.4,8
2024,IQP,Docente,4to grado,LA VEGA,5,15.0,13
2024,IQP,Docente,4to grado,MAO,1,0.3,1
2024,IQP,Docente,4to grado,MONTE CRISTI,5,4.6,9
2024,IQP,Docente,4to grado,PUERTO PLATA,1,1.2,2
2024,IQP,Docente,4to grado,SAN CRISTOBAL,1,0.0,1
2024,IQP,Docente,4to grado,SAN FRANCISCO DE MACORIS,3,2.2,6
2024,IQP,Docente,4to grado,SAN PEDRO DE MACORIS,2,17.5,19
2024,IQP,Docente,4to grado,SANTIAGO,6,13.7,18
2024,IQP,Docente,4to grado,SANTO DOMINGO,17,15.1,27
2024,IQP,Docente,4to grado,Sin ubicación,33,63.1,104
2024,IQP,Docente,5to grado,AZUA,29,25.4,43
2024,IQP,Docente,5to grado,BAHORUCO,7,4.4,10
2024,IQP,Docente,5to grado,BARAHONA,9,4.6,9
2024,IQP,Docente,5to grado,COTUI,25,49.2,65
2024,IQP,Docente,5to grado,HIGUEY,112,243.0,286
2024,IQP,Docente,5to grado,LA VEGA,33,39.0,57
2024,IQP,Docente,5to grado,MAO,14,28.9,45
2024,IQP,Docente,5to grado,MONTE CRISTI,33,38.6,49
2024,IQP,Docente,5to grado,MONTE PLATA,18,17.5,20
2024,IQP,Docente,5to grado,NAGUA,25,32.0,40
2024,IQP,Docente,5to grado,PUERTO PLATA,21,52.5,70
2024,IQP,Docente,5to grado,SAN CRISTOBAL,37,50.9,76
2024,IQP,Docente,5to grado,SAN FRANCISCO DE MACORIS,36,51.3,83
2024,IQP,Docente,5to grado,SAN JUAN DE LA MAGUANA,17,7.7,19
2024,IQP,Docente,5to grado,SAN PEDRO DE MACORIS,79,73.3,108
2024,IQP,Docente,5to grado,SANTIAGO,119,258.7,336
2024,IQP,Docente,5to grado,SANTO DOMINGO,323,497.4,627
2024,IQP,Docente,5to grado,Sin ubicación,374,466.0,660
2024,IQP,Docente,6to grado,BAHORUCO,1,0.2,1
2024,IQP,Docente,6to grado,BARAHONA,1,7.1,4
2024,IQP,Docente,6to grado,COTUI,7,26.7,35
2024,IQP,Docente,6to grado,HIGUEY,13,51.1,60
2024,IQP,Docente,6to grado,LA VEGA,8,45.7,54
2024,IQP,Docente,6to grado,MAO,5,9.4,17
2024,IQP,Docente,6to grado,MONTE CRISTI,2,4.0,8
2024,IQP,Docente,6to grado,MONTE PLATA,5,22.0,26
2024,IQP,Docente,6to grado,NAGUA,11,28.6,33
2024,IQP,Docente,6to grado,PUERTO PLATA,4,8.6,12
2024,IQP,Docente,6to grado,SAN CRISTOBAL,46,103.9,127
2024,IQP,Docente,6to grado,SAN FRANCISCO DE MACORIS,23,33.4,40
2024,IQP,Docente,6to grado,SAN JUAN DE LA MAGUANA,2,1.1,2
2024,IQP,Docente,6to grado,SAN PEDRO DE MACORIS,6,5.3,8
2024,IQP,Docente,6to grado,SANTIAGO,22,61.8,75
2024,IQP,Docente,6to grado,SANTO DOMINGO,33,61.5,89
2024,IQP,Docente,6to grado,Sin ubicación,59,90.0,134
2024,IQP,Docente,No especificado,MONTE PLATA,1,0.8,2
2024,IQP,Docente,No especificado,SAN CRISTOBAL,1,0.2,1
2024,IQP,Docente,No especificado,SAN FRANCISCO DE MACORIS,1,0.6,1
2024,IQP,Docente,No especificado,SANTIAGO,1,2.1,1
2024,IQP,Docente,No especificado,Sin ubicación,3,4.6,7
2024,IQP,Estudiante,1er grado,AZUA,1,0.6,1
2024,IQP,Estudiante,1er grado,BAHORUCO,2,1.0,2
2024,IQP,Estudiante,1er grado,COTUI,3,3.3,4
2024,IQP,Estudiante,1er grado,HIGUEY,1,0.4,1
2024,IQP,Estudiante,1er grado,SAN JUAN DE LA MAGUANA,3,8.2,9
2024,IQP,Estudiante,1er grado,SAN PEDRO DE MACORIS,2,2.5,3
2024,IQP,Estudiante,1er grado,SANTIAGO,3,1.0,3
2024,IQP,Estudiante,1er grado,SANTO DOMINGO,19,39.7,45
2024,IQP,Estudiante,1er grado,Sin ubicación,36,57.4,89
2024,IQP,Estudiante,2do grado,AZUA,3,4.2,6
2024,IQP,Estudiante,2do grado,BAHORUCO,2,1.0,2
2024,IQP,Estudiante,2do grado,COTUI,2,2.8,2
2024,IQP,Estudiante,2do grado,HIGUEY,3,1.8,3
2024,IQP,Estudiante,2do grado,LA VEGA,4,1.7,4
2024,IQP,Estudiante,2do grado,MAO,1,0.4,1
2024,IQP,Estudiante,2do grado,MONTE CRISTI,2,1.4,3
2024,IQP,Estudiante,2do grado,MONTE PLATA,1,0.2,1
2024,IQP,Estudiante,2do grado,PUERTO PLATA,2,0.3,2
2024,IQP,Estudiante,2do grado,SAN CRISTOBAL,11,5.6,14
2024,IQP,Estudiante,2do grado,SAN FRANCISCO DE MACORIS,17,21.6,43
2024,IQP,Estudiante,2do grado,SAN JUAN DE LA MAGUANA,1,1.6,1
2024,IQP,Estudiante,2do grado,SAN PEDRO DE MACORIS,5,2.5,5
2024,IQP,Estudiante,2do grado,SANTIAGO,4,7.2,12
2024,IQP,Estudiante,2do grado,SANTO DOMINGO,58,32.1,60
2024,IQP,Estudiante,2do grado,Sin ubicación,100,77.1,132
2024,IQP,Estudiante,3er grado,AZUA,3,2.2,4
2024,IQP,Estudiante,3er grado,BAHORUCO,2,0.8,2
2024,IQP,Estudiante,3er grado,BARAHONA,1,0.2,1
