Anio,Programa,Rol,Grado,region_norm,usuarios_activos,horas_totales,registros
2024,IQP,Estudiante,3er grado,HIGUEY,3,3.0,4
2024,IQP,Estudiante,3er grado,LA VEGA,1,0.2,1
2024,IQP,Estudiante,3er grado,MONTE CRISTI,3,4.0,6
2024,IQP,Estudiante,3er grado,MONTE PLATA,1,0.4,1
2024,IQP,Estudiante,3er grado,NAGUA,1,0.5,1
2024,IQP,Estudiante,3er grado,PUERTO PLATA,1,0.5,1
2024,IQP,Estudiante,3er grado,SAN CRISTOBAL,4,2.6,4
2024,IQP,Estudiante,3er grado,SAN FRANCISCO DE MACORIS,1,0.2,1
2024,IQP,Estudiante,3er grado,SANTIAGO,9,5.2,10
2024,IQP,Estudiante,3er grado,SANTO DOMINGO,20,17.8,23
2024,IQP,Estudiante,3er grado,Sin ubicación,36,31.6,69
2024,IQP,Estudiante,4to grado,AZUA,9,9.8,14
2024,IQP,Estudiante,4to grado,BAHORUCO,2,1.2,2
2024,IQP,Estudiante,4to grado,BARAHONA,2,2.6,3
2024,IQP,Estudiante,4to grado,COTUI,2,1.1,2
2024,IQP,Estudiante,4to grado,HIGUEY,3,0.6,3
2024,IQP,Estudiante,4to grado,LA VEGA,4,2.4,5
2024,IQP,Estudiante,4to grado,MAO,2,2.1,3
2024,IQP,Estudiante,4to grado,MONTE CRISTI,2,3.7,5
2024,IQP,Estudiante,4to grado,MONTE PLATA,3,1.2,3
2024,IQP,Estudiante,4to grado,PUERTO PLATA,3,1.5,4
2024,IQP,Estudiante,4to grado,SAN CRISTOBAL,3,1.1,3
2024,IQP,Estudiante,4to grado,SAN FRANCISCO DE MACORIS,2,0.7,2
2024,IQP,Estudiante,4to grado,SAN JUAN DE LA MAGUANA,2,0.7,2
2024,IQP,Estudiante,4to grado,SAN PEDRO DE MACORIS,8,3.8,10
2024,IQP,Estudiante,4to grado,SANTIAGO,6,5.5,11
2024,IQP,Estudiante,4to grado,SANTO DOMINGO,48,90.0,104
2024,IQP,Estudiante,4to grado,Sin ubicación,55,30.4,78
2024,IQP,Estudiante,5to grado,AZUA,29,44.8,41
2024,IQP,Estudiante,5to grado,BAHORUCO,5,4.2,6
2024,IQP,Estudiante,5to grado,BARAHONA,10,8.7,11
2024,IQP,Estudiante,5to grado,COTUI,36,50.0,52
2024,IQP,Estudiante,5to grado,HIGUEY,776,1238.8,1366
2024,IQP,Estudiante,5to grado,LA VEGA,96,115.0,138
2024,IQP,Estudiante,5to grado,MAO,10,8.1,17
2024,IQP,Estudiante,5to grado,MONTE CRISTI,4,2.0,4
2024,IQP,Estudiante,5to grado,MONTE PLATA,37,19.5,37
2024,IQP,Estudiante,5to grado,NAGUA,121,202.4,156
2024,IQP,Estudiante,5to grado,PUERTO PLATA,152,192.3,217
2024,IQP,Estudiante,5to grado,SAN CRISTOBAL,867,1393.3,1405
2024,IQP,Estudiante,5to grado,SAN FRANCISCO DE MACORIS,282,335.3,384
2024,IQP,Estudiante,5to grado,SAN JUAN DE LA MAGUANA,8,9.2,13
2024,IQP,Estudiante,5to grado,SAN PEDRO DE MACORIS,42,35.6,54
2024,IQP,Estudiante,5to grado,SANTIAGO,565,941.4,1022
2024,IQP,Estudiante,5to grado,SANTO DOMINGO,2001,3034.6,3457
2024,IQP,Estudiante,5to grado,Sin ubicación,714,797.6,1098
2024,IQP,Estudiante,6to grado,AZUA,51,60.0,87
2024,IQP,Estudiante,6to grado,BAHORUCO,14,9.5,18
2024,IQP,Estudiante,6to grado,BARAHONA,23,21.1,33
2024,IQP,Estudiante,6to grado,COTUI,40,33.2,56
2024,IQP,Estudiante,6to grado,HIGUEY,227,840.6,885
2024,IQP,Estudiante,6to grado,LA VEGA,44,27.6,48
2024,IQP,Estudiante,6to grado,MAO,19,32.1,29
2024,IQP,Estudiante,6to grado,MONTE CRISTI,22,20.2,32
2024,IQP,Estudiante,6to grado,MONTE PLATA,15,9.8,18
2024,IQP,Estudiante,6to grado,NAGUA,17,26.4,38
2024,IQP,Estudiante,6to grado,PUERTO PLATA,18,9.1,19
2024,IQP,Estudiante,6to grado,SAN CRISTOBAL,64,35.2,71
2024,IQP,Estudiante,6to grado,SAN FRANCISCO DE MACORIS,48,26.8,57
2024,IQP,Estudiante,6to grado,SAN JUAN DE LA MAGUANA,37,20.1,40
2024,IQP,Estudiante,6to grado,SAN PEDRO DE MACORIS,124,83.4,140
2024,IQP,Estudiante,6to grado,SANTIAGO,728,1274.1,1816
2024,IQP,Estudiante,6to grado,SANTO DOMINGO,932,1372.2,1751
2024,IQP,Estudiante,6to grado,Sin ubicación,1597,2155.8,3027
2024,IQP,Estudiante,No especificado,Sin ubicación,5,6.4,14
2024,IQP,Parent,6to grado,Sin ubicación,6,3.6,13
2024,IQP,Parent,No especificado,Sin ubicación,3,0.7,3
2024,IQP,Sin rol,No especificado,Sin ubicación,1,108.7,104
2024,IQS,Admin,6to grado,Sin ubicación,1,5.9,13
2024,IQS,Admin,No especificado,Sin ubicación,1,4.3,19
2024,IQS,Docente,1er grado,AZUA,11,20.3,33
2024,IQS,Docente,1er grado,BAHORUCO,4,6.9,12
2024,IQS,Docente,1er grado,BARAHONA,1,3.7,4
2024,IQS,Docente,1er grado,COTUI,5,12.1,26
2024,IQS,Docente,1er grado,HIGUEY,7,63.2,84
2024,IQS,Docente,1er grado,LA VEGA,11,22.9,25
2024,IQS,Docente,1er grado,MAO,5,9.4,16
2024,IQS,Docente,1er grado,MONTE CRISTI,11,40.5,49
2024,IQS,Docente,1er grado,MONTE PLATA,1,0.3,2
2024,IQS,Docente,1er grado,PUERTO PLATA,8,42.0,61
2024,IQS,Docente,1er grado,SAN CRISTOBAL,5,17.2,27
2024,IQS,Docente,1er grado,SAN FRANCISCO DE MACORIS,9,25.3,36
2024,IQS,Docente,1er grado,SAN JUAN DE LA MAGUANA,5,4.8,15
2024,IQS,Docente,1er grado,SAN PEDRO DE MACORIS,4,3.5,8
2024,IQS,Docente,1er grado,SANTIAGO,12,72.8,79
2024,IQS,Docente,1er grado,SANTO DOMINGO,54,112.3,168
2024,IQS,Docente,1er grado,Sin ubicación,67,128.6,184
2024,IQS,Docente,2do grado,SANTO DOMINGO,1,9.3,10
2024,IQS,Docente,4to grado,AZUA,159,346.3,467
2024,IQS,Docente,4to grado,BAHORUCO,33,64.9,73
2024,IQS,Docente,4to grado,BARAHONA,64,126.2,182
2024,IQS,Docente,4to grado,COTUI,174,309.5,413
2024,IQS,Docente,4to grado,HIGUEY,219,477.4,693
2024,IQS,Docente,4to grado,LA VEGA,232,441.9,563
2024,IQS,Docente,4to grado,MAO,76,166.7,205
2024,IQS,Docente,4to grado,MONTE CRISTI,168,531.2,633
2024,IQS,Docente,4to grado,MONTE PLATA,118,204.5,278
2024,IQS,Docente,4to grado,NAGUA,110,288.6,355
2024,IQS,Docente,4to grado,PUERTO PLATA,151,336.5,453
2024,IQS,Docente,4to grado,SAN CRISTOBAL,255,569.0,717
2024,IQS,Docente,4to grado,SAN FRANCISCO DE MACORIS,233,473.8,590
2024,IQS,Docente,4to grado,SAN JUAN DE LA MAGUANA,119,221.9,356
2024,IQS,Docente,4to grado,SAN PEDRO DE MACORIS,320,669.1,859
2024,IQS,Docente,4to grado,SANTIAGO,369,822.8,955
2024,IQS,Docente,4to grado,SANTO DOMINGO,1201,2471.4,3043
2024,IQS,Docente,4to grado,Sin ubicación,1020,1597.2,2437
2024,IQS,Docente,5to grado,SAN PEDRO DE MACORIS,1,0.2,2
2024,IQS,Docente,6to grado,AZUA,5,10.0,19
2024,IQS,Docente,6to grado,BAHORUCO,2,1.6,5
2024,IQS,Docente,6to grado,BARAHONA,1,0.6,1
2024,IQS,Docente,6to grado,COTUI,11,16.1,21
2024,IQS,Docente,6to grado,HIGUEY,6,42.7,39
2024,IQS,Docente,6to grado,LA VEGA,12,34.9,40
2024,IQS,Docente,6to grado,MAO,2,7.4,9
2024,IQS,Docente,6to grado,MONTE CRISTI,5,21.0,20
2024,IQS,Docente,6to grado,MONTE PLATA,3,9.5,11
2024,IQS,Docente,6to grado,NAGUA,4,9.1,16
2024,IQS,Docente,6to grado,PUERTO PLATA,8,11.0,24
2024,IQS,Docente,6to grado,SAN CRISTOBAL,27,34.0,51
2024,IQS,Docente,6to grado,SAN FRANCISCO DE MACORIS,9,22.6,20
2024,IQS,Docente,6to grado,SAN JUAN DE LA MAGUANA,2,4.0,7
2024,IQS,Docente,6to grado,SAN PEDRO DE MACORIS,19,36.4,49
2024,IQS,Docente,6to grado,SANTIAGO,31,58.7,82
2024,IQS,Docente,6to grado,SANTO DOMINGO,56,130.6,141
2024,IQS,Docente,6to grado,Sin ubicación,73,80.9,146
2024,IQS,Docente,No especificado,AZUA,1,0.8,1
2024,IQS,Docente,No especificado,COTUI,1,5.6,4
2024,IQS,Docente,No especificado,HIGUEY,1,1.2,2
2024,IQS,Docente,No especificado,MONTE CRISTI,2,16.8,19
2024,IQS,Docente,No especificado,NAGUA,1,2.9,1
2024,IQS,Docente,No especificado,PUERTO PLATA,1,0.6,4
2024,IQS,Docente,No especificado,SAN CRISTOBAL,1,0.7,2
2024,IQS,Docente,No especificado,SAN FRANCISCO DE MACORIS,1,0.2,1
2024,IQS,Docente,No especificado,SAN JUAN DE LA MAGUANA,1,2.2,4
2024,IQS,Docente,No especificado,SAN PEDRO DE MACORIS,3,3.4,6
2024,IQS,Docente,No especificado,SANTIAGO,6,6.5,9
2024,IQS,Docente,No especificado,SANTO DOMINGO,7,13.6,17
2024,IQS,Docente,No especificado,Sin ubicación,16,23.0,47
2024,IQS,Editor,No especificado,SANTIAGO,1,405.3,146
2024,IQS,Estudiante,1er grado,AZUA,51,62.8,197
2024,IQS,Estudiante,1er grado,BAHORUCO,10,5.7,16
2024,IQS,Estudiante,1er grado,BARAHONA,40,39.9,113
2024,IQS,Estudiante,1er grado,COTUI,32,37.9,111
2024,IQS,Estudiante,1er grado,HIGUEY,38,43.4,133
2024,IQS,Estudiante,1er grado,LA VEGA,45,54.4,142
2024,IQS,Estudiante,1er grado,MAO,9,4.5,20
2024,IQS,Estudiante,1er grado,MONTE CRISTI,36,31.9,105
2024,IQS,Estudiante,1er grado,MONTE PLATA,21,24.8,85
2024,IQS,Estudiante,1er grado,NAGUA,28,33.5,102
2024,IQS,Estudiante,1er grado,PUERTO PLATA,39,48.0,159
2024,IQS,Estudiante,1er grado,SAN CRISTOBAL,119,117.0,387
2024,IQS,Estudiante,1er grado,SAN FRANCISCO DE MACORIS,34,68.9,147
2024,IQS,Estudiante,1er grado,SAN JUAN DE LA MAGUANA,23,18.8,87
2024,IQS,Estudiante,1er grado,SAN PEDRO DE MACORIS,49,69.8,148
2024,IQS,Estudiante,1er grado,SANTIAGO,171,147.4,482
2024,IQS,Estudiante,1er grado,SANTO DOMINGO,389,525.4,1389
2024,IQS,Estudiante,1er grado,Sin ubicación,423,446.5,1296
2024,IQS,Estudiante,2do grado,AZUA,149,225.2,409
2024,IQS,Estudiante,2do grado,BAHORUCO,36,44.7,81
2024,IQS,Estudiante,2do grado,BARAHONA,19,26.6,58
2024,IQS,Estudiante,2do grado,COTUI,140,317.2,321
2024,IQS,Estudiante,2do grado,HIGUEY,311,409.7,419
2024,IQS,Estudiante,2do grado,LA VEGA,328,460.5,578
2024,IQS,Estudiante,2do grado,MAO,18,18.3,31
2024,IQS,Estudiante,2do grado,MONTE CRISTI,205,406.8,653
2024,IQS,Estudiante,2do grado,MONTE PLATA,47,62.9,66
2024,IQS,Estudiante,2do grado,NAGUA,48,77.2,102
2024,IQS,Estudiante,2do grado,PUERTO PLATA,165,390.1,406
2024,IQS,Estudiante,2do grado,SAN CRISTOBAL,1262,2284.5,2743
2024,IQS,Estudiante,2do grado,SAN FRANCISCO DE MACORIS,560,1085.9,1378
2024,IQS,Estudiante,2do grado,SAN JUAN DE LA MAGUANA,47,49.7,94
2024,IQS,Estudiante,2do grado,SAN PEDRO DE MACORIS,134,175.1,291
2024,IQS,Estudiante,2do grado,SANTIAGO,808,1587.4,1942
2024,IQS,Estudiante,2do grado,SANTO DOMINGO,1873,2911.2,3783
2024,IQS,Estudiante,2do grado,Sin ubicación,1523,2524.1,3161
2024,IQS,Estudiante,3er grado,AZUA,13,14.8,21
2024,IQS,Estudiante,3er grado,BAHORUCO,46,32.9,63
2024,IQS,Estudiante,3er grado,BARAHONA,5,5.1,10
2024,IQS,Estudiante,3er grado,COTUI,8,13.5,16
2024,IQS,Estudiante,3er grado,HIGUEY,101,68.2,117
2024,IQS,Estudiante,3er grado,LA VEGA,12,29.2,40
2024,IQS,Estudiante,3er grado,MAO,3,0.9,6
2024,IQS,Estudiante,3er grado,MONTE CRISTI,8,18.6,15
2024,IQS,Estudiante,3er grado,MONTE PLATA,5,4.1,9
2024,IQS,Estudiante,3er grado,NAGUA,12,12.8,26
2024,IQS,Estudiante,3er grado,PUERTO PLATA,25,17.4,51
2024,IQS,Estudiante,3er grado,SAN CRISTOBAL,11,12.7,19
2024,IQS,Estudiante,3er grado,SAN FRANCISCO DE MACORIS,28,24.8,42
2024,IQS,Estudiante,3er grado,SAN JUAN DE LA MAGUANA,4,1.8,6
2024,IQS,Estudiante,3er grado,SAN PEDRO DE MACORIS,21,19.8,42
2024,IQS,Estudiante,3er grado,SANTIAGO,164,372.0,583
2024,IQS,Estudiante,3er grado,SANTO DOMINGO,128,212.4,306
2024,IQS,Estudiante,3er grado,Sin ubicación,269,431.6,625
2024,IQS,Estudiante,4to grado,AZUA,103,185.3,246
2024,IQS,Estudiante,4to grado,BAHORUCO,14,20.7,29
2024,IQS,Estudiante,4to grado,BARAHONA,12,7.8,18
2024,IQS,Estudiante,4to grado,COTUI,51,51.8,122
2024,IQS,Estudiante,4to grado,HIGUEY,63,161.9,273
2024,IQS,Estudiante,4to grado,LA VEGA,44,80.5,115
2024,IQS,Estudiante,4to grado,MAO,11,13.6,22
2024,IQS,Estudiante,4to grado,MONTE CRISTI,18,36.3,59
2024,IQS,Estudiante,4to grado,MONTE PLATA,18,24.4,52
2024,IQS,Estudiante,4to grado,NAGUA,63,84.9,126
2024,IQS,Estudiante,4to grado,PUERTO PLATA,72,63.5,100
2024,IQS,Estudiante,4to grado,SAN CRISTOBAL,49,59.2,115
2024,IQS,Estudiante,4to grado,SAN FRANCISCO DE MACORIS,136,100.3,206
2024,IQS,Estudiante,4to grado,SAN JUAN DE LA MAGUANA,31,40.4,78
2024,IQS,Estudiante,4to grado,SAN PEDRO DE MACORIS,87,126.9,267
2024,IQS,Estudiante,4to grado,SANTIAGO,165,344.5,490
2024,IQS,Estudiante,4to grado,SANTO DOMINGO,442,972.2,1214
2024,IQS,Estudiante,4to grado,Sin ubicación,395,723.3,1165
2024,IQS,Estudiante,5to grado,AZUA,42,55.0,83
2024,IQS,Estudiante,5to grado,BAHORUCO,8,10.3,15
2024,IQS,Estudiante,5to grado,BARAHONA,15,43.4,40
2024,IQS,Estudiante,5to grado,COTUI,16,15.0,30
2024,IQS,Estudiante,5to grado,HIGUEY,29,66.5,127
2024,IQS,Estudiante,5to grado,LA VEGA,20,55.6,77
2024,IQS,Estudiante,5to grado,MAO,6,19.6,13
2024,IQS,Estudiante,5to grado,MONTE CRISTI,7,25.2,41
2024,IQS,Estudiante,5to grado,MONTE PLATA,8,14.9,13
2024,IQS,Estudiante,5to grado,NAGUA,8,12.5,37
2024,IQS,Estudiante,5to grado,PUERTO PLATA,15,24.3,35
2024,IQS,Estudiante,5to grado,SAN CRISTOBAL,18,17.9,25
2024,IQS,Estudiante,5to grado,SAN FRANCISCO DE MACORIS,72,57.3,119
2024,IQS,Estudiante,5to grado,SAN JUAN DE LA MAGUANA,18,28.4,81
2024,IQS,Estudiante,5to grado,SAN PEDRO DE MACORIS,51,52.5,96
2024,IQS,Estudiante,5to grado,SANTIAGO,60,91.4,144
2024,IQS,Estudiante,5to grado,SANTO DOMINGO,314,559.8,832
2024,IQS,Estudiante,5to grado,Sin ubicación,178,364.0,582
2024,IQS,Estudiante,6to grado,AZUA,1741,3651.8,6065
2024,IQS,Estudiante,6to grado,BAHORUCO,372,765.4,1299
2024,IQS,Estudiante,6to grado,BARAHONA,790,1386.4,2578
2024,IQS,Estudiante,6to grado,COTUI,1638,3303.7,6052
2024,IQS,Estudiante,6to grado,HIGUEY,2268,6077.9,9069
2024,IQS,Estudiante,6to grado,LA VEGA,1982,4047.7,6421
2024,IQS,Estudiante,6to grado,MAO,708,1331.7,2202
2024,IQS,Estudiante,6to grado,MONTE CRISTI,1178,3832.0,5498
2024,IQS,Estudiante,6to grado,MONTE PLATA,667,989.9,2022
2024,IQS,Estudiante,6to grado,NAGUA,1082,2089.9,3483
2024,IQS,Estudiante,6to grado,PUERTO PLATA,1429,3134.6,5440
2024,IQS,Estudiante,6to grado,SAN CRISTOBAL,2489,5366.2,8784
2024,IQS,Estudiante,6to grado,SAN FRANCISCO DE MACORIS,2113,4531.0,6973
2024,IQS,Estudiante,6to grado,SAN JUAN DE LA MAGUANA,1061,2070.4,3803
2024,IQS,Estudiante,6to grado,SAN PEDRO DE MACORIS,2662,6955.7,10117
2024,IQS,Estudiante,6to grado,SANTIAGO,4786,10622.1,17634
2024,IQS,Estudiante,6to grado,SANTO DOMINGO,14441,37732.3,50904
2024,IQS,Estudiante,6to grado,Sin ubicación,11196,22927.9,38553
2024,IQS,Estudiante,No especificado,COTUI,3,7.0,16
2024,IQS,Estudiante,No especificado,LA VEGA,3,1.6,4
2024,IQS,Estudiante,No especificado,MONTE PLATA,1,0.4,1
2024,IQS,Estudiante,No especificado,SAN CRISTOBAL,11,17.9,31
2024,IQS,Estudiante,No especificado,SAN FRANCISCO DE MACORIS,2,0.9,2
2024,IQS,Estudiante,No especificado,SAN JUAN DE LA MAGUANA,2,3.2,4
2024,IQS,Estudiante,No especificado,SANTIAGO,12,16.4,23
2024,IQS,Estudiante,No especificado,SANTO DOMINGO,22,38.6,67
2024,IQS,Estudiante,No especificado,Sin ubicación,11,19.3,19
2024,IQS,Invitado,4to grado,SAN CRISTOBAL,2,2.5,3
2024,IQS,Invitado,4to grado,Sin ubicación,6,8.1,15
2024,IQS,Invitado,6to grado,BARAHONA,8,14.2,28
2024,IQS,Invitado,6to grado,COTUI,1,3.4,5
2024,IQS,Invitado,6to grado,HIGUEY,3,7.0,13
2024,IQS,Invitado,6to grado,LA VEGA,1,3.1,1
2024,IQS,Invitado,6to grado,MAO,1,1.5,4
2024,IQS,Invitado,6to grado,MONTE CRISTI,6,33.9,48
2024,IQS,Invitado,6to grado,MONTE PLATA,1,6.5,7
2024,IQS,Invitado,6to grado,PUERTO PLATA,3,17.6,16
2024,IQS,Invitado,6to grado,SAN CRISTOBAL,2,5.8,5
2024,IQS,Invitado,6to grado,SAN FRANCISCO DE MACORIS,1,1.4,1
2024,IQS,Invitado,6to grado,SAN JUAN DE LA MAGUANA,3,10.6,13
2024,IQS,Invitado,6to grado,SAN PEDRO DE MACORIS,1,11.3,7
2024,IQS,Invitado,6to grado,SANTIAGO,24,64.8,69
2024,IQS,Invitado,6to grado,SANTO DOMINGO,40,202.7,174
2024,IQS,Invitado,6to grado,Sin ubicación,2722,4231.3,5854
2024,IQS,Invitado,No especificado,Sin ubicación,2,0.9,4
2025,IQ512,Aliado de la Alianza,No especificado,Sin ubicación,1,13.7,12
2025,IQ512,Coordinador,No especificado,Sin ubicación,1,14.2,20
2025,IQ512,Editor,No especificado,Sin ubicación,1,12.0,10
2025,IQ512,Estudiante,No especificado,AZUA,32,42.3,105
2025,IQ512,Estudiante,No especificado,BAHORUCO,10,8.2,20
2025,IQ512,Estudiante,No especificado,BARAHONA,18,25.8,76
2025,IQ512,Estudiante,No especificado,COTUI,12,19.6,38
2025,IQ512,Estudiante,No especificado,HIGUEY,2,0.4,2
2025,IQ512,Estudiante,No especificado,LA VEGA,27,45.5,57
2025,IQ512,Estudiante,No especificado,MAO,10,35.9,45
2025,IQ512,Estudiante,No especificado,MONTE CRISTI,4,1.7,8
2025,IQ512,Estudiante,No especificado,MONTE PLATA,2,3.2,6
2025,IQ512,Estudiante,No especificado,NAGUA,9,11.7,16
2025,IQ512,Estudiante,No especificado,PUERTO PLATA,5,4.3,9
2025,IQ512,Estudiante,No especificado,SAN CRISTOBAL,22,37.9,51
2025,IQ512,Estudiante,No especificado,SAN FRANCISCO DE MACORIS,8,14.9,29
2025,IQ512,Estudiante,No especificado,SAN JUAN DE LA MAGUANA,45,69.3,177
2025,IQ512,Estudiante,No especificado,SAN PEDRO DE MACORIS,8,17.7,23
2025,IQ512,Estudiante,No especificado,SANTIAGO,23,24.4,37
2025,IQ512,Estudiante,No especificado,SANTO DOMINGO,129,291.9,375
2025,IQ512,Estudiante,No especificado,Sin ubicación,772,1304.3,1934
2025,IQP,Coordinador,6to grado,Sin ubicación,1,3.1,8
2025,IQP,Docente,1er grado,Sin ubicación,2,150.5,135
2025,IQP,Docente,3er grado,Sin ubicación,1,0.4,1
2025,IQP,Docente,4to grado,BARAHONA,1,0.2,1
2025,IQP,Docente,4to grado,LA VEGA,1,0.4,1
2025,IQP,Docente,4to grado,MONTE PLATA,1,0.4,1
2025,IQP,Docente,4to grado,SAN CRISTOBAL,1,0.2,1
2025,IQP,Docente,4to grado,SAN PEDRO DE MACORIS,3,19.1,15
2025,IQP,Docente,4to grado,SANTIAGO,4,8.1,17
2025,IQP,Docente,4to grado,SANTO DOMINGO,3,30.5,22
2025,IQP,Docente,4to grado,Sin ubicación,14,22.8,35
2025,IQP,Docente,5to grado,AZUA,20,19.5,24
2025,IQP,Docente,5to grado,BAHORUCO,7,3.8,7
2025,IQP,Docente,5to grado,BARAHONA,15,6.1,16
2025,IQP,Docente,5to grado,COTUI,12,14.2,20
2025,IQP,Docente,5to grado,HIGUEY,19,23.0,34
2025,IQP,Docente,5to grado,LA VEGA,38,34.9,55
2025,IQP,Docente,5to grado,MAO,31,38.7,60
2025,IQP,Docente,5to grado,MONTE CRISTI,11,7.3,14
2025,IQP,Docente,5to grado,MONTE PLATA,5,2.0,5
2025,IQP,Docente,5to grado,NAGUA,10,7.5,16
2025,IQP,Docente,5to grado,PUERTO PLATA,12,72.7,86
2025,IQP,Docente,5to grado,SAN CRISTOBAL,23,65.2,81
2025,IQP,Docente,5to grado,SAN FRANCISCO DE MACORIS,21,31.9,35
2025,IQP,Docente,5to grado,SAN JUAN DE LA MAGUANA,14,10.8,15
2025,IQP,Docente,5to grado,SAN PEDRO DE MACORIS,31,39.0,47
2025,IQP,Docente,5to grado,SANTIAGO,37,35.3,63
2025,IQP,Docente,5to grado,SANTO DOMINGO,108,110.2,167
2025,IQP,Docente,5to grado,Sin ubicación,87,104.7,152
2025,IQP,Docente,6to grado,BARAHONA,1,21.9,22
2025,IQP,Docente,6to grado,COTUI,3,13.3,12
2025,IQP,Docente,6to grado,LA VEGA,5,15.7,23
2025,IQP,Docente,6to grado,MAO,3,2.6,5
2025,IQP,Docente,6to grado,MONTE PLATA,1,16.3,22
2025,IQP,Docente,6to grado,NAGUA,3,29.1,29
2025,IQP,Docente,6to grado,PUERTO PLATA,1,0.9,1
2025,IQP,Docente,6to grado,SAN CRISTOBAL,3,2.0,5
2025,IQP,Docente,6to grado,SAN FRANCISCO DE MACORIS,2,1.1,3
2025,IQP,Docente,6to grado,SAN PEDRO DE MACORIS,2,1.9,2
2025,IQP,Docente,6to grado,SANTIAGO,5,6.5,9
2025,IQP,Docente,6to grado,SANTO DOMINGO,16,25.0,34
2025,IQP,Docente,6to grado,Sin ubicación,11,44.2,27
2025,IQP,Docente,No especificado,SANTO DOMINGO,2,0.2,2
2025,IQP,Docente,No especificado,Sin ubicación,3,2.9,7
2025,IQP,Estudiante,1er grado,AZUA,13,9.7,14
2025,IQP,Estudiante,1er grado,BAHORUCO,1,0.2,1
2025,IQP,Estudiante,1er grado,BARAHONA,1,2.5,3
2025,IQP,Estudiante,1er grado,MONTE CRISTI,1,0.6,1
2025,IQP,Estudiante,1er grado,SAN CRISTOBAL,2,2.3,2
2025,IQP,Estudiante,1er grado,SAN PEDRO DE MACORIS,1,0.4,1
2025,IQP,Estudiante,1er grado,SANTIAGO,3,1.3,3
2025,IQP,Estudiante,1er grado,SANTO DOMINGO,6,3.4,8
2025,IQP,Estudiante,1er grado,Sin ubicación,13,29.8,36
2025,IQP,Estudiante,2do grado,AZUA,2,15.6,20
2025,IQP,Estudiante,2do grado,BAHORUCO,1,1.2,1
2025,IQP,Estudiante,2do grado,BARAHONA,3,0.6,3
2025,IQP,Estudiante,2do grado,COTUI,3,1.6,3
2025,IQP,Estudiante,2do grado,NAGUA,1,0.8,1
2025,IQP,Estudiante,2do grado,SAN CRISTOBAL,3,2.5,3
2025,IQP,Estudiante,2do grado,SAN FRANCISCO DE MACORIS,1,0.1,1
2025,IQP,Estudiante,2do grado,SAN PEDRO DE MACORIS,1,1.2,1
2025,IQP,Estudiante,2do grado,SANTIAGO,2,2.7,6
2025,IQP,Estudiante,2do grado,SANTO DOMINGO,9,6.9,10
2025,IQP,Estudiante,2do grado,Sin ubicación,11,28.8,22
2025,IQP,Estudiante,3er grado,AZUA,4,2.9,5
2025,IQP,Estudiante,3er grado,BAHORUCO,1,0.9,1
2025,IQP,Estudiante,3er grado,BARAHONA,3,1.4,3
2025,IQP,Estudiante,3er grado,HIGUEY,3,1.6,3
2025,IQP,Estudiante,3er grado,MAO,2,1.0,2
2025,IQP,Estudiante,3er grado,MONTE CRISTI,2,1.2,3
2025,IQP,Estudiante,3er grado,MONTE PLATA,1,0.4,1
2025,IQP,Estudiante,3er grado,NAGUA,1,0.3,1
2025,IQP,Estudiante,3er grado,PUERTO PLATA,1,0.4,1
2025,IQP,Estudiante,3er grado,SAN CRISTOBAL,3,2.2,3
2025,IQP,Estudiante,3er grado,SAN FRANCISCO DE MACORIS,38,113.8,114
2025,IQP,Estudiante,3er grado,SAN PEDRO DE MACORIS,4,7.3,7
2025,IQP,Estudiante,3er grado,SANTIAGO,59,67.9,100
2025,IQP,Estudiante,3er grado,SANTO DOMINGO,7,4.7,7
2025,IQP,Estudiante,3er grado,Sin ubicación,48,35.5,63
2025,IQP,Estudiante,4to grado,AZUA,7,14.5,7
2025,IQP,Estudiante,4to grado,BAHORUCO,1,0.2,1
2025,IQP,Estudiante,4to grado,BARAHONA,4,1.4,4
2025,IQP,Estudiante,4to grado,COTUI,3,1.2,3
2025,IQP,Estudiante,4to grado,HIGUEY,1,0.3,1
2025,IQP,Estudiante,4to grado,LA VEGA,3,2.1,3
2025,IQP,Estudiante,4to grado,MAO,3,1.0,3
2025,IQP,Estudiante,4to grado,MONTE CRISTI,1,1.0,1
2025,IQP,Estudiante,4to grado,MONTE PLATA,1,43.5,36
2025,IQP,Estudiante,4to grado,NAGUA,1,0.5,1
2025,IQP,Estudiante,4to grado,SAN CRISTOBAL,3,2.8,3
2025,IQP,Estudiante,4to grado,SAN JUAN DE LA MAGUANA,1,0.1,1
2025,IQP,Estudiante,4to grado,SANTIAGO,5,3.2,8
2025,IQP,Estudiante,4to grado,SANTO DOMINGO,19,11.9,20
2025,IQP,Estudiante,4to grado,Sin ubicación,13,6.4,16
2025,IQP,Estudiante,5to grado,AZUA,5,5.6,6
2025,IQP,Estudiante,5to grado,BAHORUCO,1,0.1,1
2025,IQP,Estudiante,5to grado,BARAHONA,1,0.6,1
2025,IQP,Estudiante,5to grado,COTUI,2,0.3,2
2025,IQP,Estudiante,5to grado,HIGUEY,5,1.8,5
2025,IQP,Estudiante,5to grado,LA VEGA,19,10.4,19
2025,IQP,Estudiante,5to grado,MAO,1,0.6,1
2025,IQP,Estudiante,5to grado,MONTE PLATA,2,1.0,3
2025,IQP,Estudiante,5to grado,NAGUA,2,1.2,2
