Anio,Mes,Programa,Rol,Grado,region_norm,usuarios_activos,horas_totales,registros
2023,6,IQP,Estudiante,6to grado,SAN CRISTOBAL,10,27.8,11
2023,6,IQP,Estudiante,6to grado,SAN FRANCISCO DE MACORIS,5,15.1,6
2023,6,IQP,Estudiante,6to grado,SAN JUAN DE LA MAGUANA,5,5.4,6
2023,6,IQP,Estudiante,6to grado,SAN PEDRO DE MACORIS,8,5.6,8
2023,6,IQP,Estudiante,6to grado,SANTIAGO,12,22.8,15
2023,6,IQP,Estudiante,6to grado,SANTO DOMINGO,227,323.4,235
2023,6,IQP,Estudiante,6to grado,Sin ubicación,294,451.8,318
2023,6,IQP,Estudiante,No especificado,BAHORUCO,1,0.6,1
2023,6,IQP,Estudiante,No especificado,SANTO DOMINGO,5,7.1,5
2023,6,IQP,Estudiante,No especificado,Sin ubicación,11,26.5,12
2023,6,IQP,Parent,No especificado,Sin ubicación,1,0.0,2
2023,6,IQP,Sin rol,No especificado,Sin ubicación,1,185.8,11
2023,6,IQS,Admin,No especificado,Sin ubicación,1,20.6,6
2023,6,IQS,Docente,1er grado,AZUA,2,1.9,3
2023,6,IQS,Docente,1er grado,HIGUEY,5,59.5,13
2023,6,IQS,Docente,1er grado,LA VEGA,4,53.3,7
2023,6,IQS,Docente,1er grado,MAO,1,0.4,1
2023,6,IQS,Docente,1er grado,MONTE CRISTI,2,10.1,2
2023,6,IQS,Docente,1er grado,MONTE PLATA,2,20.5,3
2023,6,IQS,Docente,1er grado,PUERTO PLATA,2,16.0,3
2023,6,IQS,Docente,1er grado,SAN CRISTOBAL,2,17.8,6
2023,6,IQS,Docente,1er grado,SAN FRANCISCO DE MACORIS,1,0.3,1
2023,6,IQS,Docente,1er grado,SAN PEDRO DE MACORIS,3,16.0,4
2023,6,IQS,Docente,1er grado,SANTIAGO,3,3.3,3
2023,6,IQS,Docente,1er grado,SANTO DOMINGO,11,67.6,17
2023,6,IQS,Docente,1er grado,Sin ubicación,23,127.3,34
2023,6,IQS,Docente,4to grado,AZUA,7,47.6,8
2023,6,IQS,Docente,4to grado,BARAHONA,2,4.4,2
2023,6,IQS,Docente,4to grado,COTUI,23,63.0,31
2023,6,IQS,Docente,4to grado,HIGUEY,14,141.7,27
2023,6,IQS,Docente,4to grado,LA VEGA,14,47.5,23
2023,6,IQS,Docente,4to grado,MAO,7,67.1,15
2023,6,IQS,Docente,4to grado,MONTE CRISTI,6,21.4,7
2023,6,IQS,Docente,4to grado,MONTE PLATA,10,77.1,19
2023,6,IQS,Docente,4to grado,NAGUA,4,4.0,6
2023,6,IQS,Docente,4to grado,PUERTO PLATA,22,134.9,53
2023,6,IQS,Docente,4to grado,SAN CRISTOBAL,14,58.7,20
2023,6,IQS,Docente,4to grado,SAN FRANCISCO DE MACORIS,10,59.4,17
2023,6,IQS,Docente,4to grado,SAN JUAN DE LA MAGUANA,5,12.6,7
2023,6,IQS,Docente,4to grado,SAN PEDRO DE MACORIS,22,96.3,31
2023,6,IQS,Docente,4to grado,SANTIAGO,34,252.5,59
2023,6,IQS,Docente,4to grado,SANTO DOMINGO,90,596.9,178
2023,6,IQS,Docente,4to grado,Sin ubicación,69,563.8,159
2023,6,IQS,Docente,6to grado,AZUA,7,10.0,7
2023,6,IQS,Docente,6to grado,BAHORUCO,2,15.5,3
2023,6,IQS,Docente,6to grado,BARAHONA,5,15.8,6
2023,6,IQS,Docente,6to grado,COTUI,10,29.2,14
2023,6,IQS,Docente,6to grado,HIGUEY,11,58.3,26
2023,6,IQS,Docente,6to grado,LA VEGA,12,86.8,37
2023,6,IQS,Docente,6to grado,MAO,2,8.2,2
2023,6,IQS,Docente,6to grado,MONTE CRISTI,5,37.3,8
2023,6,IQS,Docente,6to grado,MONTE PLATA,6,40.8,11
2023,6,IQS,Docente,6to grado,NAGUA,3,7.0,4
2023,6,IQS,Docente,6to grado,PUERTO PLATA,20,117.9,35
2023,6,IQS,Docente,6to grado,SAN CRISTOBAL,12,32.1,16
2023,6,IQS,Docente,6to grado,SAN FRANCISCO DE MACORIS,7,80.8,21
2023,6,IQS,Docente,6to grado,SAN JUAN DE LA MAGUANA,2,1.6,2
2023,6,IQS,Docente,6to grado,SAN PEDRO DE MACORIS,7,4.9,9
2023,6,IQS,Docente,6to grado,SANTIAGO,32,177.8,54
2023,6,IQS,Docente,6to grado,SANTO DOMINGO,88,377.2,121
2023,6,IQS,Docente,6to grado,Sin ubicación,112,439.8,169
2023,6,IQS,Docente,No especificado,SAN PEDRO DE MACORIS,1,3.3,2
2023,6,IQS,Docente,No especificado,SANTIAGO,2,27.2,5
2023,6,IQS,Docente,No especificado,SANTO DOMINGO,1,0.0,1
2023,6,IQS,Docente,No especificado,Sin ubicación,2,4.7,2
2023,6,IQS,Editor,No especificado,SANTIAGO,1,191.5,12
2023,6,IQS,Estudiante,1er grado,AZUA,1,0.0,1
2023,6,IQS,Estudiante,1er grado,BAHORUCO,2,0.0,2
2023,6,IQS,Estudiante,1er grado,BARAHONA,4,8.8,4
2023,6,IQS,Estudiante,1er grado,COTUI,3,12.7,16
2023,6,IQS,Estudiante,1er grado,HIGUEY,8,11.7,17
2023,6,IQS,Estudiante,1er grado,LA VEGA,6,1.2,10
2023,6,IQS,Estudiante,1er grado,MAO,2,4.9,2
2023,6,IQS,Estudiante,1er grado,MONTE PLATA,4,11.2,6
2023,6,IQS,Estudiante,1er grado,NAGUA,2,0.7,3
2023,6,IQS,Estudiante,1er grado,PUERTO PLATA,9,5.1,22
2023,6,IQS,Estudiante,1er grado,SAN CRISTOBAL,11,4.8,26
2023,6,IQS,Estudiante,1er grado,SAN FRANCISCO DE MACORIS,3,5.5,5
2023,6,IQS,Estudiante,1er grado,SAN JUAN DE LA MAGUANA,3,3.0,4
2023,6,IQS,Estudiante,1er grado,SAN PEDRO DE MACORIS,6,0.5,10
2023,6,IQS,Estudiante,1er grado,SANTIAGO,22,7.3,58
2023,6,IQS,Estudiante,1er grado,SANTO DOMINGO,62,149.5,148
2023,6,IQS,Estudiante,1er grado,Sin ubicación,67,143.4,154
2023,6,IQS,Estudiante,2do grado,AZUA,3,9.1,11
2023,6,IQS,Estudiante,2do grado,BAHORUCO,3,11.0,4
2023,6,IQS,Estudiante,2do grado,COTUI,2,6.6,3
2023,6,IQS,Estudiante,2do grado,HIGUEY,3,2.5,4
2023,6,IQS,Estudiante,2do grado,LA VEGA,1,0.4,2
2023,6,IQS,Estudiante,2do grado,MAO,2,4.0,4
2023,6,IQS,Estudiante,2do grado,MONTE CRISTI,2,7.9,2
2023,6,IQS,Estudiante,2do grado,MONTE PLATA,4,12.2,6
2023,6,IQS,Estudiante,2do grado,NAGUA,1,0.3,1
2023,6,IQS,Estudiante,2do grado,PUERTO PLATA,2,0.8,3
2023,6,IQS,Estudiante,2do grado,SAN CRISTOBAL,7,15.4,14
2023,6,IQS,Estudiante,2do grado,SAN JUAN DE LA MAGUANA,2,5.7,2
2023,6,IQS,Estudiante,2do grado,SAN PEDRO DE MACORIS,4,2.9,8
2023,6,IQS,Estudiante,2do grado,SANTIAGO,7,8.0,18
2023,6,IQS,Estudiante,2do grado,SANTO DOMINGO,57,232.1,100
2023,6,IQS,Estudiante,2do grado,Sin ubicación,34,65.3,59
2023,6,IQS,Estudiante,3er grado,AZUA,1,6.9,2
2023,6,IQS,Estudiante,3er grado,BARAHONA,1,0.9,2
2023,6,IQS,Estudiante,3er grado,HIGUEY,1,0.4,1
2023,6,IQS,Estudiante,3er grado,LA VEGA,2,1.6,2
2023,6,IQS,Estudiante,3er grado,MAO,2,7.2,3
2023,6,IQS,Estudiante,3er grado,PUERTO PLATA,1,0.0,2
2023,6,IQS,Estudiante,3er grado,SAN CRISTOBAL,1,0.6,1
2023,6,IQS,Estudiante,3er grado,SAN JUAN DE LA MAGUANA,2,0.1,2
2023,6,IQS,Estudiante,3er grado,SAN PEDRO DE MACORIS,3,20.9,4
2023,6,IQS,Estudiante,3er grado,SANTIAGO,3,20.4,10
2023,6,IQS,Estudiante,3er grado,SANTO DOMINGO,14,94.3,21
2023,6,IQS,Estudiante,3er grado,Sin ubicación,22,160.0,39
2023,6,IQS,Estudiante,4to grado,AZUA,12,122.6,37
2023,6,IQS,Estudiante,4to grado,BAHORUCO,8,45.4,23
2023,6,IQS,Estudiante,4to grado,BARAHONA,18,92.2,41
2023,6,IQS,Estudiante,4to grado,COTUI,15,126.2,42
2023,6,IQS,Estudiante,4to grado,HIGUEY,26,262.7,65
2023,6,IQS,Estudiante,4to grado,LA VEGA,23,216.4,48
2023,6,IQS,Estudiante,4to grado,MAO,3,59.4,8
2023,6,IQS,Estudiante,4to grado,MONTE CRISTI,12,131.6,26
2023,6,IQS,Estudiante,4to grado,MONTE PLATA,4,51.0,16
2023,6,IQS,Estudiante,4to grado,NAGUA,8,80.8,19
2023,6,IQS,Estudiante,4to grado,PUERTO PLATA,16,87.0,44
2023,6,IQS,Estudiante,4to grado,SAN CRISTOBAL,22,293.2,62
2023,6,IQS,Estudiante,4to grado,SAN FRANCISCO DE MACORIS,20,205.3,52
2023,6,IQS,Estudiante,4to grado,SAN JUAN DE LA MAGUANA,7,29.9,10
2023,6,IQS,Estudiante,4to grado,SAN PEDRO DE MACORIS,28,277.0,52
2023,6,IQS,Estudiante,4to grado,SANTIAGO,83,934.6,223
2023,6,IQS,Estudiante,4to grado,SANTO DOMINGO,324,3434.8,785
2023,6,IQS,Estudiante,4to grado,Sin ubicación,235,2048.3,508
2023,6,IQS,Estudiante,5to grado,AZUA,3,3.1,3
2023,6,IQS,Estudiante,5to grado,BAHORUCO,1,16.4,2
2023,6,IQS,Estudiante,5to grado,BARAHONA,2,16.3,3
2023,6,IQS,Estudiante,5to grado,COTUI,3,2.5,4
2023,6,IQS,Estudiante,5to grado,HIGUEY,13,50.3,31
2023,6,IQS,Estudiante,5to grado,LA VEGA,8,34.7,9
2023,6,IQS,Estudiante,5to grado,MAO,2,23.2,6
2023,6,IQS,Estudiante,5to grado,MONTE CRISTI,1,30.9,4
2023,6,IQS,Estudiante,5to grado,MONTE PLATA,5,15.6,6
2023,6,IQS,Estudiante,5to grado,NAGUA,1,1.4,1
2023,6,IQS,Estudiante,5to grado,PUERTO PLATA,4,18.2,6
2023,6,IQS,Estudiante,5to grado,SAN CRISTOBAL,7,35.9,18
2023,6,IQS,Estudiante,5to grado,SAN FRANCISCO DE MACORIS,5,12.5,17
2023,6,IQS,Estudiante,5to grado,SAN JUAN DE LA MAGUANA,2,1.8,3
2023,6,IQS,Estudiante,5to grado,SAN PEDRO DE MACORIS,14,45.2,32
2023,6,IQS,Estudiante,5to grado,SANTIAGO,45,732.6,123
2023,6,IQS,Estudiante,5to grado,SANTO DOMINGO,162,1140.4,348
2023,6,IQS,Estudiante,5to grado,Sin ubicación,85,409.2,164
2023,6,IQS,Estudiante,6to grado,AZUA,367,2469.4,915
2023,6,IQS,Estudiante,6to grado,BAHORUCO,127,508.2,251
2023,6,IQS,Estudiante,6to grado,BARAHONA,232,1495.5,531
2023,6,IQS,Estudiante,6to grado,COTUI,508,3791.6,1308
2023,6,IQS,Estudiante,6to grado,HIGUEY,654,4719.4,1591
2023,6,IQS,Estudiante,6to grado,LA VEGA,963,9259.0,2616
2023,6,IQS,Estudiante,6to grado,MAO,257,2552.0,686
2023,6,IQS,Estudiante,6to grado,MONTE CRISTI,227,2094.0,532
2023,6,IQS,Estudiante,6to grado,MONTE PLATA,256,1760.5,577
2023,6,IQS,Estudiante,6to grado,NAGUA,186,1219.3,422
2023,6,IQS,Estudiante,6to grado,PUERTO PLATA,490,4409.2,1403
2023,6,IQS,Estudiante,6to grado,SAN CRISTOBAL,889,7665.3,2201
2023,6,IQS,Estudiante,6to grado,SAN FRANCISCO DE MACORIS,530,4336.9,1382
2023,6,IQS,Estudiante,6to grado,SAN JUAN DE LA MAGUANA,197,1421.5,472
2023,6,IQS,Estudiante,6to grado,SAN PEDRO DE MACORIS,978,8312.8,2271
2023,6,IQS,Estudiante,6to grado,SANTIAGO,1940,18904.4,5273
2023,6,IQS,Estudiante,6to grado,SANTO DOMINGO,7768,73489.6,20017
2023,6,IQS,Estudiante,6to grado,Sin ubicación,6477,52312.7,16201
2023,6,IQS,Estudiante,No especificado,AZUA,1,0.0,2
2023,6,IQS,Estudiante,No especificado,BARAHONA,1,0.6,3
2023,6,IQS,Estudiante,No especificado,HIGUEY,7,19.7,12
2023,6,IQS,Estudiante,No especificado,LA VEGA,5,9.8,8
2023,6,IQS,Estudiante,No especificado,MAO,2,0.1,4
2023,6,IQS,Estudiante,No especificado,NAGUA,1,6.0,1
2023,6,IQS,Estudiante,No especificado,PUERTO PLATA,4,7.6,9
2023,6,IQS,Estudiante,No especificado,SAN CRISTOBAL,1,1.5,1
2023,6,IQS,Estudiante,No especificado,SAN FRANCISCO DE MACORIS,3,6.8,5
2023,6,IQS,Estudiante,No especificado,SAN PEDRO DE MACORIS,10,20.9,21
2023,6,IQS,Estudiante,No especificado,SANTIAGO,20,98.7,37
2023,6,IQS,Estudiante,No especificado,SANTO DOMINGO,41,133.9,108
2023,6,IQS,Estudiante,No especificado,Sin ubicación,34,154.6,79
2023,6,IQS,Invitado,6to grado,HIGUEY,1,0.0,1
2023,6,IQS,Invitado,6to grado,LA VEGA,1,0.5,2
2023,6,IQS,Invitado,6to grado,SAN CRISTOBAL,1,26.1,8
2023,6,IQS,Invitado,6to grado,SANTIAGO,3,5.0,3
2023,6,IQS,Invitado,6to grado,SANTO DOMINGO,9,88.9,18
2023,6,IQS,Invitado,6to grado,Sin ubicación,1019,7346.9,2048
2023,6,IQS,Invitado,No especificado,Sin ubicación,2,0.4,2
2023,7,IQ512,Admin,No especificado,Sin ubicación,2,34.9,5
2023,7,IQ512,Editor,No especificado,Sin ubicación,1,96.9,13
2023,7,IQ512,Estudiante,No especificado,AZUA,37,2885.8,345
2023,7,IQ512,Estudiante,No especificado,BAHORUCO,19,579.3,98
2023,7,IQ512,Estudiante,No especificado,BARAHONA,38,1535.3,222
2023,7,IQ512,Estudiante,No especificado,COTUI,24,1173.9,166
2023,7,IQ512,Estudiante,No especificado,HIGUEY,16,475.6,53
2023,7,IQ512,Estudiante,No especificado,LA VEGA,62,2712.1,343
2023,7,IQ512,Estudiante,No especificado,MAO,12,1199.2,128
2023,7,IQ512,Estudiante,No especificado,MONTE CRISTI,17,771.1,123
2023,7,IQ512,Estudiante,No especificado,MONTE PLATA,14,679.3,66
2023,7,IQ512,Estudiante,No especificado,NAGUA,18,1017.0,125
2023,7,IQ512,Estudiante,No especificado,PUERTO PLATA,15,593.1,84
2023,7,IQ512,Estudiante,No especificado,SAN CRISTOBAL,56,3110.1,364
2023,7,IQ512,Estudiante,No especificado,SAN FRANCISCO DE MACORIS,23,1296.8,171
2023,7,IQ512,Estudiante,No especificado,SAN JUAN DE LA MAGUANA,21,862.5,112
2023,7,IQ512,Estudiante,No especificado,SAN PEDRO DE MACORIS,23,711.2,112
2023,7,IQ512,Estudiante,No especificado,SANTIAGO,40,2082.9,228
2023,7,IQ512,Estudiante,No especificado,SANTO DOMINGO,229,11914.1,1543
2023,7,IQ512,Estudiante,No especificado,Sin ubicación,2225,122972.4,15237
2023,7,IQP,Admin,No especificado,Sin ubicación,1,7.1,1
2023,7,IQP,Docente,1er grado,Sin ubicación,2,287.6,24
2023,7,IQP,Docente,4to grado,LA VEGA,1,0.3,1
2023,7,IQP,Docente,4to grado,PUERTO PLATA,1,2.9,1
2023,7,IQP,Docente,4to grado,SAN JUAN DE LA MAGUANA,1,3.1,1
2023,7,IQP,Docente,4to grado,SAN PEDRO DE MACORIS,1,1.4,1
2023,7,IQP,Docente,4to grado,SANTO DOMINGO,4,9.0,6
2023,7,IQP,Docente,4to grado,Sin ubicación,13,62.4,23
2023,7,IQP,Docente,6to grado,BAHORUCO,1,1.4,2
2023,7,IQP,Docente,6to grado,LA VEGA,3,1.1,3
2023,7,IQP,Docente,6to grado,MONTE PLATA,1,14.2,1
2023,7,IQP,Docente,6to grado,NAGUA,1,0.0,1
2023,7,IQP,Docente,6to grado,SANTIAGO,1,0.8,1
2023,7,IQP,Docente,6to grado,SANTO DOMINGO,7,19.1,9
2023,7,IQP,Docente,6to grado,Sin ubicación,8,20.1,9
2023,7,IQP,Docente,No especificado,SANTIAGO,1,0.6,1
2023,7,IQP,Docente,No especificado,SANTO DOMINGO,3,5.3,3
2023,7,IQP,Docente,No especificado,Sin ubicación,6,10.4,6
2023,7,IQP,Estudiante,1er grado,AZUA,1,0.6,1
2023,7,IQP,Estudiante,1er grado,SANTIAGO,1,4.0,1
2023,7,IQP,Estudiante,1er grado,SANTO DOMINGO,4,5.4,4
2023,7,IQP,Estudiante,1er grado,Sin ubicación,4,1.7,5
2023,7,IQP,Estudiante,2do grado,SANTO DOMINGO,1,1.1,2
2023,7,IQP,Estudiante,3er grado,BARAHONA,1,1.4,1
2023,7,IQP,Estudiante,3er grado,HIGUEY,2,1.3,2
2023,7,IQP,Estudiante,3er grado,SANTO DOMINGO,2,6.6,3
2023,7,IQP,Estudiante,3er grado,Sin ubicación,1,1.2,1
2023,7,IQP,Estudiante,4to grado,SANTO DOMINGO,4,3.3,5
2023,7,IQP,Estudiante,4to grado,Sin ubicación,3,37.1,8
2023,7,IQP,Estudiante,5to grado,SANTIAGO,1,0.4,1
2023,7,IQP,Estudiante,5to grado,SANTO DOMINGO,1,2.1,1
2023,7,IQP,Estudiante,5to grado,Sin ubicación,1,0.4,2
2023,7,IQP,Estudiante,6to grado,BAHORUCO,1,0.2,1
2023,7,IQP,Estudiante,6to grado,COTUI,1,1.4,1
2023,7,IQP,Estudiante,6to grado,LA VEGA,1,1.4,3
2023,7,IQP,Estudiante,6to grado,SANTO DOMINGO,22,28.8,25
2023,7,IQP,Estudiante,6to grado,Sin ubicación,22,23.9,26
2023,7,IQP,Parent,No especificado,Sin ubicación,1,10.6,3
2023,7,IQP,Sin rol,No especificado,Sin ubicación,1,274.1,17
2023,7,IQS,Admin,No especificado,Sin ubicación,1,19.8,2
2023,7,IQS,Docente,1er grado,COTUI,1,0.4,1
2023,7,IQS,Docente,1er grado,LA VEGA,1,0.5,1
2023,7,IQS,Docente,1er grado,MONTE PLATA,1,3.0,1
2023,7,IQS,Docente,1er grado,SAN FRANCISCO DE MACORIS,1,0.1,1
2023,7,IQS,Docente,1er grado,SAN PEDRO DE MACORIS,1,0.3,1
2023,7,IQS,Docente,1er grado,SANTIAGO,2,2.5,2
2023,7,IQS,Docente,1er grado,Sin ubicación,6,6.5,7
2023,7,IQS,Docente,4to grado,AZUA,2,1.5,3
2023,7,IQS,Docente,4to grado,HIGUEY,3,8.6,5
2023,7,IQS,Docente,4to grado,LA VEGA,2,1.7,3
2023,7,IQS,Docente,4to grado,MAO,3,4.1,4
2023,7,IQS,Docente,4to grado,MONTE PLATA,3,5.1,5
2023,7,IQS,Docente,4to grado,PUERTO PLATA,1,0.0,2
2023,7,IQS,Docente,4to grado,SAN CRISTOBAL,2,4.4,5
2023,7,IQS,Docente,4to grado,SAN FRANCISCO DE MACORIS,3,12.2,3
2023,7,IQS,Docente,4to grado,SAN JUAN DE LA MAGUANA,1,4.5,1
2023,7,IQS,Docente,4to grado,SAN PEDRO DE MACORIS,3,4.7,4
2023,7,IQS,Docente,4to grado,SANTO DOMINGO,16,21.3,21
2023,7,IQS,Docente,4to grado,Sin ubicación,6,2.9,8
2023,7,IQS,Docente,6to grado,AZUA,1,1.6,1
2023,7,IQS,Docente,6to grado,LA VEGA,3,8.8,6
2023,7,IQS,Docente,6to grado,MONTE PLATA,2,4.1,3
2023,7,IQS,Docente,6to grado,PUERTO PLATA,2,0.5,3
2023,7,IQS,Docente,6to grado,SAN FRANCISCO DE MACORIS,1,0.2,2
2023,7,IQS,Docente,6to grado,SAN JUAN DE LA MAGUANA,1,1.3,1
2023,7,IQS,Docente,6to grado,SAN PEDRO DE MACORIS,6,4.5,9
2023,7,IQS,Docente,6to grado,SANTIAGO,3,5.2,3
2023,7,IQS,Docente,6to grado,SANTO DOMINGO,12,49.7,21
2023,7,IQS,Docente,6to grado,Sin ubicación,10,26.4,21
2023,7,IQS,Docente,No especificado,BARAHONA,1,1.9,1
2023,7,IQS,Docente,No especificado,MAO,1,0.3,1
2023,7,IQS,Docente,No especificado,MONTE PLATA,2,0.6,2
2023,7,IQS,Docente,No especificado,SAN FRANCISCO DE MACORIS,1,0.4,1
2023,7,IQS,Docente,No especificado,SANTO DOMINGO,4,6.3,5
2023,7,IQS,Docente,No especificado,Sin ubicación,1,0.4,1
2023,7,IQS,Editor,No especificado,SANTIAGO,1,278.2,17
2023,7,IQS,Estudiante,1er grado,BARAHONA,2,1.9,3
2023,7,IQS,Estudiante,1er grado,HIGUEY,1,0.0,1
2023,7,IQS,Estudiante,1er grado,LA VEGA,1,0.7,2
2023,7,IQS,Estudiante,1er grado,MAO,1,4.8,2
2023,7,IQS,Estudiante,1er grado,MONTE PLATA,1,5.2,7
2023,7,IQS,Estudiante,1er grado,PUERTO PLATA,4,2.3,6
2023,7,IQS,Estudiante,1er grado,SAN CRISTOBAL,3,0.5,4
2023,7,IQS,Estudiante,1er grado,SAN PEDRO DE MACORIS,5,2.2,10
2023,7,IQS,Estudiante,1er grado,SANTIAGO,5,6.1,19
2023,7,IQS,Estudiante,1er grado,SANTO DOMINGO,24,24.3,48
2023,7,IQS,Estudiante,1er grado,Sin ubicación,21,46.5,48
2023,7,IQS,Estudiante,2do grado,AZUA,2,1.1,4
2023,7,IQS,Estudiante,2do grado,MAO,1,54.3,10
2023,7,IQS,Estudiante,2do grado,SAN CRISTOBAL,1,0.5,2
2023,7,IQS,Estudiante,2do grado,SAN PEDRO DE MACORIS,1,4.0,2
2023,7,IQS,Estudiante,2do grado,SANTIAGO,1,0.4,2
2023,7,IQS,Estudiante,2do grado,SANTO DOMINGO,12,46.3,19
2023,7,IQS,Estudiante,2do grado,Sin ubicación,6,37.6,21
2023,7,IQS,Estudiante,3er grado,BARAHONA,1,0.2,2
2023,7,IQS,Estudiante,3er grado,LA VEGA,1,0.2,2
2023,7,IQS,Estudiante,3er grado,MAO,1,2.1,2
2023,7,IQS,Estudiante,3er grado,MONTE CRISTI,1,0.4,2
2023,7,IQS,Estudiante,3er grado,SAN CRISTOBAL,1,0.0,1
2023,7,IQS,Estudiante,3er grado,SAN JUAN DE LA MAGUANA,1,1.2,2
2023,7,IQS,Estudiante,3er grado,SAN PEDRO DE MACORIS,1,0.0,1
2023,7,IQS,Estudiante,3er grado,SANTIAGO,2,1.5,2
2023,7,IQS,Estudiante,3er grado,SANTO DOMINGO,7,97.0,17
2023,7,IQS,Estudiante,3er grado,Sin ubicación,4,16.0,7
2023,7,IQS,Estudiante,4to grado,BARAHONA,4,6.2,5
2023,7,IQS,Estudiante,4to grado,HIGUEY,3,8.3,6
2023,7,IQS,Estudiante,4to grado,LA VEGA,3,2.9,6
2023,7,IQS,Estudiante,4to grado,MAO,1,0.5,1
2023,7,IQS,Estudiante,4to grado,MONTE CRISTI,1,0.4,1
2023,7,IQS,Estudiante,4to grado,MONTE PLATA,1,2.9,1
2023,7,IQS,Estudiante,4to grado,NAGUA,1,8.5,2
2023,7,IQS,Estudiante,4to grado,SAN FRANCISCO DE MACORIS,2,9.6,6
2023,7,IQS,Estudiante,4to grado,SAN JUAN DE LA MAGUANA,1,0.5,1
2023,7,IQS,Estudiante,4to grado,SAN PEDRO DE MACORIS,2,1.1,4
2023,7,IQS,Estudiante,4to grado,SANTIAGO,7,21.7,10
2023,7,IQS,Estudiante,4to grado,SANTO DOMINGO,23,39.7,35
2023,7,IQS,Estudiante,4to grado,Sin ubicación,18,88.2,38
2023,7,IQS,Estudiante,5to grado,AZUA,1,0.3,1
2023,7,IQS,Estudiante,5to grado,HIGUEY,1,0.0,1
2023,7,IQS,Estudiante,5to grado,LA VEGA,3,2.7,6
2023,7,IQS,Estudiante,5to grado,MAO,1,13.3,5
2023,7,IQS,Estudiante,5to grado,MONTE PLATA,1,0.3,2
2023,7,IQS,Estudiante,5to grado,NAGUA,1,0.2,2
2023,7,IQS,Estudiante,5to grado,SAN FRANCISCO DE MACORIS,1,1.2,2
2023,7,IQS,Estudiante,5to grado,SAN JUAN DE LA MAGUANA,1,0.1,2
2023,7,IQS,Estudiante,5to grado,SAN PEDRO DE MACORIS,1,0.4,2
2023,7,IQS,Estudiante,5to grado,SANTIAGO,1,0.8,2
2023,7,IQS,Estudiante,5to grado,SANTO DOMINGO,10,26.3,11
2023,7,IQS,Estudiante,5to grado,Sin ubicación,6,40.8,14
2023,7,IQS,Estudiante,6to grado,AZUA,23,47.6,47
2023,7,IQS,Estudiante,6to grado,BAHORUCO,2,1.1,4
2023,7,IQS,Estudiante,6to grado,BARAHONA,12,15.9,18
2023,7,IQS,Estudiante,6to grado,COTUI,34,176.3,71
2023,7,IQS,Estudiante,6to grado,HIGUEY,38,57.7,68
2023,7,IQS,Estudiante,6to grado,LA VEGA,48,89.0,97
2023,7,IQS,Estudiante,6to grado,MAO,7,125.7,32
2023,7,IQS,Estudiante,6to grado,MONTE CRISTI,13,44.2,22
2023,7,IQS,Estudiante,6to grado,MONTE PLATA,18,42.9,39
2023,7,IQS,Estudiante,6to grado,NAGUA,14,19.7,23
2023,7,IQS,Estudiante,6to grado,PUERTO PLATA,25,18.6,45
2023,7,IQS,Estudiante,6to grado,SAN CRISTOBAL,41,131.5,88
2023,7,IQS,Estudiante,6to grado,SAN FRANCISCO DE MACORIS,29,37.2,52
2023,7,IQS,Estudiante,6to grado,SAN JUAN DE LA MAGUANA,15,18.0,32
2023,7,IQS,Estudiante,6to grado,SAN PEDRO DE MACORIS,48,291.6,94
2023,7,IQS,Estudiante,6to grado,SANTIAGO,119,275.9,250
2023,7,IQS,Estudiante,6to grado,SANTO DOMINGO,392,1401.0,817
2023,7,IQS,Estudiante,6to grado,Sin ubicación,284,1083.0,576
2023,7,IQS,Estudiante,No especificado,BARAHONA,2,1.6,2
2023,7,IQS,Estudiante,No especificado,COTUI,1,3.2,2
2023,7,IQS,Estudiante,No especificado,HIGUEY,2,1.4,6
2023,7,IQS,Estudiante,No especificado,LA VEGA,2,1.1,6
2023,7,IQS,Estudiante,No especificado,MAO,3,7.9,8
2023,7,IQS,Estudiante,No especificado,PUERTO PLATA,1,0.1,2
2023,7,IQS,Estudiante,No especificado,SAN CRISTOBAL,1,1.2,1
2023,7,IQS,Estudiante,No especificado,SAN FRANCISCO DE MACORIS,4,4.4,6
2023,7,IQS,Estudiante,No especificado,SAN JUAN DE LA MAGUANA,1,0.0,1
2023,7,IQS,Estudiante,No especificado,SAN PEDRO DE MACORIS,3,2.7,4
2023,7,IQS,Estudiante,No especificado,SANTIAGO,10,8.3,13
2023,7,IQS,Estudiante,No especificado,SANTO DOMINGO,35,40.9,49
2023,7,IQS,Estudiante,No especificado,Sin ubicación,21,22.3,34
2023,7,IQS,Invitado,6to grado,SANTO DOMINGO,2,11.0,4
2023,7,IQS,Invitado,6to grado,Sin ubicación,141,759.2,306
2023,7,IQS,Invitado,No especificado,SANTO DOMINGO,1,0.7,1
2023,7,IQS,Invitado,No especificado,Sin ubicación,10,16.9,12
2023,8,IQ512,Admin,No especificado,Sin ubicación,2,44.1,7
2023,8,IQ512,Editor,No especificado,Sin ubicación,1,11.0,7
2023,8,IQ512,Estudiante,No especificado,AZUA,34,894.4,152
2023,8,IQ512,Estudiante,No especificado,BAHORUCO,14,490.7,73
2023,8,IQ512,Estudiante,No especificado,BARAHONA,34,333.7,112
2023,8,IQ512,Estudiante,No especificado,COTUI,23,186.6,65
2023,8,IQ512,Estudiante,No especificado,HIGUEY,11,151.7,24
