Anio,Mes,Programa,Rol,Grado,region_norm,usuarios_activos,horas_totales,registros
2024,4,IQP,Docente,5to grado,LA VEGA,6,8.5,13
2024,4,IQP,Docente,5to grado,MONTE CRISTI,10,11.4,14
2024,4,IQP,Docente,5to grado,MONTE PLATA,6,11.6,7
2024,4,IQP,Docente,5to grado,NAGUA,8,7.1,10
2024,4,IQP,Docente,5to grado,PUERTO PLATA,8,9.2,14
2024,4,IQP,Docente,5to grado,SAN CRISTOBAL,10,10.3,15
2024,4,IQP,Docente,5to grado,SAN FRANCISCO DE MACORIS,15,15.7,21
2024,4,IQP,Docente,5to grado,SAN PEDRO DE MACORIS,14,15.1,18
2024,4,IQP,Docente,5to grado,SANTIAGO,36,78.5,84
2024,4,IQP,Docente,5to grado,SANTO DOMINGO,80,138.0,159
2024,4,IQP,Docente,5to grado,Sin ubicación,152,220.8,275
2024,4,IQP,Docente,6to grado,COTUI,1,1.3,1
2024,4,IQP,Docente,6to grado,HIGUEY,7,15.4,23
2024,4,IQP,Docente,6to grado,LA VEGA,6,12.3,16
2024,4,IQP,Docente,6to grado,MAO,3,4.2,5
2024,4,IQP,Docente,6to grado,MONTE CRISTI,2,1.7,3
2024,4,IQP,Docente,6to grado,MONTE PLATA,3,5.3,8
2024,4,IQP,Docente,6to grado,NAGUA,5,9.8,9
2024,4,IQP,Docente,6to grado,PUERTO PLATA,2,6.0,8
2024,4,IQP,Docente,6to grado,SAN CRISTOBAL,26,40.8,46
2024,4,IQP,Docente,6to grado,SAN FRANCISCO DE MACORIS,17,19.4,26
2024,4,IQP,Docente,6to grado,SAN PEDRO DE MACORIS,2,0.4,2
2024,4,IQP,Docente,6to grado,SANTIAGO,8,24.8,21
2024,4,IQP,Docente,6to grado,SANTO DOMINGO,15,18.2,24
2024,4,IQP,Docente,6to grado,Sin ubicación,20,17.1,31
2024,4,IQP,Docente,No especificado,MONTE PLATA,1,0.8,2
2024,4,IQP,Docente,No especificado,SAN CRISTOBAL,1,0.2,1
2024,4,IQP,Docente,No especificado,SANTIAGO,1,2.1,1
2024,4,IQP,Docente,No especificado,Sin ubicación,2,1.0,2
2024,4,IQP,Estudiante,1er grado,BAHORUCO,1,0.6,1
2024,4,IQP,Estudiante,1er grado,SANTIAGO,1,0.4,1
2024,4,IQP,Estudiante,1er grado,SANTO DOMINGO,4,3.2,4
2024,4,IQP,Estudiante,1er grado,Sin ubicación,10,7.4,12
2024,4,IQP,Estudiante,2do grado,COTUI,1,2.5,1
2024,4,IQP,Estudiante,2do grado,HIGUEY,1,0.7,1
2024,4,IQP,Estudiante,2do grado,LA VEGA,1,1.1,1
2024,4,IQP,Estudiante,2do grado,SAN CRISTOBAL,5,3.3,7
2024,4,IQP,Estudiante,2do grado,SAN FRANCISCO DE MACORIS,13,8.1,17
2024,4,IQP,Estudiante,2do grado,SANTIAGO,2,3.0,4
2024,4,IQP,Estudiante,2do grado,SANTO DOMINGO,17,8.9,17
2024,4,IQP,Estudiante,2do grado,Sin ubicación,43,27.3,47
2024,4,IQP,Estudiante,3er grado,BAHORUCO,2,0.8,2
2024,4,IQP,Estudiante,3er grado,BARAHONA,1,0.2,1
2024,4,IQP,Estudiante,3er grado,MONTE PLATA,1,0.4,1
2024,4,IQP,Estudiante,3er grado,SAN CRISTOBAL,1,1.1,1
2024,4,IQP,Estudiante,3er grado,SANTIAGO,1,0.3,1
2024,4,IQP,Estudiante,3er grado,SANTO DOMINGO,1,0.7,2
2024,4,IQP,Estudiante,3er grado,Sin ubicación,8,5.3,15
2024,4,IQP,Estudiante,4to grado,BAHORUCO,1,0.2,1
2024,4,IQP,Estudiante,4to grado,SANTIAGO,1,0.3,1
2024,4,IQP,Estudiante,4to grado,SANTO DOMINGO,8,13.2,17
2024,4,IQP,Estudiante,4to grado,Sin ubicación,11,7.6,13
2024,4,IQP,Estudiante,5to grado,BAHORUCO,2,1.3,2
2024,4,IQP,Estudiante,5to grado,BARAHONA,1,0.5,1
2024,4,IQP,Estudiante,5to grado,COTUI,6,4.2,6
2024,4,IQP,Estudiante,5to grado,HIGUEY,528,791.0,798
2024,4,IQP,Estudiante,5to grado,LA VEGA,69,83.0,89
2024,4,IQP,Estudiante,5to grado,MAO,3,1.3,3
2024,4,IQP,Estudiante,5to grado,MONTE CRISTI,1,0.4,1
2024,4,IQP,Estudiante,5to grado,MONTE PLATA,37,19.5,37
2024,4,IQP,Estudiante,5to grado,NAGUA,51,62.5,62
2024,4,IQP,Estudiante,5to grado,PUERTO PLATA,117,149.5,149
2024,4,IQP,Estudiante,5to grado,SAN CRISTOBAL,690,1178.6,1130
2024,4,IQP,Estudiante,5to grado,SAN FRANCISCO DE MACORIS,267,314.9,351
2024,4,IQP,Estudiante,5to grado,SAN PEDRO DE MACORIS,5,4.0,6
2024,4,IQP,Estudiante,5to grado,SANTIAGO,116,180.1,178
2024,4,IQP,Estudiante,5to grado,SANTO DOMINGO,1028,1433.7,1519
2024,4,IQP,Estudiante,5to grado,Sin ubicación,521,506.6,761
2024,4,IQP,Estudiante,6to grado,AZUA,3,1.0,3
2024,4,IQP,Estudiante,6to grado,BAHORUCO,1,1.8,2
2024,4,IQP,Estudiante,6to grado,BARAHONA,7,13.5,14
2024,4,IQP,Estudiante,6to grado,COTUI,1,3.3,2
2024,4,IQP,Estudiante,6to grado,HIGUEY,155,628.7,622
2024,4,IQP,Estudiante,6to grado,LA VEGA,2,1.0,2
2024,4,IQP,Estudiante,6to grado,MAO,2,1.3,2
2024,4,IQP,Estudiante,6to grado,MONTE CRISTI,4,6.7,6
2024,4,IQP,Estudiante,6to grado,MONTE PLATA,2,1.4,2
2024,4,IQP,Estudiante,6to grado,NAGUA,4,4.6,4
2024,4,IQP,Estudiante,6to grado,PUERTO PLATA,5,3.0,5
2024,4,IQP,Estudiante,6to grado,SAN CRISTOBAL,5,2.3,5
2024,4,IQP,Estudiante,6to grado,SAN FRANCISCO DE MACORIS,6,4.5,8
2024,4,IQP,Estudiante,6to grado,SAN JUAN DE LA MAGUANA,3,2.3,3
2024,4,IQP,Estudiante,6to grado,SAN PEDRO DE MACORIS,3,3.0,4
2024,4,IQP,Estudiante,6to grado,SANTIAGO,358,477.6,599
2024,4,IQP,Estudiante,6to grado,SANTO DOMINGO,390,718.7,837
2024,4,IQP,Estudiante,6to grado,Sin ubicación,816,1283.0,1621
2024,4,IQP,Estudiante,No especificado,Sin ubicación,1,0.2,1
2024,4,IQP,Parent,6to grado,Sin ubicación,2,0.9,3
2024,4,IQP,Sin rol,No especificado,Sin ubicación,1,5.7,5
2024,4,IQS,Docente,1er grado,AZUA,3,2.0,5
2024,4,IQS,Docente,1er grado,BAHORUCO,2,3.5,7
2024,4,IQS,Docente,1er grado,COTUI,1,1.7,1
2024,4,IQS,Docente,1er grado,HIGUEY,1,2.4,6
2024,4,IQS,Docente,1er grado,LA VEGA,4,5.1,5
2024,4,IQS,Docente,1er grado,MAO,2,0.8,3
2024,4,IQS,Docente,1er grado,MONTE CRISTI,8,19.7,22
2024,4,IQS,Docente,1er grado,MONTE PLATA,1,0.3,2
2024,4,IQS,Docente,1er grado,PUERTO PLATA,2,2.2,5
2024,4,IQS,Docente,1er grado,SAN CRISTOBAL,3,14.7,18
2024,4,IQS,Docente,1er grado,SAN FRANCISCO DE MACORIS,4,3.0,7
2024,4,IQS,Docente,1er grado,SAN JUAN DE LA MAGUANA,2,1.8,5
2024,4,IQS,Docente,1er grado,SANTIAGO,10,26.4,26
2024,4,IQS,Docente,1er grado,SANTO DOMINGO,18,35.5,43
2024,4,IQS,Docente,1er grado,Sin ubicación,14,9.2,22
2024,4,IQS,Docente,2do grado,SANTO DOMINGO,1,0.7,1
2024,4,IQS,Docente,4to grado,AZUA,10,12.2,23
2024,4,IQS,Docente,4to grado,BAHORUCO,7,5.1,7
2024,4,IQS,Docente,4to grado,BARAHONA,5,4.2,10
2024,4,IQS,Docente,4to grado,COTUI,23,42.8,47
2024,4,IQS,Docente,4to grado,HIGUEY,26,26.0,44
2024,4,IQS,Docente,4to grado,LA VEGA,37,63.6,89
2024,4,IQS,Docente,4to grado,MAO,11,13.3,17
2024,4,IQS,Docente,4to grado,MONTE CRISTI,29,66.5,69
2024,4,IQS,Docente,4to grado,MONTE PLATA,5,2.2,7
2024,4,IQS,Docente,4to grado,NAGUA,21,30.0,40
2024,4,IQS,Docente,4to grado,PUERTO PLATA,25,34.1,50
2024,4,IQS,Docente,4to grado,SAN CRISTOBAL,55,130.7,137
2024,4,IQS,Docente,4to grado,SAN FRANCISCO DE MACORIS,50,86.2,105
2024,4,IQS,Docente,4to grado,SAN JUAN DE LA MAGUANA,14,12.2,22
2024,4,IQS,Docente,4to grado,SAN PEDRO DE MACORIS,33,44.2,58
2024,4,IQS,Docente,4to grado,SANTIAGO,64,97.6,135
2024,4,IQS,Docente,4to grado,SANTO DOMINGO,147,235.6,281
2024,4,IQS,Docente,4to grado,Sin ubicación,199,195.3,329
2024,4,IQS,Docente,6to grado,AZUA,1,0.6,1
2024,4,IQS,Docente,6to grado,BAHORUCO,1,1.3,3
2024,4,IQS,Docente,6to grado,COTUI,2,3.1,4
2024,4,IQS,Docente,6to grado,HIGUEY,1,9.1,5
2024,4,IQS,Docente,6to grado,LA VEGA,2,0.9,2
2024,4,IQS,Docente,6to grado,MAO,1,0.4,1
2024,4,IQS,Docente,6to grado,MONTE CRISTI,1,3.5,2
2024,4,IQS,Docente,6to grado,MONTE PLATA,2,1.3,4
2024,4,IQS,Docente,6to grado,NAGUA,2,2.3,5
2024,4,IQS,Docente,6to grado,PUERTO PLATA,1,0.8,2
2024,4,IQS,Docente,6to grado,SAN CRISTOBAL,5,1.3,6
2024,4,IQS,Docente,6to grado,SAN FRANCISCO DE MACORIS,5,12.0,9
2024,4,IQS,Docente,6to grado,SAN JUAN DE LA MAGUANA,1,1.2,3
2024,4,IQS,Docente,6to grado,SAN PEDRO DE MACORIS,1,0.9,1
2024,4,IQS,Docente,6to grado,SANTIAGO,8,10.1,18
2024,4,IQS,Docente,6to grado,SANTO DOMINGO,11,8.6,15
2024,4,IQS,Docente,6to grado,Sin ubicación,8,4.1,10
2024,4,IQS,Docente,No especificado,MONTE CRISTI,1,2.8,4
2024,4,IQS,Docente,No especificado,NAGUA,1,2.9,1
2024,4,IQS,Docente,No especificado,SAN PEDRO DE MACORIS,1,0.0,1
2024,4,IQS,Docente,No especificado,SANTIAGO,2,0.6,2
2024,4,IQS,Docente,No especificado,SANTO DOMINGO,1,7.2,5
2024,4,IQS,Docente,No especificado,Sin ubicación,4,4.6,5
2024,4,IQS,Editor,No especificado,SANTIAGO,1,71.9,22
2024,4,IQS,Estudiante,1er grado,AZUA,2,0.7,4
2024,4,IQS,Estudiante,1er grado,BAHORUCO,6,3.4,8
2024,4,IQS,Estudiante,1er grado,BARAHONA,1,0.2,2
2024,4,IQS,Estudiante,1er grado,COTUI,2,6.5,5
2024,4,IQS,Estudiante,1er grado,HIGUEY,3,2.4,4
2024,4,IQS,Estudiante,1er grado,LA VEGA,1,4.1,7
2024,4,IQS,Estudiante,1er grado,MAO,3,1.4,8
2024,4,IQS,Estudiante,1er grado,MONTE CRISTI,5,8.3,19
2024,4,IQS,Estudiante,1er grado,MONTE PLATA,5,5.0,15
2024,4,IQS,Estudiante,1er grado,NAGUA,2,1.3,5
2024,4,IQS,Estudiante,1er grado,PUERTO PLATA,9,5.0,23
2024,4,IQS,Estudiante,1er grado,SAN CRISTOBAL,38,21.9,94
2024,4,IQS,Estudiante,1er grado,SAN FRANCISCO DE MACORIS,7,9.8,29
2024,4,IQS,Estudiante,1er grado,SAN JUAN DE LA MAGUANA,7,6.2,24
2024,4,IQS,Estudiante,1er grado,SAN PEDRO DE MACORIS,5,3.4,14
2024,4,IQS,Estudiante,1er grado,SANTIAGO,36,28.3,92
2024,4,IQS,Estudiante,1er grado,SANTO DOMINGO,49,52.5,152
2024,4,IQS,Estudiante,1er grado,Sin ubicación,92,57.6,191
2024,4,IQS,Estudiante,2do grado,AZUA,5,2.1,8
2024,4,IQS,Estudiante,2do grado,BAHORUCO,2,0.3,3
2024,4,IQS,Estudiante,2do grado,BARAHONA,1,6.0,6
2024,4,IQS,Estudiante,2do grado,COTUI,35,74.8,47
2024,4,IQS,Estudiante,2do grado,HIGUEY,11,8.2,11
2024,4,IQS,Estudiante,2do grado,LA VEGA,250,232.9,364
2024,4,IQS,Estudiante,2do grado,MAO,1,0.6,1
2024,4,IQS,Estudiante,2do grado,MONTE CRISTI,140,363.0,538
2024,4,IQS,Estudiante,2do grado,MONTE PLATA,38,57.3,51
2024,4,IQS,Estudiante,2do grado,NAGUA,32,45.8,53
2024,4,IQS,Estudiante,2do grado,PUERTO PLATA,99,258.9,228
2024,4,IQS,Estudiante,2do grado,SAN CRISTOBAL,855,1610.7,1879
2024,4,IQS,Estudiante,2do grado,SAN FRANCISCO DE MACORIS,415,758.5,913
2024,4,IQS,Estudiante,2do grado,SAN PEDRO DE MACORIS,42,44.3,65
2024,4,IQS,Estudiante,2do grado,SANTIAGO,359,611.0,870
2024,4,IQS,Estudiante,2do grado,SANTO DOMINGO,522,871.3,869
2024,4,IQS,Estudiante,2do grado,Sin ubicación,946,1623.4,1876
2024,4,IQS,Estudiante,3er grado,AZUA,2,4.9,4
2024,4,IQS,Estudiante,3er grado,BAHORUCO,44,28.6,57
2024,4,IQS,Estudiante,3er grado,COTUI,1,0.7,1
2024,4,IQS,Estudiante,3er grado,HIGUEY,53,23.7,55
2024,4,IQS,Estudiante,3er grado,LA VEGA,2,8.1,13
2024,4,IQS,Estudiante,3er grado,MAO,1,0.4,1
2024,4,IQS,Estudiante,3er grado,MONTE CRISTI,1,0.5,1
2024,4,IQS,Estudiante,3er grado,NAGUA,2,3.5,7
2024,4,IQS,Estudiante,3er grado,PUERTO PLATA,10,4.7,22
2024,4,IQS,Estudiante,3er grado,SAN CRISTOBAL,5,6.0,9
2024,4,IQS,Estudiante,3er grado,SAN FRANCISCO DE MACORIS,6,6.4,8
2024,4,IQS,Estudiante,3er grado,SANTIAGO,75,242.4,314
2024,4,IQS,Estudiante,3er grado,SANTO DOMINGO,27,26.1,42
2024,4,IQS,Estudiante,3er grado,Sin ubicación,117,164.1,250
2024,4,IQS,Estudiante,4to grado,AZUA,47,85.6,74
2024,4,IQS,Estudiante,4to grado,BAHORUCO,1,0.4,1
2024,4,IQS,Estudiante,4to grado,COTUI,5,4.2,9
2024,4,IQS,Estudiante,4to grado,HIGUEY,7,5.3,9
2024,4,IQS,Estudiante,4to grado,LA VEGA,6,8.6,17
2024,4,IQS,Estudiante,4to grado,MAO,3,4.4,4
2024,4,IQS,Estudiante,4to grado,MONTE CRISTI,2,1.1,2
2024,4,IQS,Estudiante,4to grado,MONTE PLATA,5,4.1,16
2024,4,IQS,Estudiante,4to grado,NAGUA,3,1.7,5
2024,4,IQS,Estudiante,4to grado,PUERTO PLATA,2,1.0,3
2024,4,IQS,Estudiante,4to grado,SAN CRISTOBAL,11,16.6,28
2024,4,IQS,Estudiante,4to grado,SAN FRANCISCO DE MACORIS,6,6.4,10
2024,4,IQS,Estudiante,4to grado,SAN JUAN DE LA MAGUANA,9,7.0,22
2024,4,IQS,Estudiante,4to grado,SAN PEDRO DE MACORIS,11,3.3,23
2024,4,IQS,Estudiante,4to grado,SANTIAGO,13,10.1,27
2024,4,IQS,Estudiante,4to grado,SANTO DOMINGO,60,60.7,115
2024,4,IQS,Estudiante,4to grado,Sin ubicación,80,65.2,167
2024,4,IQS,Estudiante,5to grado,AZUA,19,12.2,25
2024,4,IQS,Estudiante,5to grado,BARAHONA,1,0.4,1
2024,4,IQS,Estudiante,5to grado,COTUI,1,0.4,1
2024,4,IQS,Estudiante,5to grado,HIGUEY,2,3.0,2
2024,4,IQS,Estudiante,5to grado,LA VEGA,1,1.4,2
2024,4,IQS,Estudiante,5to grado,MONTE CRISTI,3,1.8,5
2024,4,IQS,Estudiante,5to grado,MONTE PLATA,1,0.3,2
2024,4,IQS,Estudiante,5to grado,PUERTO PLATA,1,1.1,1
2024,4,IQS,Estudiante,5to grado,SAN FRANCISCO DE MACORIS,1,0.8,2
2024,4,IQS,Estudiante,5to grado,SAN JUAN DE LA MAGUANA,2,1.0,3
2024,4,IQS,Estudiante,5to grado,SAN PEDRO DE MACORIS,3,1.9,3
2024,4,IQS,Estudiante,5to grado,SANTIAGO,3,1.2,4
2024,4,IQS,Estudiante,5to grado,SANTO DOMINGO,44,68.1,91
2024,4,IQS,Estudiante,5to grado,Sin ubicación,35,31.8,63
2024,4,IQS,Estudiante,6to grado,AZUA,149,155.9,245
2024,4,IQS,Estudiante,6to grado,BAHORUCO,76,92.6,205
2024,4,IQS,Estudiante,6to grado,BARAHONA,25,19.0,48
2024,4,IQS,Estudiante,6to grado,COTUI,205,364.0,655
2024,4,IQS,Estudiante,6to grado,HIGUEY,177,187.6,414
2024,4,IQS,Estudiante,6to grado,LA VEGA,162,212.6,444
2024,4,IQS,Estudiante,6to grado,MAO,48,35.3,98
2024,4,IQS,Estudiante,6to grado,MONTE CRISTI,171,263.5,427
2024,4,IQS,Estudiante,6to grado,MONTE PLATA,21,14.0,46
2024,4,IQS,Estudiante,6to grado,NAGUA,169,186.0,335
2024,4,IQS,Estudiante,6to grado,PUERTO PLATA,173,169.0,321
2024,4,IQS,Estudiante,6to grado,SAN CRISTOBAL,390,452.3,923
2024,4,IQS,Estudiante,6to grado,SAN FRANCISCO DE MACORIS,288,296.6,570
2024,4,IQS,Estudiante,6to grado,SAN JUAN DE LA MAGUANA,66,133.5,238
2024,4,IQS,Estudiante,6to grado,SAN PEDRO DE MACORIS,260,306.1,494
2024,4,IQS,Estudiante,6to grado,SANTIAGO,623,622.5,1451
2024,4,IQS,Estudiante,6to grado,SANTO DOMINGO,1304,2219.0,3121
2024,4,IQS,Estudiante,6to grado,Sin ubicación,1777,2083.2,3702
2024,4,IQS,Estudiante,No especificado,LA VEGA,1,0.2,1
2024,4,IQS,Estudiante,No especificado,SAN CRISTOBAL,5,3.6,10
2024,4,IQS,Estudiante,No especificado,SAN FRANCISCO DE MACORIS,2,0.9,2
2024,4,IQS,Estudiante,No especificado,SANTIAGO,8,10.8,14
2024,4,IQS,Estudiante,No especificado,SANTO DOMINGO,7,9.6,19
2024,4,IQS,Estudiante,No especificado,Sin ubicación,5,7.0,7
2024,4,IQS,Invitado,4to grado,SAN CRISTOBAL,1,0.3,2
2024,4,IQS,Invitado,4to grado,Sin ubicación,2,3.1,4
2024,4,IQS,Invitado,6to grado,LA VEGA,1,3.1,1
2024,4,IQS,Invitado,6to grado,MONTE CRISTI,1,2.1,5
2024,4,IQS,Invitado,6to grado,SAN CRISTOBAL,1,0.0,1
2024,4,IQS,Invitado,6to grado,SANTIAGO,9,8.0,10
2024,4,IQS,Invitado,6to grado,SANTO DOMINGO,1,0.5,2
2024,4,IQS,Invitado,6to grado,Sin ubicación,371,359.2,591
2024,5,IQ512,Admin,No especificado,Sin ubicación,1,1.0,1
2024,5,IQ512,Coordinador,No especificado,Sin ubicación,1,1.5,2
2024,5,IQ512,Editor,No especificado,Sin ubicación,1,39.6,7
2024,5,IQ512,Estudiante,No especificado,AZUA,6,9.0,12
2024,5,IQ512,Estudiante,No especificado,BAHORUCO,1,0.3,1
2024,5,IQ512,Estudiante,No especificado,BARAHONA,8,7.4,16
2024,5,IQ512,Estudiante,No especificado,COTUI,5,10.1,10
2024,5,IQ512,Estudiante,No especificado,HIGUEY,6,4.4,6
2024,5,IQ512,Estudiante,No especificado,LA VEGA,6,3.4,6
2024,5,IQ512,Estudiante,No especificado,MAO,5,3.3,7
2024,5,IQ512,Estudiante,No especificado,MONTE CRISTI,2,1.3,3
2024,5,IQ512,Estudiante,No especificado,NAGUA,8,4.9,9
2024,5,IQ512,Estudiante,No especificado,PUERTO PLATA,2,2.8,5
2024,5,IQ512,Estudiante,No especificado,SAN CRISTOBAL,10,9.1,15
2024,5,IQ512,Estudiante,No especificado,SAN FRANCISCO DE MACORIS,7,4.3,9
2024,5,IQ512,Estudiante,No especificado,SAN JUAN DE LA MAGUANA,4,2.5,6
2024,5,IQ512,Estudiante,No especificado,SAN PEDRO DE MACORIS,7,9.1,17
2024,5,IQ512,Estudiante,No especificado,SANTIAGO,5,4.7,8
2024,5,IQ512,Estudiante,No especificado,SANTO DOMINGO,34,23.2,47
2024,5,IQ512,Estudiante,No especificado,Sin ubicación,232,326.7,396
2024,5,IQP,Admin,No especificado,Sin ubicación,1,0.5,2
2024,5,IQP,Docente,1er grado,Sin ubicación,2,37.5,26
2024,5,IQP,Docente,3er grado,BARAHONA,1,0.1,1
2024,5,IQP,Docente,4to grado,LA VEGA,1,0.5,1
2024,5,IQP,Docente,4to grado,MONTE CRISTI,1,0.4,1
2024,5,IQP,Docente,4to grado,PUERTO PLATA,1,0.8,1
2024,5,IQP,Docente,4to grado,SAN PEDRO DE MACORIS,2,0.7,2
2024,5,IQP,Docente,4to grado,SANTIAGO,1,0.3,1
2024,5,IQP,Docente,4to grado,SANTO DOMINGO,4,6.0,8
2024,5,IQP,Docente,4to grado,Sin ubicación,11,9.5,15
2024,5,IQP,Docente,5to grado,AZUA,9,3.6,9
2024,5,IQP,Docente,5to grado,BAHORUCO,2,1.0,2
2024,5,IQP,Docente,5to grado,BARAHONA,6,3.7,6
2024,5,IQP,Docente,5to grado,COTUI,11,16.1,22
2024,5,IQP,Docente,5to grado,HIGUEY,19,17.1,25
2024,5,IQP,Docente,5to grado,LA VEGA,6,7.7,11
2024,5,IQP,Docente,5to grado,MAO,6,5.5,10
2024,5,IQP,Docente,5to grado,MONTE CRISTI,5,2.5,5
2024,5,IQP,Docente,5to grado,MONTE PLATA,6,2.6,6
2024,5,IQP,Docente,5to grado,NAGUA,8,5.3,9
2024,5,IQP,Docente,5to grado,PUERTO PLATA,7,12.3,15
2024,5,IQP,Docente,5to grado,SAN CRISTOBAL,8,3.6,9
2024,5,IQP,Docente,5to grado,SAN FRANCISCO DE MACORIS,12,8.9,15
2024,5,IQP,Docente,5to grado,SAN JUAN DE LA MAGUANA,8,3.9,10
2024,5,IQP,Docente,5to grado,SAN PEDRO DE MACORIS,14,10.1,18
2024,5,IQP,Docente,5to grado,SANTIAGO,25,17.1,29
2024,5,IQP,Docente,5to grado,SANTO DOMINGO,63,34.7,71
2024,5,IQP,Docente,5to grado,Sin ubicación,95,75.3,121
2024,5,IQP,Docente,6to grado,COTUI,2,1.1,2
2024,5,IQP,Docente,6to grado,HIGUEY,3,3.0,6
2024,5,IQP,Docente,6to grado,LA VEGA,1,0.6,1
2024,5,IQP,Docente,6to grado,MAO,2,1.2,3
2024,5,IQP,Docente,6to grado,MONTE PLATA,2,1.0,3
2024,5,IQP,Docente,6to grado,NAGUA,4,1.5,4
2024,5,IQP,Docente,6to grado,SAN CRISTOBAL,3,4.0,5
2024,5,IQP,Docente,6to grado,SAN FRANCISCO DE MACORIS,2,5.5,2
2024,5,IQP,Docente,6to grado,SANTIAGO,3,1.8,5
2024,5,IQP,Docente,6to grado,SANTO DOMINGO,2,1.8,2
2024,5,IQP,Docente,6to grado,Sin ubicación,6,3.5,6
2024,5,IQP,Estudiante,1er grado,BAHORUCO,1,0.4,1
2024,5,IQP,Estudiante,1er grado,COTUI,1,1.4,1
2024,5,IQP,Estudiante,1er grado,SAN JUAN DE LA MAGUANA,1,3.3,4
2024,5,IQP,Estudiante,1er grado,SAN PEDRO DE MACORIS,1,0.3,1
2024,5,IQP,Estudiante,1er grado,SANTIAGO,1,0.4,1
2024,5,IQP,Estudiante,1er grado,SANTO DOMINGO,3,1.7,3
2024,5,IQP,Estudiante,1er grado,Sin ubicación,4,8.1,8
2024,5,IQP,Estudiante,2do grado,COTUI,1,0.4,1
2024,5,IQP,Estudiante,2do grado,SAN CRISTOBAL,1,0.1,1
2024,5,IQP,Estudiante,2do grado,SANTIAGO,2,1.0,2
2024,5,IQP,Estudiante,2do grado,SANTO DOMINGO,1,0.2,1
2024,5,IQP,Estudiante,2do grado,Sin ubicación,11,11.2,13
2024,5,IQP,Estudiante,3er grado,AZUA,2,1.4,3
2024,5,IQP,Estudiante,3er grado,SAN CRISTOBAL,1,0.5,1
2024,5,IQP,Estudiante,3er grado,SANTIAGO,2,0.5,2
2024,5,IQP,Estudiante,3er grado,SANTO DOMINGO,3,1.1,3
2024,5,IQP,Estudiante,3er grado,Sin ubicación,4,1.9,5
2024,5,IQP,Estudiante,4to grado,AZUA,3,1.3,3
2024,5,IQP,Estudiante,4to grado,BARAHONA,2,2.6,3
2024,5,IQP,Estudiante,4to grado,COTUI,1,0.7,1
2024,5,IQP,Estudiante,4to grado,LA VEGA,2,1.6,3
2024,5,IQP,Estudiante,4to grado,MAO,1,0.4,1
2024,5,IQP,Estudiante,4to grado,MONTE CRISTI,1,3.4,4
2024,5,IQP,Estudiante,4to grado,PUERTO PLATA,3,1.5,4
2024,5,IQP,Estudiante,4to grado,SAN FRANCISCO DE MACORIS,1,0.4,1
2024,5,IQP,Estudiante,4to grado,SAN JUAN DE LA MAGUANA,1,0.5,1
2024,5,IQP,Estudiante,4to grado,SAN PEDRO DE MACORIS,5,2.5,6
2024,5,IQP,Estudiante,4to grado,SANTIAGO,3,1.4,4
2024,5,IQP,Estudiante,4to grado,SANTO DOMINGO,13,16.2,19
2024,5,IQP,Estudiante,4to grado,Sin ubicación,16,6.0,19
2024,5,IQP,Estudiante,5to grado,BARAHONA,4,6.9,5
2024,5,IQP,Estudiante,5to grado,HIGUEY,10,7.4,12
2024,5,IQP,Estudiante,5to grado,LA VEGA,19,22.6,30
2024,5,IQP,Estudiante,5to grado,MAO,1,0.5,1
2024,5,IQP,Estudiante,5to grado,NAGUA,2,1.0,3
2024,5,IQP,Estudiante,5to grado,SAN CRISTOBAL,6,4.6,7
2024,5,IQP,Estudiante,5to grado,SAN FRANCISCO DE MACORIS,15,11.5,19
2024,5,IQP,Estudiante,5to grado,SAN JUAN DE LA MAGUANA,2,3.7,3
2024,5,IQP,Estudiante,5to grado,SAN PEDRO DE MACORIS,3,2.0,3
2024,5,IQP,Estudiante,5to grado,SANTIAGO,13,6.4,14
2024,5,IQP,Estudiante,5to grado,SANTO DOMINGO,46,34.6,51
2024,5,IQP,Estudiante,5to grado,Sin ubicación,19,9.1,20
2024,5,IQP,Estudiante,6to grado,AZUA,27,24.0,30
2024,5,IQP,Estudiante,6to grado,BAHORUCO,8,3.4,9
2024,5,IQP,Estudiante,6to grado,BARAHONA,14,5.3,15
2024,5,IQP,Estudiante,6to grado,COTUI,31,22.0,41
2024,5,IQP,Estudiante,6to grado,HIGUEY,111,185.6,204
2024,5,IQP,Estudiante,6to grado,LA VEGA,34,21.3,37
2024,5,IQP,Estudiante,6to grado,MAO,11,3.3,11
2024,5,IQP,Estudiante,6to grado,MONTE CRISTI,10,6.6,12
2024,5,IQP,Estudiante,6to grado,MONTE PLATA,4,2.1,4
2024,5,IQP,Estudiante,6to grado,NAGUA,8,7.9,11
2024,5,IQP,Estudiante,6to grado,PUERTO PLATA,10,4.6,10
2024,5,IQP,Estudiante,6to grado,SAN CRISTOBAL,30,18.9,34
2024,5,IQP,Estudiante,6to grado,SAN FRANCISCO DE MACORIS,24,12.1,25
2024,5,IQP,Estudiante,6to grado,SAN JUAN DE LA MAGUANA,21,9.5,23
2024,5,IQP,Estudiante,6to grado,SAN PEDRO DE MACORIS,64,46.4,74
2024,5,IQP,Estudiante,6to grado,SANTIAGO,105,91.1,135
2024,5,IQP,Estudiante,6to grado,SANTO DOMINGO,225,159.6,272
2024,5,IQP,Estudiante,6to grado,Sin ubicación,400,301.3,505
2024,5,IQP,Sin rol,No especificado,Sin ubicación,1,11.9,7
